task_id,image_id,filename,category,polarity,gt_ar,h_item_ar,context_ar,question_text,ground_truth,raw_response,parsed_answer,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
architecture_al_masmak_palace_masmak_10__no,architecture_al_masmak_palace_masmak_10,Al_Masmak_Palace_masmak (10).png,architecture,no,قصر المصمك,قصر المربع التاريخي,صورة قريبة لركن من أروقة قصر المربع التاريخي المقنطرة، تُظهر عموداً حجرياً واحدا,هل هذا المبنى قصر المربع التاريخي؟,لا,لا,no,1,,,1,11.05,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:06.920661+00:00
architecture_al_masmak_palace_masmak_1__no,architecture_al_masmak_palace_masmak_1,Al_Masmak_Palace_masmak (1).png,architecture,no,قصر المصمك,قصر المربع التاريخي,صورة لقصر المربع التاريخي بالرياض، أحد أشهر القصور الطينية التي شيدها الملك عبدا,هل هذا المبنى قصر المربع التاريخي؟,لا,نعم,yes,0,,,1,11.05,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:06.921609+00:00
architecture_ibrahim_palace_screenshot_2023_11_16_093318__yes,architecture_ibrahim_palace_screenshot_2023_11_16_093318,Ibrahim_Palace_Screenshot 2023-11-16 093318.png,architecture,yes,قصر إبراهيم بالهفوف,قلعة زعبل بسكاكا (الجوف),صورة لبرج أسطواني من أبراج قلعة زعبل الحجرية قيد الترميم على قمة الجبل الصخري في,هل هذا المبنى قصر إبراهيم بالهفوف؟,نعم,لا,no,0,,,1,11.06,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:07.001184+00:00
architecture_king_abdullah_financial_district_kafd_k12__yes,architecture_king_abdullah_financial_district_kafd_k12,King_Abdullah_Financial_District_KAFD_k12.png,architecture,yes,مركز الملك عبدالله المالي (كافد),مركز دبي المالي العالمي (DIFC),صورة ليلية لمركز دبي المالي العالمي (DIFC)، يظهر بين أبراجه مبنى البوابة (ذا غيت,هل هذا المبنى مركز الملك عبدالله المالي (كافد)؟,نعم,لا,no,0,,,1,1.54,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:07.234992+00:00
architecture_ithra_screenshot_2023_10_31_111325__no,architecture_ithra_screenshot_2023_10_31_111325,Ithra_Screenshot 2023-10-31 111325.png,architecture,no,مركز الملك عبدالعزيز الثقافي العالمي (إثراء),متحف اللوفر أبوظبي,صورة لمتحف اللوفر أبوظبي عند الشفق بألوان سماء وردية وزرقاء، تُظهر قبته الهندسية,هل هذا المبنى متحف اللوفر أبوظبي؟,لا,لا,no,1,,,1,7.9,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:07.380721+00:00
architecture_ithra_screenshot_2023_10_31_111325__yes,architecture_ithra_screenshot_2023_10_31_111325,Ithra_Screenshot 2023-10-31 111325.png,architecture,yes,مركز الملك عبدالعزيز الثقافي العالمي (إثراء),متحف اللوفر أبوظبي,صورة لمتحف اللوفر أبوظبي عند الشفق بألوان سماء وردية وزرقاء، تُظهر قبته الهندسية,هل هذا المبنى مركز الملك عبدالعزيز الثقافي العالمي (إثراء)؟,نعم,لا,no,0,,,1,8.59,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:07.848713+00:00
architecture_king_abdullah_financial_district_kafd_k13__yes,architecture_king_abdullah_financial_district_kafd_k13,King_Abdullah_Financial_District_KAFD_k13.png,architecture,yes,مركز الملك عبدالله المالي (كافد),مركز دبي المالي العالمي (DIFC),صورة ليلية لمركز دبي المالي العالمي (DIFC)، يظهر مبنى البوابة (ذا غيت) ذو الشكل ,هل هذا المبنى مركز الملك عبدالله المالي (كافد)؟,نعم,لا,no,0,,,1,2.42,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.231709+00:00
architecture_king_abdullah_financial_district_kafd_k11__yes,architecture_king_abdullah_financial_district_kafd_k11,King_Abdullah_Financial_District_KAFD_k11.png,architecture,yes,مركز الملك عبدالله المالي (كافد),مركز دبي المالي العالمي (DIFC),صورة جوية ليلية لمركز دبي المالي العالمي (DIFC)، يظهر بين أبراجه الزجاجية مبنى ا,هل هذا المبنى مركز الملك عبدالله المالي (كافد)؟,نعم,لا,no,0,,,1,2.83,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.245860+00:00
architecture_king_abdullah_financial_district_kafd_k11__no,architecture_king_abdullah_financial_district_kafd_k11,King_Abdullah_Financial_District_KAFD_k11.png,architecture,no,مركز الملك عبدالله المالي (كافد),مركز دبي المالي العالمي (DIFC),صورة جوية ليلية لمركز دبي المالي العالمي (DIFC)، يظهر بين أبراجه الزجاجية مبنى ا,هل هذا المبنى مركز دبي المالي العالمي (DIFC)؟,لا,نعم,yes,0,,,1,2.66,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.246358+00:00
architecture_king_abdullah_financial_district_kafd_k12__no,architecture_king_abdullah_financial_district_kafd_k12,King_Abdullah_Financial_District_KAFD_k12.png,architecture,no,مركز الملك عبدالله المالي (كافد),مركز دبي المالي العالمي (DIFC),صورة ليلية لمركز دبي المالي العالمي (DIFC)، يظهر بين أبراجه مبنى البوابة (ذا غيت,هل هذا المبنى مركز دبي المالي العالمي (DIFC)؟,لا,لا,no,1,,,1,2.55,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.246737+00:00
architecture_king_abdullah_financial_district_kafd_k10__no,architecture_king_abdullah_financial_district_kafd_k10,King_Abdullah_Financial_District_KAFD_k10.png,architecture,no,مركز الملك عبدالله المالي (كافد),مركز دبي المالي العالمي (DIFC),صورة نهارية لمركز دبي المالي العالمي (DIFC)، مكتمل الإنشاء بالكامل بأبراجه الزجا,هل هذا المبنى مركز دبي المالي العالمي (DIFC)؟,لا,لا,no,1,,,1,3.04,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.246945+00:00
architecture_king_abdullah_financial_district_kafd_k13__no,architecture_king_abdullah_financial_district_kafd_k13,King_Abdullah_Financial_District_KAFD_k13.png,architecture,no,مركز الملك عبدالله المالي (كافد),مركز دبي المالي العالمي (DIFC),صورة ليلية لمركز دبي المالي العالمي (DIFC)، يظهر مبنى البوابة (ذا غيت) ذو الشكل ,هل هذا المبنى مركز دبي المالي العالمي (DIFC)؟,لا,لا,no,1,,,1,2.21,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.247559+00:00
architecture_king_abdullah_financial_district_kafd_k10__yes,architecture_king_abdullah_financial_district_kafd_k10,King_Abdullah_Financial_District_KAFD_k10.png,architecture,yes,مركز الملك عبدالله المالي (كافد),مركز دبي المالي العالمي (DIFC),صورة نهارية لمركز دبي المالي العالمي (DIFC)، مكتمل الإنشاء بالكامل بأبراجه الزجا,هل هذا المبنى مركز الملك عبدالله المالي (كافد)؟,نعم,لا,no,0,,,1,3.2,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.325053+00:00
architecture_hegra_hegra_1__yes,architecture_hegra_hegra_1,Hegra_hegra (1).png,architecture,yes,قصر الفريد (هجر/مدائن صالح)، العلا,البتراء,صورة لواجهة أثرية نبطية منحوتة في الصخر، محصورة بعمق داخل جدران واد صخري ضيق، تُ,هل هذا المبنى قصر الفريد (هجر/مدائن صالح)، العلا؟,نعم,لا,no,0,,,2,2.15,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.488351+00:00
architecture_kingdom_tower_mam_1__yes,architecture_kingdom_tower_mam_1,Kingdom_Tower_mam (1).png,architecture,yes,برج المملكة,برج الفيصلية,صورة لبرج الفيصلية الزجاجي الشاهق المدبب من الأعلى، يعلوه هيكل كروي ذهبي كبير، ت,هل هذا المبنى برج المملكة؟,نعم,لا,no,0,,,1,2.2,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.491811+00:00
architecture_kingdom_tower_mam_1__no,architecture_kingdom_tower_mam_1,Kingdom_Tower_mam (1).png,architecture,no,برج المملكة,برج الفيصلية,صورة لبرج الفيصلية الزجاجي الشاهق المدبب من الأعلى، يعلوه هيكل كروي ذهبي كبير، ت,هل هذا المبنى برج الفيصلية؟,لا,لا,no,1,,,1,2.06,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.495608+00:00
architecture_diriyah_d11__yes,architecture_diriyah_d11,Diriyah_d11.png,architecture,yes,حي الطريف بالدرعية,قصر المربع التاريخي,صورة لجزء من أروقة قصر المربع التاريخي المقنطرة، بارز عن الجدار المحيط، ضمن مبنى,هل هذا المبنى حي الطريف بالدرعية؟,نعم,نعم,yes,1,,,2,2.29,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:08.495912+00:00
architecture_diriyah_d__no,architecture_diriyah_d,Diriyah_d.png,architecture,no,حي الطريف بالدرعية,قصر المربع التاريخي,صورة لقصر المربع التاريخي بالرياض، أحد أشهر القصور الطينية التي شيدها الملك عبدا,هل هذا المبنى قصر المربع التاريخي؟,لا,لا,no,1,,,2,2.54,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:09.385207+00:00
architecture_al_masmak_palace_masmak_11__yes,architecture_al_masmak_palace_masmak_11,Al_Masmak_Palace_masmak (11).png,architecture,yes,قصر المصمك,قصر المربع التاريخي,صورة للمدخل الرئيسي لقصر المربع التاريخي، ببوابة مقنطرة كبيرة ضمن أروقة القصر، و,هل هذا المبنى قصر المصمك؟,نعم,لا,no,0,,,2,2.89,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:09.702424+00:00
architecture_kingdom_tower_mam_10__yes,architecture_kingdom_tower_mam_10,Kingdom_Tower_mam (10).png,architecture,yes,برج المملكة,برج الفيصلية,صورة ليلية لبرج الفيصلية مضاءً بإضاءة أرجوانية وزرقاء، تُظهر الهيكل الكروي الذهب,هل هذا المبنى برج المملكة؟,نعم,لا,no,0,,,1,2.8,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:09.703224+00:00
architecture_kingdom_tower_mam_11__no,architecture_kingdom_tower_mam_11,Kingdom_Tower_mam (11).png,architecture,no,برج المملكة,برج الفيصلية,صورة لبرج الفيصلية تحت سماء غائمة رمادية، تُظهر واجهته الزجاجية اللامعة وهيكله ا,هل هذا المبنى برج الفيصلية؟,لا,لا,no,1,,,1,2.78,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:09.703695+00:00
architecture_kingdom_tower_mam_12__yes,architecture_kingdom_tower_mam_12,Kingdom_Tower_mam (12).png,architecture,yes,برج المملكة,برج الفيصلية,صورة مقربة من أسفل لبرج الفيصلية، تُظهر انعكاس ضوء الشمس على هيكله الكروي الذهبي,هل هذا المبنى برج المملكة؟,نعم,لا,no,0,,,1,2.7,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:09.704168+00:00
architecture_kingdom_tower_mam_10__no,architecture_kingdom_tower_mam_10,Kingdom_Tower_mam (10).png,architecture,no,برج المملكة,برج الفيصلية,صورة ليلية لبرج الفيصلية مضاءً بإضاءة أرجوانية وزرقاء، تُظهر الهيكل الكروي الذهب,هل هذا المبنى برج الفيصلية؟,لا,لا,no,1,,,1,2.8,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:09.704723+00:00
architecture_ibrahim_palace_screenshot_2023_11_16_093153__no,architecture_ibrahim_palace_screenshot_2023_11_16_093153,Ibrahim_Palace_Screenshot 2023-11-16 093153.png,architecture,no,قصر إبراهيم بالهفوف,قلعة زعبل بسكاكا (الجوف),صورة ليلية لبرج طيني مخروطي من أبراج قلعة زعبل الأربعة، يعلو قمة جبل صخري شاهق ف,هل هذا المبنى قلعة زعبل بسكاكا (الجوف)؟,لا,لا,no,1,,,2,2.53,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:09.705793+00:00
architecture_kingdom_tower_mam_11__yes,architecture_kingdom_tower_mam_11,Kingdom_Tower_mam (11).png,architecture,yes,برج المملكة,برج الفيصلية,صورة لبرج الفيصلية تحت سماء غائمة رمادية، تُظهر واجهته الزجاجية اللامعة وهيكله ا,هل هذا المبنى برج المملكة؟,نعم,لا,no,0,,,1,2.82,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:09.739602+00:00
architecture_ibrahim_palace_screenshot_2023_11_16_093255__yes,architecture_ibrahim_palace_screenshot_2023_11_16_093255,Ibrahim_Palace_Screenshot 2023-11-16 093255.png,architecture,yes,قصر إبراهيم بالهفوف,قلعة زعبل بسكاكا (الجوف),صورة ليلية لقلعة زعبل، منشأة عسكرية دفاعية بحتة تخلو من أي قباب أو مآذن، تتكون م,هل هذا المبنى قصر إبراهيم بالهفوف؟,نعم,لا,no,0,,,2,2.58,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:09.765673+00:00
architecture_maraya_mirror_1__yes,architecture_maraya_mirror_1,Maraya_mirror (1).png,architecture,yes,مرايا (قاعة الحفلات المرآوية بالعلا),متحف المستقبل بدبي,صورة لمتحف المستقبل بدبي، ذي الشكل البيضاوي المفرغ، تغطي واجهته عبارات شعرية بال,هل هذا المبنى مرايا (قاعة الحفلات المرآوية بالعلا)؟,نعم,لا,no,0,,,1,3.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:10.944862+00:00
architecture_diriyah_d1__no,architecture_diriyah_d1,Diriyah_d1.png,architecture,no,حي الطريف بالدرعية,قصر المربع التاريخي,صورة لقصر المربع التاريخي المرمم، بجدران مستقيمة نظيفة الحواف وأروقة مقنطرة منتظ,هل هذا المبنى قصر المربع التاريخي؟,لا,نعم,yes,0,,,2,4.44,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.093834+00:00
architecture_maraya_mirror_11__yes,architecture_maraya_mirror_11,Maraya_mirror (11).png,architecture,yes,مرايا (قاعة الحفلات المرآوية بالعلا),متحف المستقبل بدبي,صورة قريبة لواجهة متحف المستقبل بدبي، تُظهر فتحة نافذة على شكل عبارة شعرية بالخط,هل هذا المبنى مرايا (قاعة الحفلات المرآوية بالعلا)؟,نعم,لا,no,0,,,1,3.85,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.093980+00:00
architecture_maraya_mirror_13__no,architecture_maraya_mirror_13,Maraya_mirror (13).png,architecture,no,مرايا (قاعة الحفلات المرآوية بالعلا),متحف المستقبل بدبي,صورة واسعة لمتحف المستقبل بدبي بالكامل، مع مركبات صغيرة أمامه، وسط مياه عاكسة مح,هل هذا المبنى متحف المستقبل بدبي؟,لا,لا,no,1,,,1,3.85,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.094518+00:00
architecture_quba_mosque_quba_10__yes,architecture_quba_mosque_quba_10,Quba_Mosque_quba (10).png,architecture,yes,مسجد قباء,مسجد القبلتين,صورة لمسجد القبلتين الأبيض بالمدينة المنورة من زاوية أخرى، تُظهر القبتين المتقار,هل هذا المبنى مسجد قباء؟,نعم,لا,no,0,,,1,3.62,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.110479+00:00
architecture_ithra_screenshot_2023_10_31_111128__no,architecture_ithra_screenshot_2023_10_31_111128,Ithra_Screenshot 2023-10-31 111128.png,architecture,no,مركز الملك عبدالعزيز الثقافي العالمي (إثراء),متحف اللوفر أبوظبي,صورة ليلية لمتحف اللوفر أبوظبي، تُظهر قبته الهندسية الضخمة المثقوبة بزخارف نجمية,هل هذا المبنى متحف اللوفر أبوظبي؟,لا,لا,no,1,,,2,3.9,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.110690+00:00
architecture_kingdom_tower_mam_12__no,architecture_kingdom_tower_mam_12,Kingdom_Tower_mam (12).png,architecture,no,برج المملكة,برج الفيصلية,صورة مقربة من أسفل لبرج الفيصلية، تُظهر انعكاس ضوء الشمس على هيكله الكروي الذهبي,هل هذا المبنى برج الفيصلية؟,لا,لا,no,1,,,1,4.88,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.110790+00:00
architecture_quba_mosque_quba_1__yes,architecture_quba_mosque_quba_1,Quba_Mosque_quba (1).png,architecture,yes,مسجد قباء,مسجد القبلتين,صورة لمسجد القبلتين بالمدينة المنورة، ذي القبتين المتقاربتين في الحجم ترتفعان نح,هل هذا المبنى مسجد قباء؟,نعم,لا,no,0,,,1,3.79,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.111368+00:00
architecture_maraya_mirror_1__no,architecture_maraya_mirror_1,Maraya_mirror (1).png,architecture,no,مرايا (قاعة الحفلات المرآوية بالعلا),متحف المستقبل بدبي,صورة لمتحف المستقبل بدبي، ذي الشكل البيضاوي المفرغ، تغطي واجهته عبارات شعرية بال,هل هذا المبنى متحف المستقبل بدبي؟,لا,لا,no,1,,,1,4.26,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.111640+00:00
architecture_al_masmak_palace_masmak_12__no,architecture_al_masmak_palace_masmak_12,Al_Masmak_Palace_masmak (12).png,architecture,no,قصر المصمك,قصر المربع التاريخي,صورة واسعة لقصر المربع التاريخي بالكامل من الخارج، تُظهر أروقته المقنطرة المحيطة,هل هذا المبنى قصر المربع التاريخي؟,لا,نعم,yes,0,,,2,4.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.112622+00:00
architecture_quba_mosque_quba_10__no,architecture_quba_mosque_quba_10,Quba_Mosque_quba (10).png,architecture,no,مسجد قباء,مسجد القبلتين,صورة لمسجد القبلتين الأبيض بالمدينة المنورة من زاوية أخرى، تُظهر القبتين المتقار,هل هذا المبنى مسجد القبلتين؟,لا,نعم,yes,0,,,1,3.62,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:01:12.112903+00:00
