task_id,image_id,filename,category,polarity,hitem_level,gt_ar,h_item_ar,question_text,ground_truth,raw_response,parsed_answer,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
image_109A;image_109B__yes,image_109A;image_109B,food_004.png,cuisine,yes,identity,فلافل,كبة,هل هذه الكرات فلافل؟,نعم,نعم,yes,1,,,1,3.29,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:48:36.563817+00:00
image_109A;image_109B__no,image_109A;image_109B,food_004.png,cuisine,no,identity,فلافل,كبة,هل هذه الكرات كبة؟,لا,نعم,yes,0,,,1,5.74,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:48:42.300371+00:00
image_110A;image_110B__yes,image_110A;image_110B,food_005.jpg,cuisine,yes,attribute,بسطيلة,مزيّنة بالسكر البودرة والقرفة,هل هذا الطبق مزيّن بالليمون والأعشاب؟,نعم,نعم,yes,1,,,1,2.94,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:48:45.238019+00:00
image_110A;image_110B__no,image_110A;image_110B,food_005.jpg,cuisine,no,attribute,بسطيلة,مزيّنة بالسكر البودرة والقرفة,هل هذا الطبق مزيّن بالسكر البودرة والقرفة؟,لا,لا,no,1,,,1,2.14,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:48:47.380945+00:00
image_111A;image_111B__yes,image_111A;image_111B,food_005.png,cuisine,yes,identity,ورق عنب,محشي,هل هذا الطبق ورق عنب؟,نعم,نعم,yes,1,,,1,6.08,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:48:53.460731+00:00
image_111A;image_111B__no,image_111A;image_111B,food_005.png,cuisine,no,identity,ورق عنب,محشي,هل هذا الطبق محشي؟,لا,نعم,yes,0,,,1,6.43,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:48:59.896064+00:00
image_112A;image_112B__yes,image_112A;image_112B,food_006(1).png,cuisine,yes,identity,سمبوسة,كبة,هل هذا الطبق سمبوسة؟,نعم,نعم,yes,1,,,1,4.35,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:04.250284+00:00
image_112A;image_112B__no,image_112A;image_112B,food_006(1).png,cuisine,no,identity,سمبوسة,كبة,هل هذا الطبق كبة؟,لا,لا,no,1,,,1,1.83,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:06.078744+00:00
image_113A;image_113B__yes,image_113A;image_113B,food_006.png,cuisine,yes,identity,بلاليط,كنافة,هل هذا الطبق بلاليط؟,نعم,لا,no,0,,,1,3.6,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:09.675971+00:00
image_113A;image_113B__no,image_113A;image_113B,food_006.png,cuisine,no,identity,بلاليط,كنافة,هل هذا الطبق كنافة؟,لا,لا,no,1,,,1,3.05,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:12.723732+00:00
image_114A;image_114B__yes,image_114A;image_114B,food_007.jpg,cuisine,yes,identity,مكدوس,محشي,هل هذا الطعام مكدوس؟,نعم,نعم,yes,1,,,1,1.0,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:13.726964+00:00
image_114A;image_114B__no,image_114A;image_114B,food_007.jpg,cuisine,no,identity,مكدوس,محشي,هل هذا الطعام محشي؟,لا,لا,no,1,,,1,0.81,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:14.537510+00:00
image_115A;image_115B__yes,image_115A;image_115B,food_007.png,cuisine,yes,identity,خبز الصاج,تميس,هل هذا الخبز خبز الصاج؟,نعم,نعم,yes,1,,,1,2.45,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:17.175974+00:00
image_115A;image_115B__no,image_115A;image_115B,food_007.png,cuisine,no,identity,خبز الصاج,تميس,هل هذا الخبز تميس؟,لا,لا,no,1,,,1,2.94,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:20.115494+00:00
image_116A;image_116B__yes,image_116A;image_116B,food_008.jpg,cuisine,yes,identity,ورق عنب,محشي,هل الطعام في هذه الصورة ورق عنب؟,نعم,نعم,yes,1,,,1,11.5,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:31.618514+00:00
image_116A;image_116B__no,image_116A;image_116B,food_008.jpg,cuisine,no,identity,ورق عنب,محشي,هل الطعام في هذه الصورة محشي؟,لا,نعم,yes,0,,,1,25.87,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:49:57.484902+00:00
image_117A;image_117B__yes,image_117A;image_117B,food_008.png,cuisine,yes,identity,ورق عنب,كوسا محشي,هل هذا الطبق ورق عنب؟,نعم,لا,no,0,,,1,11.55,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:09.039282+00:00
image_117A;image_117B__no,image_117A;image_117B,food_008.png,cuisine,no,identity,ورق عنب,كوسا محشي,هل هذا الطبق كوسا محشي؟,لا,لا,no,1,,,1,9.39,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:18.427896+00:00
image_118A;image_118B__yes,image_118A;image_118B,food_009(1).png,cuisine,yes,identity,مصوب,عصيدة,هل هذا الطبق مصوب؟,نعم,نعم,yes,1,,,1,4.48,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:22.908488+00:00
image_118A;image_118B__no,image_118A;image_118B,food_009(1).png,cuisine,no,identity,مصوب,عصيدة,هل هذا الطبق عصيدة؟,لا,لا,no,1,,,1,8.38,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:31.292999+00:00
image_119A;image_119B__yes,image_119A;image_119B,food_009.png,cuisine,yes,identity,كبة,سمبوسة,هل هذا الطبق كبة؟,نعم,لا,no,0,,,1,2.45,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:33.747878+00:00
image_119A;image_119B__no,image_119A;image_119B,food_009.png,cuisine,no,identity,كبة,سمبوسة,هل هذا الطبق سمبوسة؟,لا,لا,no,1,,,1,2.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:36.307510+00:00
image_121A;image_121B__yes,image_121A;image_121B,food_010.png,cuisine,yes,identity,كباب,شيش طاووق,هل هذا الطبق كباب؟,نعم,نعم,yes,1,,,1,1.3,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:37.610066+00:00
image_121A;image_121B__no,image_121A;image_121B,food_010.png,cuisine,no,identity,كباب,شيش طاووق,هل هذا الطبق شيش طاووق؟,لا,لا,no,1,,,1,1.32,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:38.929057+00:00
image_122A;image_122B__yes,image_122A;image_122B,food_011.jpg,cuisine,yes,identity,مناقيش,خبز الصاج,هل هذا الخبز مناقيش؟,نعم,نعم,yes,1,,,1,2.17,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:41.096260+00:00
image_122A;image_122B__no,image_122A;image_122B,food_011.jpg,cuisine,no,identity,مناقيش,خبز الصاج,هل هذا الخبز خبز الصاج؟,لا,نعم,yes,0,,,1,2.79,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:43.891872+00:00
image_123A;image_123B__yes,image_123A;image_123B,food_011.png,cuisine,yes,identity,عصيدة,بازين,هل هذا الطبق عصيدة؟,نعم,لا,no,0,,,1,4.33,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T11:50:48.226280+00:00
image_130A;image_130B__no,image_130A;image_130B,food_015.jpg,cuisine,no,identity,مناقيش,خبز الصاج,هل هذا الخبز خبز الصاج؟,لا,لا,no,1,,,1,1.16,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:54.701991+00:00
image_129A;image_129B__yes,image_129A;image_129B,food_014.png,cuisine,yes,attribute,شاورما,لحم مفروم مُشكَّل,هل هذا اللحم شرائح متبلة مكدّسة طبقات؟,نعم,لا,no,0,,,1,1.26,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:54.795052+00:00
image_136A;image_136B__yes,image_136A;image_136B,food_018(1).png,cuisine,yes,identity,كبة,سمبوسة,هل هذا الطبق كبة؟,نعم,نعم,yes,1,,,1,1.55,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.120672+00:00
image_134A;image_134B__no,image_134A;image_134B,food_017.jpg,cuisine,no,identity,بلاليط,كنافة,هل هذا الطبق كنافة؟,لا,لا,no,1,,,1,1.6,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.171705+00:00
image_124A;image_124B__no,image_124A;image_124B,food_012(1).png,cuisine,no,identity,فلافل,كبة,هل هذا الطبق كبة؟,لا,لا,no,1,,,1,1.64,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.172456+00:00
image_124A;image_124B__yes,image_124A;image_124B,food_012(1).png,cuisine,yes,identity,فلافل,كبة,هل هذا الطبق فلافل؟,نعم,نعم,yes,1,,,1,1.66,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.194965+00:00
image_127A;image_127B__yes,image_127A;image_127B,food_013.png,cuisine,yes,identity,كوسا محشي,ورق عنب,هل هذا الطبق كوسا محشي؟,نعم,لا,no,0,,,1,1.67,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.204898+00:00
image_129A;image_129B__no,image_129A;image_129B,food_014.png,cuisine,no,attribute,شاورما,لحم مفروم مُشكَّل,هل هذا اللحم مفروم مُشكَّل؟,لا,لا,no,1,,,1,1.72,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.260345+00:00
image_132A;image_132B__yes,image_132A;image_132B,food_016(1).png,cuisine,yes,identity,لحم بعجين,مسخن,هل هذا الخبز لحم بعجين؟,نعم,نعم,yes,1,,,1,1.74,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.287501+00:00
image_132A;image_132B__no,image_132A;image_132B,food_016(1).png,cuisine,no,identity,لحم بعجين,مسخن,هل هذا الخبز مسخن؟,لا,نعم,yes,0,,,1,1.75,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.298929+00:00
image_130A;image_130B__yes,image_130A;image_130B,food_015.jpg,cuisine,yes,identity,مناقيش,خبز الصاج,هل هذا الخبز مناقيش؟,نعم,لا,no,0,,,1,1.77,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.306761+00:00
image_127A;image_127B__no,image_127A;image_127B,food_013.png,cuisine,no,identity,كوسا محشي,ورق عنب,هل هذا الطبق ورق عنب؟,لا,لا,no,1,,,1,1.81,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.348706+00:00
image_136A;image_136B__no,image_136A;image_136B,food_018(1).png,cuisine,no,identity,كبة,سمبوسة,هل هذا الطبق سمبوسة؟,لا,لا,no,1,,,1,1.8,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.376330+00:00
image_135A;image_135B__yes,image_135A;image_135B,food_017.png,cuisine,yes,identity,زرب,شية,هل هذا اللحم زرب؟,نعم,لا,no,0,,,1,1.95,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.525521+00:00
image_128A;image_128B__yes,image_128A;image_128B,food_014(1).png,cuisine,yes,identity,أقط,معمول,هل هذا الطعام أقط؟,نعم,نعم,yes,1,,,1,2.13,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.665925+00:00
image_134A;image_134B__yes,image_134A;image_134B,food_017.jpg,cuisine,yes,identity,بلاليط,كنافة,هل هذا الطبق بلاليط؟,نعم,لا,no,0,,,1,2.09,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.666359+00:00
image_138A;image_138B__no,image_138A;image_138B,food_019.jpg,cuisine,no,identity,لحم بعجين,مسخن,هل هذا الخبز مسخن؟,لا,نعم,yes,0,,,1,0.99,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.695495+00:00
image_131A;image_131B__no,image_131A;image_131B,food_015.png,cuisine,no,identity,فتوش,تبولة,هل الطبق الدائري في هذه الصورة تبولة؟,لا,لا,no,1,,,1,2.4,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.947583+00:00
image_125A;image_125B__yes,image_125A;image_125B,food_012.png,cuisine,yes,attribute,بازين,دقيق الأرز,هل هذه العجينة مصنوعة من دقيق الشعير؟,نعم,لا,no,0,,,1,2.42,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.954644+00:00
image_135A;image_135B__no,image_135A;image_135B,food_017.png,cuisine,no,identity,زرب,شية,هل هذا اللحم شية؟,لا,لا,no,1,,,1,2.39,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:55.962652+00:00
image_125A;image_125B__no,image_125A;image_125B,food_012.png,cuisine,no,attribute,بازين,دقيق الأرز,هل هذه العجينة مصنوعة من دقيق الأرز؟,لا,لا,no,1,,,1,2.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.097394+00:00
image_126A;image_126B__yes,image_126A;image_126B,food_013(1).png,cuisine,yes,identity,حمص,فتة حمص,هل هذا الطبق حمص؟,نعم,نعم,yes,1,,,1,2.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.097932+00:00
image_131A;image_131B__yes,image_131A;image_131B,food_015.png,cuisine,yes,identity,فتوش,تبولة,هل الطبق الدائري في هذه الصورة فتوش؟,نعم,لا,no,0,,,1,2.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.098811+00:00
image_133A;image_133B__yes,image_133A;image_133B,food_016.png,cuisine,yes,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق ورق عنب؟,نعم,نعم,yes,1,,,1,2.53,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.099212+00:00
image_137A;image_137B__yes,image_137A;image_137B,food_018.png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,2.73,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.300600+00:00
image_126A;image_126B__no,image_126A;image_126B,food_013(1).png,cuisine,no,identity,حمص,فتة حمص,هل هذا الطبق فتة حمص؟,لا,لا,no,1,,,1,2.84,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.371046+00:00
image_123A;image_123B__no,image_123A;image_123B,food_011.png,cuisine,no,identity,عصيدة,بازين,هل هذا الطبق بازين؟,لا,نعم,yes,0,,,1,2.84,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.373200+00:00
image_137A;image_137B__no,image_137A;image_137B,food_018.png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,2.93,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.505017+00:00
image_141A;image_141B__yes,image_141A;image_141B,food_020.png,cuisine,yes,identity,كبة,سمبوسة,هل هذا الطبق كبة؟,نعم,لا,no,0,,,1,1.31,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.505793+00:00
image_139A;image_139B__yes,image_139A;image_139B,food_019.png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,1.71,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.506313+00:00
image_128A;image_128B__no,image_128A;image_128B,food_014(1).png,cuisine,no,identity,أقط,معمول,هل هذا الطعام معمول؟,لا,نعم,yes,0,,,1,2.97,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.506942+00:00
image_139A;image_139B__no,image_139A;image_139B,food_019.png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,1.53,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.653615+00:00
image_142A;image_142B__no,image_142A;image_142B,food_021(1).png,cuisine,no,attribute,شيش برك,يُطهى في صلصة طماطم,هل يُطهى هذا الطبق في صلصة طماطم؟,لا,لا,no,1,,,1,1.37,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.658288+00:00
image_140A;image_140B__no,image_140A;image_140B,food_020(1).png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,1.51,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.677893+00:00
image_143A;image_143B__no,image_143A;image_143B,food_021.png,cuisine,no,identity,ملوخية,ورق عنب,هل هذه الأوراق ورق عنب؟,لا,لا,no,1,,,1,1.38,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.685553+00:00
image_140A;image_140B__yes,image_140A;image_140B,food_020(1).png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,1.58,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.750947+00:00
image_141A;image_141B__no,image_141A;image_141B,food_020.png,cuisine,no,identity,كبة,سمبوسة,هل هذا الطبق سمبوسة؟,لا,لا,no,1,,,1,1.65,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.852196+00:00
image_142A;image_142B__yes,image_142A;image_142B,food_021(1).png,cuisine,yes,attribute,شيش برك,يُطهى في صلصة طماطم,هل يُطهى هذا الطبق في صلصة لبن وثوم؟,نعم,لا,no,0,,,1,1.59,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:56.853042+00:00
image_146A;image_146B__no,image_146A;image_146B,food_023.jpg,cuisine,no,identity,لحوح,إنجيرا,هل هذا الطبق إنجيرا؟,لا,لا,no,1,,,1,1.6,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:57.296905+00:00
image_145A;image_145B__yes,image_145A;image_145B,food_022.png,cuisine,yes,identity,حلوى عمانية,كنافة,هل هذا الطبق حلوى عمانية؟,نعم,لا,no,0,,,1,1.95,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:57.477250+00:00
image_146A;image_146B__yes,image_146A;image_146B,food_023.jpg,cuisine,yes,identity,لحوح,إنجيرا,هل هذا الطبق لحوح؟,نعم,لا,no,0,,,1,1.82,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:57.481978+00:00
image_143A;image_143B__yes,image_143A;image_143B,food_021.png,cuisine,yes,identity,ملوخية,ورق عنب,هل هذه الأوراق ملوخية؟,نعم,لا,no,0,,,1,2.18,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:57.482490+00:00
image_144A;image_144B__no,image_144A;image_144B,food_022.jpg,cuisine,no,identity,كسكسي,سلطة برغل,هل هذا الطبق سلطة برغل؟,لا,لا,no,1,,,1,2.29,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:57.665944+00:00
image_150A;image_150B__no,image_150A;image_150B,food_025(1).png,cuisine,no,identity,قطايف,حلاوة الجبن,هل هذا الطبق حلاوة الجبن؟,لا,نعم,yes,0,,,1,1.57,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:57.671269+00:00
image_153A;image_153B__yes,image_153A;image_153B,food_026.png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,1.25,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:57.751909+00:00
image_138A;image_138B__yes,image_138A;image_138B,food_019.jpg,cuisine,yes,identity,لحم بعجين,مسخن,هل هذا الخبز لحم بعجين؟,نعم,نعم,yes,1,,,1,4.78,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.359183+00:00
image_144A;image_144B__yes,image_144A;image_144B,food_022.jpg,cuisine,yes,identity,كسكسي,سلطة برغل,هل هذا الطبق كسكسي؟,نعم,نعم,yes,1,,,1,3.01,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.360803+00:00
image_155A;image_155B__no,image_155A;image_155B,food_027.png,cuisine,no,identity,كنافة,حلوى عمانية,هل هذا الطبق حلوى عمانية؟,لا,لا,no,1,,,1,1.7,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.363529+00:00
image_150A;image_150B__yes,image_150A;image_150B,food_025(1).png,cuisine,yes,identity,قطايف,حلاوة الجبن,هل هذا الطبق قطايف؟,نعم,نعم,yes,1,,,1,2.27,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.369181+00:00
image_152A;image_152B__no,image_152A;image_152B,food_026.jpg,cuisine,no,identity,حلاوة الجبن,قطايف,هل هذا الطبق قطايف؟,لا,نعم,yes,0,,,1,2.0,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.372587+00:00
image_145A;image_145B__no,image_145A;image_145B,food_022.png,cuisine,no,identity,حلوى عمانية,كنافة,هل هذا الطبق كنافة؟,لا,لا,no,1,,,1,2.73,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.392493+00:00
image_149A;image_149B__yes,image_149A;image_149B,food_024.png,cuisine,yes,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق ورق عنب؟,نعم,نعم,yes,1,,,1,2.44,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.401512+00:00
image_153A;image_153B__no,image_153A;image_153B,food_026.png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,1.9,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.403405+00:00
image_133A;image_133B__no,image_133A;image_133B,food_016.png,cuisine,no,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق محشي؟,لا,نعم,yes,0,,,1,4.84,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.411231+00:00
image_155A;image_155B__yes,image_155A;image_155B,food_027.png,cuisine,yes,identity,كنافة,حلوى عمانية,هل هذا الطبق كنافة؟,نعم,نعم,yes,1,,,1,1.93,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.586890+00:00
image_151A;image_151B__no,image_151A;image_151B,food_025.png,objects,no,identity,قِدر,برّاد ماء,هل هذا الإناء برّاد ماء؟,لا,لا,no,1,,,1,2.29,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.589595+00:00
image_151A;image_151B__yes,image_151A;image_151B,food_025.png,objects,yes,identity,قِدر,برّاد ماء,هل هذا الإناء قِدر؟,نعم,نعم,yes,1,,,1,2.49,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.593230+00:00
image_152A;image_152B__yes,image_152A;image_152B,food_026.jpg,cuisine,yes,identity,حلاوة الجبن,قطايف,هل هذا الطبق حلاوة الجبن؟,نعم,نعم,yes,1,,,1,2.22,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.595797+00:00
image_148A;image_148B__no,image_148A;image_148B,food_024.jpg,cuisine,no,identity,سلطة برغل,كسكسي,هل هذا الطبق كسكسي؟,لا,نعم,yes,0,,,1,2.64,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-27T12:00:58.598113+00:00
