task_id,image_id,filename,category,polarity,hitem_level,gt_ar,h_item_ar,question_text,ground_truth,raw_response,parsed_answer,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
image_123A;image_123B__no,image_123A;image_123B,food_011.png,cuisine,no,identity,عصيدة,بازين,هل هذا الطبق بازين؟,لا,نعم,yes,0,,,1,5.04,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:34:15.458271+00:00
image_124A;image_124B__yes,image_124A;image_124B,food_012(1).png,cuisine,yes,identity,فلافل,كبة,هل هذا الطبق فلافل؟,نعم,نعم,yes,1,,,1,1.37,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:34:16.825581+00:00
image_124A;image_124B__no,image_124A;image_124B,food_012(1).png,cuisine,no,identity,فلافل,كبة,هل هذا الطبق كبة؟,لا,لا,no,1,,,1,3.66,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:34:20.485846+00:00
image_125A;image_125B__yes,image_125A;image_125B,food_012.png,cuisine,yes,attribute,بازين,دقيق الأرز,هل هذه العجينة مصنوعة من دقيق الشعير؟,نعم,لا,no,0,,,1,2.32,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:34:22.802790+00:00
image_125A;image_125B__no,image_125A;image_125B,food_012.png,cuisine,no,attribute,بازين,دقيق الأرز,هل هذه العجينة مصنوعة من دقيق الأرز؟,لا,لا,no,1,,,1,4.11,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:34:26.916892+00:00
image_126A;image_126B__yes,image_126A;image_126B,food_013(1).png,cuisine,yes,identity,حمص,فتة حمص,هل هذا الطبق حمص؟,نعم,نعم,yes,1,,,1,11.3,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:34:38.215311+00:00
image_126A;image_126B__no,image_126A;image_126B,food_013(1).png,cuisine,no,identity,حمص,فتة حمص,هل هذا الطبق فتة حمص؟,لا,نعم,yes,0,,,1,7.44,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:34:45.659232+00:00
image_127A;image_127B__yes,image_127A;image_127B,food_013.png,cuisine,yes,identity,كوسا محشي,ورق عنب,هل هذا الطبق كوسا محشي؟,نعم,نعم,yes,1,,,1,1.64,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:34:47.297682+00:00
image_127A;image_127B__no,image_127A;image_127B,food_013.png,cuisine,no,identity,كوسا محشي,ورق عنب,هل هذا الطبق ورق عنب؟,لا,لا,no,1,,,1,5.52,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:34:52.813823+00:00
image_128A;image_128B__yes,image_128A;image_128B,food_014(1).png,cuisine,yes,identity,أقط,معمول,هل هذا الطعام أقط؟,نعم,نعم,yes,1,,,1,11.43,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:04.242890+00:00
image_128A;image_128B__no,image_128A;image_128B,food_014(1).png,cuisine,no,identity,أقط,معمول,هل هذا الطعام معمول؟,لا,نعم,yes,0,,,1,7.25,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:11.498380+00:00
image_129A;image_129B__yes,image_129A;image_129B,food_014.png,cuisine,yes,attribute,شاورما,لحم مفروم مُشكَّل,هل هذا اللحم شرائح متبلة مكدّسة طبقات؟,نعم,نعم,yes,1,,,1,4.51,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:16.006154+00:00
image_129A;image_129B__no,image_129A;image_129B,food_014.png,cuisine,no,attribute,شاورما,لحم مفروم مُشكَّل,هل هذا اللحم مفروم مُشكَّل؟,لا,لا,no,1,,,1,3.27,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:19.273710+00:00
image_130A;image_130B__yes,image_130A;image_130B,food_015.jpg,cuisine,yes,identity,مناقيش,خبز الصاج,هل هذا الخبز مناقيش؟,نعم,نعم,yes,1,,,1,3.84,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:23.111176+00:00
image_130A;image_130B__no,image_130A;image_130B,food_015.jpg,cuisine,no,identity,مناقيش,خبز الصاج,هل هذا الخبز خبز الصاج؟,لا,نعم,yes,0,,,1,2.09,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:25.199375+00:00
image_131A;image_131B__yes,image_131A;image_131B,food_015.png,cuisine,yes,identity,فتوش,تبولة,هل الطبق الدائري في هذه الصورة فتوش؟,نعم,نعم,yes,1,,,1,4.49,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:29.689308+00:00
image_131A;image_131B__no,image_131A;image_131B,food_015.png,cuisine,no,identity,فتوش,تبولة,هل الطبق الدائري في هذه الصورة تبولة؟,لا,لا,no,1,,,1,5.48,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:35.170439+00:00
image_132A;image_132B__yes,image_132A;image_132B,food_016(1).png,cuisine,yes,identity,لحم بعجين,مسخن,هل هذا الخبز لحم بعجين؟,نعم,نعم,yes,1,,,1,4.65,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:39.821955+00:00
image_132A;image_132B__no,image_132A;image_132B,food_016(1).png,cuisine,no,identity,لحم بعجين,مسخن,هل هذا الخبز مسخن؟,لا,لا,no,1,,,1,3.55,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:43.376187+00:00
image_133A;image_133B__yes,image_133A;image_133B,food_016.png,cuisine,yes,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق ورق عنب؟,نعم,نعم,yes,1,,,1,7.48,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:50.852290+00:00
image_133A;image_133B__no,image_133A;image_133B,food_016.png,cuisine,no,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق محشي؟,لا,نعم,yes,0,,,1,4.14,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:54.992555+00:00
image_134A;image_134B__yes,image_134A;image_134B,food_017.jpg,cuisine,yes,identity,بلاليط,كنافة,هل هذا الطبق بلاليط؟,نعم,نعم,yes,1,,,1,4.41,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:35:59.400998+00:00
image_134A;image_134B__no,image_134A;image_134B,food_017.jpg,cuisine,no,identity,بلاليط,كنافة,هل هذا الطبق كنافة؟,لا,لا,no,1,,,1,1.6,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:36:00.997310+00:00
image_135A;image_135B__yes,image_135A;image_135B,food_017.png,cuisine,yes,identity,زرب,شية,هل هذا اللحم زرب؟,نعم,نعم,yes,1,,,1,3.84,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:36:04.838817+00:00
image_135A;image_135B__no,image_135A;image_135B,food_017.png,cuisine,no,identity,زرب,شية,هل هذا اللحم شية؟,لا,نعم,yes,0,,,1,9.86,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:42:15.834443+00:00
image_136A;image_136B__yes,image_136A;image_136B,food_018(1).png,cuisine,yes,identity,كبة,سمبوسة,هل هذا الطبق كبة؟,نعم,نعم,yes,1,,,1,3.83,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:42:19.660972+00:00
image_136A;image_136B__no,image_136A;image_136B,food_018(1).png,cuisine,no,identity,كبة,سمبوسة,هل هذا الطبق سمبوسة؟,لا,لا,no,1,,,1,1.55,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:42:21.211142+00:00
image_137A;image_137B__yes,image_137A;image_137B,food_018.png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,11.37,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:42:32.577857+00:00
image_137A;image_137B__no,image_137A;image_137B,food_018.png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,9.5,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:42:42.076832+00:00
image_138A;image_138B__yes,image_138A;image_138B,food_019.jpg,cuisine,yes,identity,لحم بعجين,مسخن,هل هذا الخبز لحم بعجين؟,نعم,نعم,yes,1,,,1,1.66,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:42:43.738780+00:00
image_138A;image_138B__no,image_138A;image_138B,food_019.jpg,cuisine,no,identity,لحم بعجين,مسخن,هل هذا الخبز مسخن؟,لا,نعم,yes,0,,,1,4.68,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:42:48.415840+00:00
image_139A;image_139B__yes,image_139A;image_139B,food_019.png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,6.44,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:42:54.857596+00:00
image_139A;image_139B__no,image_139A;image_139B,food_019.png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,4.44,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:42:59.295611+00:00
image_140A;image_140B__yes,image_140A;image_140B,food_020(1).png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,10.56,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:43:09.851662+00:00
image_140A;image_140B__no,image_140A;image_140B,food_020(1).png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,4.26,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:43:14.109394+00:00
image_141A;image_141B__yes,image_141A;image_141B,food_020.png,cuisine,yes,identity,كبة,سمبوسة,هل هذا الطبق كبة؟,نعم,نعم,yes,1,,,1,2.82,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:43:16.933301+00:00
image_141A;image_141B__no,image_141A;image_141B,food_020.png,cuisine,no,identity,كبة,سمبوسة,هل هذا الطبق سمبوسة؟,لا,لا,no,1,,,1,2.69,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:43:19.625390+00:00
image_142A;image_142B__yes,image_142A;image_142B,food_021(1).png,cuisine,yes,attribute,شيش برك,يُطهى في صلصة طماطم,هل يُطهى هذا الطبق في صلصة لبن وثوم؟,نعم,نعم,yes,1,,,1,3.16,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:43:22.787601+00:00
image_142A;image_142B__no,image_142A;image_142B,food_021(1).png,cuisine,no,attribute,شيش برك,يُطهى في صلصة طماطم,هل يُطهى هذا الطبق في صلصة طماطم؟,لا,لا,no,1,,,1,2.04,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:43:24.831202+00:00
image_143A;image_143B__yes,image_143A;image_143B,food_021.png,cuisine,yes,identity,ملوخية,ورق عنب,هل هذه الأوراق ملوخية؟,نعم,لا,no,0,,,1,4.73,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:43:29.557394+00:00
image_143A;image_143B__no,image_143A;image_143B,food_021.png,cuisine,no,identity,ملوخية,ورق عنب,هل هذه الأوراق ورق عنب؟,لا,لا,no,1,,,1,6.77,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:43:36.331751+00:00
image_144A;image_144B__yes,image_144A;image_144B,food_022.jpg,cuisine,yes,identity,كسكسي,سلطة برغل,هل هذا الطبق كسكسي؟,نعم,نعم,yes,1,,,1,14.05,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:43:50.386045+00:00
image_144A;image_144B__no,image_144A;image_144B,food_022.jpg,cuisine,no,identity,كسكسي,سلطة برغل,هل هذا الطبق سلطة برغل؟,لا,لا,no,1,,,1,11.69,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:02.080544+00:00
image_145A;image_145B__yes,image_145A;image_145B,food_022.png,cuisine,yes,identity,حلوى عمانية,كنافة,هل هذا الطبق حلوى عمانية؟,نعم,نعم,yes,1,,,1,4.61,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:06.691859+00:00
image_145A;image_145B__no,image_145A;image_145B,food_022.png,cuisine,no,identity,حلوى عمانية,كنافة,هل هذا الطبق كنافة؟,لا,لا,no,1,,,1,5.48,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:12.177284+00:00
image_146A;image_146B__yes,image_146A;image_146B,food_023.jpg,cuisine,yes,identity,لحوح,إنجيرا,هل هذا الطبق لحوح؟,نعم,نعم,yes,1,,,1,4.7,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:16.874559+00:00
image_146A;image_146B__no,image_146A;image_146B,food_023.jpg,cuisine,no,identity,لحوح,إنجيرا,هل هذا الطبق إنجيرا؟,لا,نعم,yes,0,,,1,4.56,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:21.434705+00:00
image_148A;image_148B__yes,image_148A;image_148B,food_024.jpg,cuisine,yes,identity,سلطة برغل,كسكسي,هل هذا الطبق سلطة برغل؟,نعم,نعم,yes,1,,,1,5.83,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:27.269673+00:00
image_148A;image_148B__no,image_148A;image_148B,food_024.jpg,cuisine,no,identity,سلطة برغل,كسكسي,هل هذا الطبق كسكسي؟,لا,نعم,yes,0,,,1,6.29,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:33.559435+00:00
image_149A;image_149B__yes,image_149A;image_149B,food_024.png,cuisine,yes,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق ورق عنب؟,نعم,نعم,yes,1,,,1,8.33,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:41.892152+00:00
image_149A;image_149B__no,image_149A;image_149B,food_024.png,cuisine,no,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق محشي؟,لا,نعم,yes,0,,,1,7.89,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:49.782801+00:00
image_150A;image_150B__yes,image_150A;image_150B,food_025(1).png,cuisine,yes,identity,قطايف,حلاوة الجبن,هل هذا الطبق قطايف؟,نعم,نعم,yes,1,,,1,4.06,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:53.839012+00:00
image_150A;image_150B__no,image_150A;image_150B,food_025(1).png,cuisine,no,identity,قطايف,حلاوة الجبن,هل هذا الطبق حلاوة الجبن؟,لا,لا,no,1,,,1,1.84,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:44:55.683584+00:00
image_151A;image_151B__yes,image_151A;image_151B,food_025.png,objects,yes,identity,قِدر,برّاد ماء,هل هذا الإناء قِدر؟,نعم,نعم,yes,1,,,1,7.42,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:03.104140+00:00
image_151A;image_151B__no,image_151A;image_151B,food_025.png,objects,no,identity,قِدر,برّاد ماء,هل هذا الإناء برّاد ماء؟,لا,نعم,yes,0,,,1,4.34,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:07.445132+00:00
image_152A;image_152B__yes,image_152A;image_152B,food_026.jpg,cuisine,yes,identity,حلاوة الجبن,قطايف,هل هذا الطبق حلاوة الجبن؟,نعم,نعم,yes,1,,,1,1.25,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:08.694760+00:00
image_152A;image_152B__no,image_152A;image_152B,food_026.jpg,cuisine,no,identity,حلاوة الجبن,قطايف,هل هذا الطبق قطايف؟,لا,نعم,yes,0,,,1,1.57,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:10.261874+00:00
image_153A;image_153B__yes,image_153A;image_153B,food_026.png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,7.61,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:17.871972+00:00
image_153A;image_153B__no,image_153A;image_153B,food_026.png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,6.82,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:24.694437+00:00
image_154A;image_154B__yes,image_154A;image_154B,food_027(1).png,cuisine,yes,identity,لحوح,إنجيرا,هل هذا الطبق لحوح؟,نعم,نعم,yes,1,,,1,8.8,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:33.495696+00:00
image_154A;image_154B__no,image_154A;image_154B,food_027(1).png,cuisine,no,identity,لحوح,إنجيرا,هل هذا الطبق إنجيرا؟,لا,نعم,yes,0,,,1,5.98,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:39.471576+00:00
image_155A;image_155B__yes,image_155A;image_155B,food_027.png,cuisine,yes,identity,كنافة,حلوى عمانية,هل هذا الطبق كنافة؟,نعم,نعم,yes,1,,,1,3.52,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:42.993730+00:00
image_155A;image_155B__no,image_155A;image_155B,food_027.png,cuisine,no,identity,كنافة,حلوى عمانية,هل هذا الطبق حلوى عمانية؟,لا,نعم,yes,0,,,1,4.2,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-27T11:45:47.197389+00:00
