task_id,image_id,filename,category,polarity,hitem_level,gt_ar,h_item_ar,question_text,ground_truth,raw_response,parsed_answer,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
image_121A;image_121B__yes,image_121A;image_121B,food_010.png,cuisine,yes,identity,كباب,شيش طاووق,هل هذا الطبق كباب؟,نعم,نعم,yes,1,,,1,1.88,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:07.696255+00:00
image_124A;image_124B__yes,image_124A;image_124B,food_012(1).png,cuisine,yes,identity,فلافل,كبة,هل هذا الطبق فلافل؟,نعم,نعم,yes,1,,,1,1.92,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:07.732456+00:00
image_130A;image_130B__yes,image_130A;image_130B,food_015.jpg,cuisine,yes,identity,مناقيش,خبز الصاج,هل هذا الخبز مناقيش؟,نعم,نعم,yes,1,,,1,1.92,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:07.760373+00:00
image_127A;image_127B__no,image_127A;image_127B,food_013.png,cuisine,no,identity,كوسا محشي,ورق عنب,هل هذا الطبق ورق عنب؟,لا,لا,no,1,,,1,2.07,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:07.904947+00:00
image_124A;image_124B__no,image_124A;image_124B,food_012(1).png,cuisine,no,identity,فلافل,كبة,هل هذا الطبق كبة؟,لا,لا,no,1,,,1,2.11,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:07.918577+00:00
image_119A;image_119B__yes,image_119A;image_119B,food_009.png,cuisine,yes,identity,كبة,سمبوسة,هل هذا الطبق كبة؟,نعم,نعم,yes,1,,,1,2.13,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:07.938075+00:00
image_122A;image_122B__yes,image_122A;image_122B,food_011.jpg,cuisine,yes,identity,مناقيش,خبز الصاج,هل هذا الخبز مناقيش؟,نعم,نعم,yes,1,,,1,2.33,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:08.144532+00:00
image_132A;image_132B__no,image_132A;image_132B,food_016(1).png,cuisine,no,identity,لحم بعجين,مسخن,هل هذا الخبز مسخن؟,لا,لا,no,1,,,1,2.5,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:08.342629+00:00
image_134A;image_134B__no,image_134A;image_134B,food_017.jpg,cuisine,no,identity,بلاليط,كنافة,هل هذا الطبق كنافة؟,لا,لا,no,1,,,1,2.54,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:08.388400+00:00
image_123A;image_123B__no,image_123A;image_123B,food_011.png,cuisine,no,identity,عصيدة,بازين,هل هذا الطبق بازين؟,لا,لا,no,1,,,1,2.61,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:08.419253+00:00
image_131A;image_131B__yes,image_131A;image_131B,food_015.png,cuisine,yes,identity,فتوش,تبولة,هل الطبق الدائري في هذه الصورة فتوش؟,نعم,نعم,yes,1,,,1,2.77,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:08.611899+00:00
image_129A;image_129B__no,image_129A;image_129B,food_014.png,cuisine,no,attribute,شاورما,لحم مفروم مُشكَّل,هل هذا اللحم مفروم مُشكَّل؟,لا,نعم,yes,0,,,1,3.01,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:08.850916+00:00
image_136A;image_136B__no,image_136A;image_136B,food_018(1).png,cuisine,no,identity,كبة,سمبوسة,هل هذا الطبق سمبوسة؟,لا,لا,no,1,,,1,1.37,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:09.277438+00:00
image_135A;image_135B__no,image_135A;image_135B,food_017.png,cuisine,no,identity,زرب,شية,هل هذا اللحم شية؟,لا,نعم,yes,0,,,1,1.54,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:09.277867+00:00
image_122A;image_122B__no,image_122A;image_122B,food_011.jpg,cuisine,no,identity,مناقيش,خبز الصاج,هل هذا الخبز خبز الصاج؟,لا,نعم,yes,0,,,1,3.59,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:09.400908+00:00
image_137A;image_137B__yes,image_137A;image_137B,food_018.png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,2.18,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:10.095308+00:00
image_139A;image_139B__yes,image_139A;image_139B,food_019.png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,2.05,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:10.441195+00:00
image_137A;image_137B__no,image_137A;image_137B,food_018.png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,2.57,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:10.503707+00:00
image_141A;image_141B__yes,image_141A;image_141B,food_020.png,cuisine,yes,identity,كبة,سمبوسة,هل هذا الطبق كبة؟,نعم,نعم,yes,1,,,1,1.53,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:10.809130+00:00
image_142A;image_142B__no,image_142A;image_142B,food_021(1).png,cuisine,no,attribute,شيش برك,يُطهى في صلصة طماطم,هل يُطهى هذا الطبق في صلصة طماطم؟,لا,لا,no,1,,,1,1.26,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:11.351528+00:00
image_143A;image_143B__no,image_143A;image_143B,food_021.png,cuisine,no,identity,ملوخية,ورق عنب,هل هذه الأوراق ورق عنب؟,لا,لا,no,1,,,1,1.86,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:12.366128+00:00
image_143A;image_143B__yes,image_143A;image_143B,food_021.png,cuisine,yes,identity,ملوخية,ورق عنب,هل هذه الأوراق ملوخية؟,نعم,لا,no,0,,,1,2.63,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:13.072917+00:00
image_119A;image_119B__no,image_119A;image_119B,food_009.png,cuisine,no,identity,كبة,سمبوسة,هل هذا الطبق سمبوسة؟,لا,لا,no,1,,,1,7.34,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:13.154025+00:00
image_130A;image_130B__no,image_130A;image_130B,food_015.jpg,cuisine,no,identity,مناقيش,خبز الصاج,هل هذا الخبز خبز الصاج؟,لا,نعم,yes,0,,,1,7.35,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:13.196734+00:00
image_129A;image_129B__yes,image_129A;image_129B,food_014.png,cuisine,yes,attribute,شاورما,لحم مفروم مُشكَّل,هل هذا اللحم شرائح متبلة مكدّسة طبقات؟,نعم,نعم,yes,1,,,1,7.45,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:13.288828+00:00
image_144A;image_144B__yes,image_144A;image_144B,food_022.jpg,cuisine,yes,identity,كسكسي,سلطة برغل,هل هذا الطبق كسكسي؟,نعم,نعم,yes,1,,,1,2.5,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:13.307685+00:00
image_132A;image_132B__yes,image_132A;image_132B,food_016(1).png,cuisine,yes,identity,لحم بعجين,مسخن,هل هذا الخبز لحم بعجين؟,نعم,نعم,yes,1,,,1,7.85,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:13.692813+00:00
image_134A;image_134B__yes,image_134A;image_134B,food_017.jpg,cuisine,yes,identity,بلاليط,كنافة,هل هذا الطبق بلاليط؟,نعم,نعم,yes,1,,,1,8.08,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:13.922121+00:00
image_121A;image_121B__no,image_121A;image_121B,food_010.png,cuisine,no,identity,كباب,شيش طاووق,هل هذا الطبق شيش طاووق؟,لا,لا,no,1,,,1,8.16,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:13.969533+00:00
image_133A;image_133B__no,image_133A;image_133B,food_016.png,cuisine,no,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق محشي؟,لا,نعم,yes,0,,,1,8.2,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:14.046587+00:00
image_125A;image_125B__yes,image_125A;image_125B,food_012.png,cuisine,yes,attribute,بازين,دقيق الأرز,هل هذه العجينة مصنوعة من دقيق الشعير؟,نعم,لا,no,0,,,1,8.45,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:14.269718+00:00
image_128A;image_128B__no,image_128A;image_128B,food_014(1).png,cuisine,no,identity,أقط,معمول,هل هذا الطعام معمول؟,لا,لا,no,1,,,1,8.64,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:14.474643+00:00
image_145A;image_145B__yes,image_145A;image_145B,food_022.png,cuisine,yes,identity,حلوى عمانية,كنافة,هل هذا الطبق حلوى عمانية؟,نعم,لا,no,0,,,1,2.13,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:14.498827+00:00
image_146A;image_146B__yes,image_146A;image_146B,food_023.jpg,cuisine,yes,identity,لحوح,إنجيرا,هل هذا الطبق لحوح؟,نعم,لا,no,0,,,1,1.37,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:14.519920+00:00
image_127A;image_127B__yes,image_127A;image_127B,food_013.png,cuisine,yes,identity,كوسا محشي,ورق عنب,هل هذا الطبق كوسا محشي؟,نعم,نعم,yes,1,,,1,8.83,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:14.664745+00:00
image_126A;image_126B__yes,image_126A;image_126B,food_013(1).png,cuisine,yes,identity,حمص,فتة حمص,هل هذا الطبق حمص؟,نعم,نعم,yes,1,,,1,8.96,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:14.784056+00:00
image_125A;image_125B__no,image_125A;image_125B,food_012.png,cuisine,no,attribute,بازين,دقيق الأرز,هل هذه العجينة مصنوعة من دقيق الأرز؟,لا,لا,no,1,,,1,9.1,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:14.919092+00:00
image_146A;image_146B__no,image_146A;image_146B,food_023.jpg,cuisine,no,identity,لحوح,إنجيرا,هل هذا الطبق إنجيرا؟,لا,لا,no,1,,,1,1.77,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:14.968887+00:00
image_131A;image_131B__no,image_131A;image_131B,food_015.png,cuisine,no,identity,فتوش,تبولة,هل الطبق الدائري في هذه الصورة تبولة؟,لا,لا,no,1,,,1,9.34,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.184834+00:00
image_128A;image_128B__yes,image_128A;image_128B,food_014(1).png,cuisine,yes,identity,أقط,معمول,هل هذا الطعام أقط؟,نعم,لا,no,0,,,1,9.59,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.424575+00:00
image_150A;image_150B__yes,image_150A;image_150B,food_025(1).png,cuisine,yes,identity,قطايف,حلاوة الجبن,هل هذا الطبق قطايف؟,نعم,نعم,yes,1,,,1,1.46,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.425377+00:00
image_139A;image_139B__no,image_139A;image_139B,food_019.png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,7.17,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.585738+00:00
image_133A;image_133B__yes,image_133A;image_133B,food_016.png,cuisine,yes,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق ورق عنب؟,نعم,نعم,yes,1,,,1,9.75,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.593359+00:00
image_152A;image_152B__no,image_152A;image_152B,food_026.jpg,cuisine,no,identity,حلاوة الجبن,قطايف,هل هذا الطبق قطايف؟,لا,لا,no,1,,,1,1.09,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.610338+00:00
image_148A;image_148B__no,image_148A;image_148B,food_024.jpg,cuisine,no,identity,سلطة برغل,كسكسي,هل هذا الطبق كسكسي؟,لا,لا,no,1,,,1,2.3,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.611073+00:00
image_148A;image_148B__yes,image_148A;image_148B,food_024.jpg,cuisine,yes,identity,سلطة برغل,كسكسي,هل هذا الطبق سلطة برغل؟,نعم,نعم,yes,1,,,1,2.37,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.659554+00:00
image_145A;image_145B__no,image_145A;image_145B,food_022.png,cuisine,no,identity,حلوى عمانية,كنافة,هل هذا الطبق كنافة؟,لا,لا,no,1,,,1,2.66,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.736837+00:00
image_150A;image_150B__no,image_150A;image_150B,food_025(1).png,cuisine,no,identity,قطايف,حلاوة الجبن,هل هذا الطبق حلاوة الجبن؟,لا,لا,no,1,,,1,1.82,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:15.865933+00:00
image_151A;image_151B__yes,image_151A;image_151B,food_025.png,objects,yes,identity,قِدر,برّاد ماء,هل هذا الإناء قِدر؟,نعم,نعم,yes,1,,,1,1.97,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.237042+00:00
image_149A;image_149B__no,image_149A;image_149B,food_024.png,cuisine,no,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق محشي؟,لا,نعم,yes,0,,,1,2.38,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.300187+00:00
image_138A;image_138B__yes,image_138A;image_138B,food_019.jpg,cuisine,yes,identity,لحم بعجين,مسخن,هل هذا الخبز لحم بعجين؟,نعم,نعم,yes,1,,,1,8.16,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.305796+00:00
image_138A;image_138B__no,image_138A;image_138B,food_019.jpg,cuisine,no,identity,لحم بعجين,مسخن,هل هذا الخبز مسخن؟,لا,نعم,yes,0,,,1,7.98,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.321503+00:00
image_149A;image_149B__yes,image_149A;image_149B,food_024.png,cuisine,yes,identity,ورق عنب,محشي,هل لفائف ورق العنب في هذا الطبق ورق عنب؟,نعم,نعم,yes,1,,,1,2.67,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.361080+00:00
image_136A;image_136B__yes,image_136A;image_136B,food_018(1).png,cuisine,yes,identity,كبة,سمبوسة,هل هذا الطبق كبة؟,نعم,نعم,yes,1,,,1,8.66,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.420155+00:00
image_152A;image_152B__yes,image_152A;image_152B,food_026.jpg,cuisine,yes,identity,حلاوة الجبن,قطايف,هل هذا الطبق حلاوة الجبن؟,نعم,نعم,yes,1,,,1,2.04,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.536828+00:00
image_123A;image_123B__yes,image_123A;image_123B,food_011.png,cuisine,yes,identity,عصيدة,بازين,هل هذا الطبق عصيدة؟,نعم,نعم,yes,1,,,1,10.81,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.618678+00:00
image_155A;image_155B__yes,image_155A;image_155B,food_027.png,cuisine,yes,identity,كنافة,حلوى عمانية,هل هذا الطبق كنافة؟,نعم,نعم,yes,1,,,1,1.47,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.652017+00:00
image_153A;image_153B__no,image_153A;image_153B,food_026.png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,1.91,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.691019+00:00
image_142A;image_142B__yes,image_142A;image_142B,food_021(1).png,cuisine,yes,attribute,شيش برك,يُطهى في صلصة طماطم,هل يُطهى هذا الطبق في صلصة لبن وثوم؟,نعم,لا,no,0,,,1,7.41,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.808354+00:00
image_155A;image_155B__no,image_155A;image_155B,food_027.png,cuisine,no,identity,كنافة,حلوى عمانية,هل هذا الطبق حلوى عمانية؟,لا,لا,no,1,,,1,1.52,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:16.943688+00:00
image_135A;image_135B__yes,image_135A;image_135B,food_017.png,cuisine,yes,identity,زرب,شية,هل هذا اللحم زرب؟,نعم,لا,no,0,,,1,9.47,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:17.168612+00:00
image_140A;image_140B__yes,image_140A;image_140B,food_020(1).png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,8.6,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:17.213618+00:00
image_154A;image_154B__no,image_154A;image_154B,food_027(1).png,cuisine,no,identity,لحوح,إنجيرا,هل هذا الطبق إنجيرا؟,لا,نعم,yes,0,,,1,2.28,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:17.246755+00:00
image_140A;image_140B__no,image_140A;image_140B,food_020(1).png,cuisine,no,identity,مجبوس,كبسة,هل هذا الطبق كبسة؟,لا,نعم,yes,0,,,1,8.48,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:17.328527+00:00
image_151A;image_151B__no,image_151A;image_151B,food_025.png,objects,no,identity,قِدر,برّاد ماء,هل هذا الإناء برّاد ماء؟,لا,لا,no,1,,,1,2.92,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:17.395340+00:00
image_153A;image_153B__yes,image_153A;image_153B,food_026.png,cuisine,yes,identity,مجبوس,كبسة,هل هذا الطبق مجبوس؟,نعم,نعم,yes,1,,,1,3.01,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:17.677618+00:00
image_141A;image_141B__no,image_141A;image_141B,food_020.png,cuisine,no,identity,كبة,سمبوسة,هل هذا الطبق سمبوسة؟,لا,لا,no,1,,,1,8.41,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:17.692820+00:00
image_154A;image_154B__yes,image_154A;image_154B,food_027(1).png,cuisine,yes,identity,لحوح,إنجيرا,هل هذا الطبق لحوح؟,نعم,نعم,yes,1,,,1,2.81,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:17.729591+00:00
image_126A;image_126B__no,image_126A;image_126B,food_013(1).png,cuisine,no,identity,حمص,فتة حمص,هل هذا الطبق فتة حمص؟,لا,نعم,yes,0,,,1,11.91,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:17.733249+00:00
image_144A;image_144B__no,image_144A;image_144B,food_022.jpg,cuisine,no,identity,كسكسي,سلطة برغل,هل هذا الطبق سلطة برغل؟,لا,لا,no,1,,,1,9.93,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-27T12:01:21.277239+00:00
