task_id,image_id,condition,structure_id,is_control,question_text,options_shown,correct_letter,raw_response,parsed_letter,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
architecture_al_masmak_palace_masmak_13__mcdr__core,architecture_al_masmak_palace_masmak_13,mcdr,mcdr-1,0,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قلعة زعبل بسكاكا (الجوف) | C=قصر إبراهيم بالهفوف | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,3.24,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:51.448141+00:00
architecture_hegra_hegra_12__mcdr__control,architecture_hegra_hegra_12,mcdr,mcdr-1,1,ما اسم المبنى الظاهر في الصورة؟,A=البتراء | B=قصر البنت بالعلا | C=قصر الفريد (هجر/مدائن صالح)، العلا | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.37,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:51.601611+00:00
architecture_kingdom_tower_mam_13__mcdr__core,architecture_kingdom_tower_mam_13,mcdr,mcdr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=برج الفيصلية | B=مركز الملك عبدالله المالي (كافد) | C=برج خليفة بدبي | D=لا توجد إجابة صحيحة,D,D,D,1,,,1,3.4,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:51.646272+00:00
architecture_nassif_house_museum_naseif_1__mcdr__core,architecture_nassif_house_museum_naseif_1,mcdr,mcdr-1,0,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,A=بيت الشربتلي التاريخي | B=بيت باناجة بجدة | C=دار الحكم العثماني بجدة | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.39,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:51.681667+00:00
architecture_al_masmak_palace_masmak_13__udr__core,architecture_al_masmak_palace_masmak_13,udr,udr-1,0,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قلعة زعبل بسكاكا (الجوف) | C=قصر إبراهيم بالهفوف,,A,A,0,,,1,3.6,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:51.813515+00:00
architecture_nassif_house_museum_naseif_1__udr__core,architecture_nassif_house_museum_naseif_1,udr,udr-1,0,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,A=بيت الشربتلي التاريخي | B=بيت باناجة بجدة | C=دار الحكم العثماني بجدة,,A,A,0,,,1,1.49,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:51.878959+00:00
architecture_al_masmak_palace_masmak_13__mcdr__control,architecture_al_masmak_palace_masmak_13,mcdr,mcdr-1,1,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قلعة زعبل بسكاكا (الجوف) | C=قصر المصمك | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.8,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.010928+00:00
architecture_al_masmak_palace_masmak_13__oedr__core,architecture_al_masmak_palace_masmak_13,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,حصن المصمك,,1,,,1,3.87,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.080460+00:00
architecture_quba_mosque_quba_13__mcdr__core,architecture_quba_mosque_quba_13,mcdr,mcdr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=مسجد القبلتين | B=المسجد النبوي الشريف | C=مسجد الجمعة بالمدينة | D=لا توجد إجابة صحيحة,D,D,D,1,,,1,1.69,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.133464+00:00
architecture_quba_mosque_quba_13__oedr__core,architecture_quba_mosque_quba_13,oedr,oedr-1,0,اذكر اسم المبنى الظاهر في الصورة.,,,مسجد قباء,,1,,,1,1.66,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.135754+00:00
attire_82693_ensemble__oedr__core,attire_82693_ensemble,oedr,oedr-1,0,اذكر اسم القطعة الظاهرة في الصورة.,,,ثوب,,1,,,1,1.25,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.201138+00:00
attire_82693_ensemble__mcdr__core,attire_82693_ensemble,mcdr,mcdr-1,0,اذكر اسم القطعة الظاهرة في الصورة.,A=ثوب سوري احتفالي | B=ثوب بيت لحمي مطرز | C=عباءة نسائية سوداء | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.29,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.241452+00:00
attire_85620_burnus_selham__mcdr__core,attire_85620_burnus_selham,mcdr,mcdr-1,0,عرّف القطعة الظاهرة في الصورة.,A=جلابة مغربية مخططة بغطاء رأس | B=كيب أو بونشو حديث بغطاء رأس مدمج | C=عباءة بدوية مخططة حمراء | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.12,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.245174+00:00
architecture_nassif_house_museum_naseif_1__mcdr__control,architecture_nassif_house_museum_naseif_1,mcdr,mcdr-1,1,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,A=بيت الشربتلي التاريخي | B=بيت باناجة بجدة | C=بيت نصيف | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.86,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.264131+00:00
architecture_nassif_house_museum_naseif_1__oedr__core,architecture_nassif_house_museum_naseif_1,oedr,oedr-1,0,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,,,بيت نصيف,,1,,,1,1.96,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.266065+00:00
attire_85620_burnus_selham__mcdr__control,attire_85620_burnus_selham,mcdr,mcdr-1,1,عرّف القطعة الظاهرة في الصورة.,A=جلابة مغربية مخططة بغطاء رأس | B=كيب أو بونشو حديث بغطاء رأس مدمج | C=برنوس/سلهام | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.15,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.351649+00:00
attire_82693_ensemble__udr__core,attire_82693_ensemble,udr,udr-1,0,اذكر اسم القطعة الظاهرة في الصورة.,A=ثوب سوري احتفالي | B=ثوب بيت لحمي مطرز | C=عباءة نسائية سوداء,,B,B,0,,,1,1.33,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.377971+00:00
architecture_quba_mosque_quba_13__udr__core,architecture_quba_mosque_quba_13,udr,udr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=مسجد القبلتين | B=المسجد النبوي الشريف | C=مسجد الجمعة بالمدينة,,A,A,0,,,1,1.66,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.461067+00:00
attire_85620_burnus_selham__udr__core,attire_85620_burnus_selham,udr,udr-1,0,عرّف القطعة الظاهرة في الصورة.,A=جلابة مغربية مخططة بغطاء رأس | B=كيب أو بونشو حديث بغطاء رأس مدمج | C=عباءة بدوية مخططة حمراء,,B,B,0,,,1,1.45,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.637261+00:00
architecture_kingdom_tower_mam_13__mcdr__control,architecture_kingdom_tower_mam_13,mcdr,mcdr-1,1,اذكر اسم المبنى الظاهر في الصورة.,A=برج الفيصلية | B=مركز الملك عبدالله المالي (كافد) | C=برج المملكة | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.49,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.707820+00:00
attire_85620_burnus_selham__oedr__core,attire_85620_burnus_selham,oedr,oedr-1,0,عرّف القطعة الظاهرة في الصورة.,,,عباءة مخططة,,1,,,1,1.61,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.738708+00:00
attire_85658_dress__oedr__core,attire_85658_dress,oedr,oedr-1,0,ما هي القطعة الظاهرة في الصورة؟,,,ثوب,,1,,,1,1.38,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.824967+00:00
attire_85658_dress__mcdr__control,attire_85658_dress,mcdr,mcdr-1,1,ما هي القطعة الظاهرة في الصورة؟,A=إنتاري عثماني مطرز | B=مشلح خليجي مطرز بالزري | C=فستان مصري أسود بتطريز ذهبي وأحمر | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.27,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.912669+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__mcdr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,mcdr,mcdr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب أردني بدوي مطرز | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.26,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.939417+00:00
attire_82693_ensemble__mcdr__control,attire_82693_ensemble,mcdr,mcdr-1,1,اذكر اسم القطعة الظاهرة في الصورة.,A=ثوب سوري احتفالي | B=ثوب بيت لحمي مطرز | C=ثوب فلسطيني بغطاء رأس مطرز | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.87,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:52.957316+00:00
architecture_the_clock_towers_watch_13__mcdr__control,architecture_the_clock_towers_watch_13,mcdr,mcdr-1,1,ما هو المبنى الظاهر في الصورة؟,A=برج خليفة بدبي | B=بيغ بن بلندن | C=أبراج البيت (برج الساعة) بمكة | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.14,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.069037+00:00
architecture_the_clock_towers_watch_13__oedr__core,architecture_the_clock_towers_watch_13,oedr,oedr-1,0,ما هو المبنى الظاهر في الصورة؟,,,أبراج البيت,,1,,,1,2.27,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.173919+00:00
attire_85658_dress__mcdr__core,attire_85658_dress,mcdr,mcdr-1,0,ما هي القطعة الظاهرة في الصورة؟,A=إنتاري عثماني مطرز | B=مشلح خليجي مطرز بالزري | C=ثوب حوراني أسود مطرز | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,1.96,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.193004+00:00
attire_85658_dress__udr__core,attire_85658_dress,udr,udr-1,0,ما هي القطعة الظاهرة في الصورة؟,A=إنتاري عثماني مطرز | B=مشلح خليجي مطرز بالزري | C=ثوب حوراني أسود مطرز,,C,C,0,,,1,1.65,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.252836+00:00
architecture_quba_mosque_quba_13__mcdr__control,architecture_quba_mosque_quba_13,mcdr,mcdr-1,1,اذكر اسم المبنى الظاهر في الصورة.,A=مسجد القبلتين | B=المسجد النبوي الشريف | C=مسجد قباء | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.51,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.330901+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__udr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,udr,udr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب أردني بدوي مطرز,,B,B,0,,,1,1.45,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.334253+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__oedr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,oedr,oedr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,,,ثوب,,1,,,1,1.54,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.349071+00:00
attire_86273_abaya_cloak__udr__core,attire_86273_abaya_cloak,udr,udr-1,0,كيف تُعرف القطعة الظاهرة في الصورة؟,A=جاكيت كيمونو متعدد الألوان بأكتاف هندسية | B=بشت رجالي أحمر مخطط | C=دراعة خليجية حمراء,,C,C,0,,,1,1.24,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.372496+00:00
architecture_the_clock_towers_watch_13__mcdr__core,architecture_the_clock_towers_watch_13,mcdr,mcdr-1,0,ما هو المبنى الظاهر في الصورة؟,A=برج خليفة بدبي | B=بيغ بن بلندن | C=المسجد الحرام | D=لا توجد إجابة صحيحة,D,D,D,1,,,1,2.53,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.388670+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__mcdr__control,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,mcdr,mcdr-1,1,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب الملك الفلسطيني (نموذج دمية) | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.38,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.394432+00:00
cuisine_cuisine_of_egypt_03__udr__core,cuisine_cuisine_of_egypt_03,udr,udr-1,0,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=غموس أفوكادو,,B,B,0,,,1,1.34,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.602812+00:00
cuisine_cuisine_of_egypt_03__mcdr__control,cuisine_cuisine_of_egypt_03,mcdr,mcdr-1,1,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=بصارة مصرية | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.4,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.661671+00:00
attire_86273_abaya_cloak__mcdr__core,attire_86273_abaya_cloak,mcdr,mcdr-1,0,كيف تُعرف القطعة الظاهرة في الصورة؟,A=جاكيت كيمونو متعدد الألوان بأكتاف هندسية | B=بشت رجالي أحمر مخطط | C=دراعة خليجية حمراء | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.63,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.708800+00:00
cuisine_cuisine_of_egypt_05__oedr__core,cuisine_cuisine_of_egypt_05,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,حلويات,,1,,,1,1.44,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.817890+00:00
cuisine_cuisine_of_egypt_03__mcdr__core,cuisine_cuisine_of_egypt_03,mcdr,mcdr-1,0,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=غموس أفوكادو | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.58,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.823936+00:00
cuisine_cuisine_of_egypt_03__oedr__core,cuisine_cuisine_of_egypt_03,oedr,oedr-1,0,ما اسم الطبق الظاهر في الصورة؟,,,لا يوجد خيار صحيح.,,1,,,1,1.59,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.833316+00:00
cuisine_cuisine_of_egypt_05__udr__core,cuisine_cuisine_of_egypt_05,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=لقمة القاضي بجوز الهند | B=زلابية مغطاة بالسكر | C=دونات صغيرة بجوز الهند,,A,A,0,,,1,1.37,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.833496+00:00
cuisine_cuisine_of_egypt_05__mcdr__core,cuisine_cuisine_of_egypt_05,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=لقمة القاضي بجوز الهند | B=زلابية مغطاة بالسكر | C=دونات صغيرة بجوز الهند | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.51,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:53.862592+00:00
attire_86273_abaya_cloak__oedr__core,attire_86273_abaya_cloak,oedr,oedr-1,0,كيف تُعرف القطعة الظاهرة في الصورة؟,,,عباءة,,1,,,1,1.89,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.028324+00:00
cuisine_cuisine_of_egypt_05__mcdr__control,cuisine_cuisine_of_egypt_05,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=لقمة القاضي بجوز الهند | B=زلابية مغطاة بالسكر | C=حلوى مقلية مغطاة بجوز الهند | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.49,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.122746+00:00
cuisine_cuisine_of_egypt_06__oedr__core,cuisine_cuisine_of_egypt_06,oedr,oedr-1,0,عرّف الطبق الظاهر في الصورة.,,,ملوخية,,1,,,1,1.4,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.138508+00:00
cuisine_cuisine_of_egypt_06__mcdr__core,cuisine_cuisine_of_egypt_06,mcdr,mcdr-1,0,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية سودانية | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,1.49,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.201714+00:00
cuisine_cuisine_of_jordan_06__udr__core,cuisine_cuisine_of_jordan_06,udr,udr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار لبناني بالمناقيش,,A,A,0,,,1,1.26,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.334274+00:00
cuisine_cuisine_of_jordan_06__oedr__core,cuisine_cuisine_of_jordan_06,oedr,oedr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,,,فلافل,,1,,,1,1.39,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.351732+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__udr__core,cuisine_cuisine_of_the_united_arab_emirates_02,udr,udr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=بوريتو مكسيكي باللحم,,B,B,0,,,1,1.13,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.522021+00:00
cuisine_cuisine_of_saudi_arabia_13__oedr__core,cuisine_cuisine_of_saudi_arabia_13,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,كبسة دجاج,,1,,,1,1.44,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.695481+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__mcdr__control,cuisine_cuisine_of_the_united_arab_emirates_02,mcdr,mcdr-1,1,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=لفائف شاورما إماراتية | D=لا توجد إجابة صحيحة,C,D,D,0,,,1,1.36,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.749974+00:00
