task_id,image_id,condition,structure_id,is_control,question_text,options_shown,correct_letter,raw_response,parsed_letter,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
architecture_ibrahim_palace_screenshot_2023_11_16_093330__udr__core,architecture_ibrahim_palace_screenshot_2023_11_16_093330,udr,udr-1,0,عرّف المبنى الظاهر في الصورة.,A=قلعة زعبل بسكاكا (الجوف) | B=قصر المصمك | C=قصر الحكم بالرياض,,A,A,0,,,1,4.48,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.048159+00:00
architecture_diriyah_d12__mcdr__control,architecture_diriyah_d12,mcdr,mcdr-1,1,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قصر المصمك | C=حي الطريف بالدرعية | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,4.5,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.048327+00:00
architecture_kingdom_tower_mam_13__mcdr__core,architecture_kingdom_tower_mam_13,mcdr,mcdr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=برج الفيصلية | B=مركز الملك عبدالله المالي (كافد) | C=برج خليفة بدبي | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,4.44,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.052772+00:00
architecture_al_faisaliah_tower_f10__udr__core,architecture_al_faisaliah_tower_f10,udr,udr-1,0,كيف يُعرف المبنى الظاهر في الصورة؟,A=برج المملكة | B=مركز الملك عبدالله المالي (كافد) | C=برج خليفة بدبي,,A,A,0,,,1,4.51,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.055259+00:00
architecture_ibrahim_palace_screenshot_2023_11_16_093330__mcdr__control,architecture_ibrahim_palace_screenshot_2023_11_16_093330,mcdr,mcdr-1,1,عرّف المبنى الظاهر في الصورة.,A=قلعة زعبل بسكاكا (الجوف) | B=قصر المصمك | C=قصر إبراهيم بالهفوف | D=لا توجد إجابة صحيحة,C,A,A,0,,,1,4.49,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.055912+00:00
architecture_ithra_screenshot_2023_10_31_111338__udr__core,architecture_ithra_screenshot_2023_10_31_111338,udr,udr-1,0,عرّف المبنى الظاهر في الصورة.,A=متحف اللوفر أبوظبي | B=متحف المستقبل بدبي | C=دار الأوبرا السلطانية بمسقط,,C,C,0,,,1,4.46,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.056195+00:00
architecture_al_masmak_palace_masmak_13__udr__core,architecture_al_masmak_palace_masmak_13,udr,udr-1,0,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قلعة زعبل بسكاكا (الجوف) | C=قصر إبراهيم بالهفوف,,A,A,0,,,1,4.86,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.408894+00:00
architecture_kingdom_tower_mam_13__oedr__core,architecture_kingdom_tower_mam_13,oedr,oedr-1,0,اذكر اسم المبنى الظاهر في الصورة.,,,برج المملكة,,1,,,1,4.79,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.409591+00:00
architecture_hegra_hegra_12__oedr__core,architecture_hegra_hegra_12,oedr,oedr-1,0,ما اسم المبنى الظاهر في الصورة؟,,,مدائن صالح,,1,,,1,4.99,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.549790+00:00
architecture_kingdom_tower_mam_13__udr__core,architecture_kingdom_tower_mam_13,udr,udr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=برج الفيصلية | B=مركز الملك عبدالله المالي (كافد) | C=برج خليفة بدبي,,A,A,0,,,1,2.57,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.566478+00:00
architecture_al_faisaliah_tower_f10__oedr__core,architecture_al_faisaliah_tower_f10,oedr,oedr-1,0,كيف يُعرف المبنى الظاهر في الصورة؟,,,برج المملكة في الرياض,,0,,,1,5.02,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:30.566783+00:00
architecture_hegra_hegra_12__mcdr__control,architecture_hegra_hegra_12,mcdr,mcdr-1,1,ما اسم المبنى الظاهر في الصورة؟,A=البتراء | B=قصر البنت بالعلا | C=قصر الفريد (هجر/مدائن صالح)، العلا | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,5.88,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:31.443869+00:00
architecture_diriyah_d12__mcdr__core,architecture_diriyah_d12,mcdr,mcdr-1,0,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قصر المصمك | C=قصر إبراهيم بالهفوف | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,5.9,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:31.444013+00:00
architecture_diriyah_d12__oedr__core,architecture_diriyah_d12,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,قصر المصمك,,0,,,1,5.9,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:31.446323+00:00
architecture_hegra_hegra_12__mcdr__core,architecture_hegra_hegra_12,mcdr,mcdr-1,0,ما اسم المبنى الظاهر في الصورة؟,A=البتراء | B=قصر البنت بالعلا | C=آثار جرش بالأردن | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,5.9,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:31.450150+00:00
architecture_al_masmak_palace_masmak_13__mcdr__control,architecture_al_masmak_palace_masmak_13,mcdr,mcdr-1,1,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قلعة زعبل بسكاكا (الجوف) | C=قصر المصمك | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,6.15,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:31.694899+00:00
architecture_king_abdullah_financial_district_kafd_k1__oedr__core,architecture_king_abdullah_financial_district_kafd_k1,oedr,oedr-1,0,اذكر اسم المبنى الظاهر في الصورة.,,,لا يوجد خيار صحيح.,,1,,,1,6.1,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:31.696091+00:00
architecture_al_masmak_palace_masmak_13__mcdr__core,architecture_al_masmak_palace_masmak_13,mcdr,mcdr-1,0,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قلعة زعبل بسكاكا (الجوف) | C=قصر إبراهيم بالهفوف | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,6.15,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:31.698330+00:00
architecture_quba_mosque_quba_13__mcdr__control,architecture_quba_mosque_quba_13,mcdr,mcdr-1,1,اذكر اسم المبنى الظاهر في الصورة.,A=مسجد القبلتين | B=المسجد النبوي الشريف | C=مسجد قباء | D=لا توجد إجابة صحيحة,C,A,A,0,,,1,3.68,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:33.729934+00:00
architecture_quba_mosque_quba_13__udr__core,architecture_quba_mosque_quba_13,udr,udr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=مسجد القبلتين | B=المسجد النبوي الشريف | C=مسجد الجمعة بالمدينة,,A,A,0,,,1,3.69,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:33.734308+00:00
attire_82693_ensemble__udr__core,attire_82693_ensemble,udr,udr-1,0,اذكر اسم القطعة الظاهرة في الصورة.,A=ثوب سوري احتفالي | B=ثوب بيت لحمي مطرز | C=عباءة نسائية سوداء,,B,B,0,,,1,3.33,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:33.734916+00:00
architecture_the_clock_towers_watch_13__mcdr__control,architecture_the_clock_towers_watch_13,mcdr,mcdr-1,1,ما هو المبنى الظاهر في الصورة؟,A=برج خليفة بدبي | B=بيغ بن بلندن | C=أبراج البيت (برج الساعة) بمكة | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,4.08,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.137787+00:00
architecture_al_masmak_palace_masmak_13__oedr__core,architecture_al_masmak_palace_masmak_13,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,قصر المصمك,,1,,,1,9.26,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.807590+00:00
attire_82693_ensemble__mcdr__control,attire_82693_ensemble,mcdr,mcdr-1,1,اذكر اسم القطعة الظاهرة في الصورة.,A=ثوب سوري احتفالي | B=ثوب بيت لحمي مطرز | C=ثوب فلسطيني بغطاء رأس مطرز | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,4.4,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.810854+00:00
architecture_quba_mosque_quba_13__mcdr__core,architecture_quba_mosque_quba_13,mcdr,mcdr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=مسجد القبلتين | B=المسجد النبوي الشريف | C=مسجد الجمعة بالمدينة | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,4.77,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.812953+00:00
architecture_ibrahim_palace_screenshot_2023_11_16_093330__oedr__core,architecture_ibrahim_palace_screenshot_2023_11_16_093330,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,حصن أو قلعة تاريخية.,,1,,,1,9.25,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.813549+00:00
attire_85620_burnus_selham__mcdr__core,attire_85620_burnus_selham,mcdr,mcdr-1,0,عرّف القطعة الظاهرة في الصورة.,A=جلابة مغربية مخططة بغطاء رأس | B=كيب أو بونشو حديث بغطاء رأس مدمج | C=عباءة بدوية مخططة حمراء | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,4.27,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.823055+00:00
architecture_nassif_house_museum_naseif_1__oedr__core,architecture_nassif_house_museum_naseif_1,oedr,oedr-1,0,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,,,لا يوجد خيار صحيح,,1,,,1,5.13,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.883951+00:00
attire_85620_burnus_selham__mcdr__control,attire_85620_burnus_selham,mcdr,mcdr-1,1,عرّف القطعة الظاهرة في الصورة.,A=جلابة مغربية مخططة بغطاء رأس | B=كيب أو بونشو حديث بغطاء رأس مدمج | C=برنوس/سلهام | D=لا توجد إجابة صحيحة,C,A,A,0,,,1,3.44,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.886637+00:00
architecture_nassif_house_museum_naseif_1__mcdr__control,architecture_nassif_house_museum_naseif_1,mcdr,mcdr-1,1,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,A=بيت الشربتلي التاريخي | B=بيت باناجة بجدة | C=بيت نصيف | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,5.13,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.886917+00:00
architecture_nassif_house_museum_naseif_1__udr__core,architecture_nassif_house_museum_naseif_1,udr,udr-1,0,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,A=بيت الشربتلي التاريخي | B=بيت باناجة بجدة | C=دار الحكم العثماني بجدة,,B,B,0,,,1,5.13,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.887346+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__mcdr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,mcdr,mcdr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب أردني بدوي مطرز | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,3.19,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.888642+00:00
attire_85658_dress__udr__core,attire_85658_dress,udr,udr-1,0,ما هي القطعة الظاهرة في الصورة؟,A=إنتاري عثماني مطرز | B=مشلح خليجي مطرز بالزري | C=ثوب حوراني أسود مطرز,,C,C,0,,,1,3.44,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:34.888907+00:00
attire_85658_dress__mcdr__core,attire_85658_dress,mcdr,mcdr-1,0,ما هي القطعة الظاهرة في الصورة؟,A=إنتاري عثماني مطرز | B=مشلح خليجي مطرز بالزري | C=ثوب حوراني أسود مطرز | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,3.75,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.191470+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__mcdr__control,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,mcdr,mcdr-1,1,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب الملك الفلسطيني (نموذج دمية) | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.46,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.195103+00:00
attire_86273_abaya_cloak__mcdr__core,attire_86273_abaya_cloak,mcdr,mcdr-1,0,كيف تُعرف القطعة الظاهرة في الصورة؟,A=جاكيت كيمونو متعدد الألوان بأكتاف هندسية | B=بشت رجالي أحمر مخطط | C=دراعة خليجية حمراء | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,1.46,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.198275+00:00
architecture_quba_mosque_quba_13__oedr__core,architecture_quba_mosque_quba_13,oedr,oedr-1,0,اذكر اسم المبنى الظاهر في الصورة.,,,مسجد قباء,,1,,,1,5.18,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.220973+00:00
attire_82693_ensemble__oedr__core,attire_82693_ensemble,oedr,oedr-1,0,اذكر اسم القطعة الظاهرة في الصورة.,,,عباءة وشال,,1,,,1,5.21,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.269362+00:00
architecture_kingdom_tower_mam_13__mcdr__control,architecture_kingdom_tower_mam_13,mcdr,mcdr-1,1,اذكر اسم المبنى الظاهر في الصورة.,A=برج الفيصلية | B=مركز الملك عبدالله المالي (كافد) | C=برج المملكة | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,5.59,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.270925+00:00
architecture_nassif_house_museum_naseif_1__mcdr__core,architecture_nassif_house_museum_naseif_1,mcdr,mcdr-1,0,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,A=بيت الشربتلي التاريخي | B=بيت باناجة بجدة | C=دار الحكم العثماني بجدة | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,5.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.309957+00:00
attire_82693_ensemble__mcdr__core,attire_82693_ensemble,mcdr,mcdr-1,0,اذكر اسم القطعة الظاهرة في الصورة.,A=ثوب سوري احتفالي | B=ثوب بيت لحمي مطرز | C=عباءة نسائية سوداء | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,5.25,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.310179+00:00
architecture_ithra_screenshot_2023_10_31_111338__oedr__core,architecture_ithra_screenshot_2023_10_31_111338,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,متحف الفن الإسلامي في الدوحة، قطر.,,1,,,1,9.73,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.310514+00:00
attire_85658_dress__oedr__core,attire_85658_dress,oedr,oedr-1,0,ما هي القطعة الظاهرة في الصورة؟,,,ثوب أو عباية,,1,,,1,3.96,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.405681+00:00
cuisine_cuisine_of_egypt_03__mcdr__core,cuisine_cuisine_of_egypt_03,mcdr,mcdr-1,0,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=غموس أفوكادو | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.12,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.931238+00:00
cuisine_cuisine_of_egypt_03__mcdr__control,cuisine_cuisine_of_egypt_03,mcdr,mcdr-1,1,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=بصارة مصرية | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.05,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:35.935447+00:00
attire_85620_burnus_selham__udr__core,attire_85620_burnus_selham,udr,udr-1,0,عرّف القطعة الظاهرة في الصورة.,A=جلابة مغربية مخططة بغطاء رأس | B=كيب أو بونشو حديث بغطاء رأس مدمج | C=عباءة بدوية مخططة حمراء,,A,A,0,,,1,6.16,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:36.725030+00:00
cuisine_cuisine_of_egypt_06__udr__core,cuisine_cuisine_of_egypt_06,udr,udr-1,0,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية سودانية,,C,C,0,,,1,1.62,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:36.819602+00:00
cuisine_cuisine_of_jordan_06__udr__core,cuisine_cuisine_of_jordan_06,udr,udr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار لبناني بالمناقيش,,B,B,0,,,1,1.74,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:37.009592+00:00
cuisine_cuisine_of_egypt_05__udr__core,cuisine_cuisine_of_egypt_05,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=لقمة القاضي بجوز الهند | B=زلابية مغطاة بالسكر | C=دونات صغيرة بجوز الهند,,C,C,0,,,1,2.78,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:37.670265+00:00
attire_85658_dress__mcdr__control,attire_85658_dress,mcdr,mcdr-1,1,ما هي القطعة الظاهرة في الصورة؟,A=إنتاري عثماني مطرز | B=مشلح خليجي مطرز بالزري | C=فستان مصري أسود بتطريز ذهبي وأحمر | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,5.98,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:37.679129+00:00
architecture_the_clock_towers_watch_13__oedr__core,architecture_the_clock_towers_watch_13,oedr,oedr-1,0,ما هو المبنى الظاهر في الصورة؟,,,برج الساعة الملكي في مكة المكرمة.,,1,,,1,7.63,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:37.681309+00:00
cuisine_cuisine_of_egypt_06__mcdr__control,cuisine_cuisine_of_egypt_06,mcdr,mcdr-1,1,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية مصرية بمرق أخضر | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.59,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:37.785929+00:00
cuisine_cuisine_of_egypt_06__mcdr__core,cuisine_cuisine_of_egypt_06,mcdr,mcdr-1,0,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية سودانية | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,2.89,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:37.786439+00:00
cuisine_cuisine_of_jordan_06__mcdr__control,cuisine_cuisine_of_jordan_06,mcdr,mcdr-1,1,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار أردني (فلافل وفتوش وحمص ومخللات وخبز) | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.49,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:37.796152+00:00
cuisine_cuisine_of_jordan_06__mcdr__core,cuisine_cuisine_of_jordan_06,mcdr,mcdr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار لبناني بالمناقيش | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,2.58,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:37.797851+00:00
cuisine_cuisine_of_saudi_arabia_13__udr__core,cuisine_cuisine_of_saudi_arabia_13,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=برياني دجاج,,A,A,0,,,1,2.75,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:38.155797+00:00
attire_85620_burnus_selham__oedr__core,attire_85620_burnus_selham,oedr,oedr-1,0,عرّف القطعة الظاهرة في الصورة.,,,عباءة,,1,,,1,7.64,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:38.204186+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__udr__core,cuisine_cuisine_of_the_united_arab_emirates_02,udr,udr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=بوريتو مكسيكي باللحم,,B,B,0,,,1,1.53,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:38.346609+00:00
cuisine_cuisine_of_saudi_arabia_13__mcdr__control,cuisine_cuisine_of_saudi_arabia_13,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=كبسة دجاج | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.42,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:38.348382+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__udr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,udr,udr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب أردني بدوي مطرز,,B,B,0,,,1,4.7,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:38.430593+00:00
