task_id,image_id,condition,structure_id,is_control,question_text,options_shown,correct_letter,raw_response,parsed_letter,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
architecture_ithra_screenshot_2023_10_31_111338__oedr__core,architecture_ithra_screenshot_2023_10_31_111338,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,مركز الملك عبد الله للدراسات والبحوث البترولية,,1,,,1,2.9,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:37.600039+00:00
architecture_nassif_house_museum_naseif_1__oedr__core,architecture_nassif_house_museum_naseif_1,oedr,oedr-1,0,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,,,بيت نصيف,,1,,,1,2.92,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:37.653718+00:00
architecture_diriyah_d12__mcdr__control,architecture_diriyah_d12,mcdr,mcdr-1,1,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قصر المصمك | C=حي الطريف بالدرعية | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.09,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:37.761917+00:00
architecture_king_abdullah_financial_district_kafd_k1__udr__core,architecture_king_abdullah_financial_district_kafd_k1,udr,udr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=مركز دبي المالي العالمي (DIFC) | B=برج المملكة | C=وسط مدينة دبي (داون تاون),,B,B,0,,,1,3.04,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:37.768498+00:00
architecture_ibrahim_palace_screenshot_2023_11_16_093330__mcdr__control,architecture_ibrahim_palace_screenshot_2023_11_16_093330,mcdr,mcdr-1,1,عرّف المبنى الظاهر في الصورة.,A=قلعة زعبل بسكاكا (الجوف) | B=قصر المصمك | C=قصر إبراهيم بالهفوف | D=لا توجد إجابة صحيحة,C,A,A,0,,,1,3.2,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:37.893447+00:00
architecture_ibrahim_palace_screenshot_2023_11_16_093330__oedr__core,architecture_ibrahim_palace_screenshot_2023_11_16_093330,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,قلعة,,1,,,1,3.26,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:37.937085+00:00
architecture_al_masmak_palace_masmak_13__mcdr__core,architecture_al_masmak_palace_masmak_13,mcdr,mcdr-1,0,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قلعة زعبل بسكاكا (الجوف) | C=قصر إبراهيم بالهفوف | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,3.35,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.022841+00:00
architecture_hegra_hegra_12__oedr__core,architecture_hegra_hegra_12,oedr,oedr-1,0,ما اسم المبنى الظاهر في الصورة؟,,,قصر الفرعون,,1,,,1,3.35,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.028985+00:00
architecture_kingdom_tower_mam_13__oedr__core,architecture_kingdom_tower_mam_13,oedr,oedr-1,0,اذكر اسم المبنى الظاهر في الصورة.,,,برج المملكة,,1,,,1,3.32,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.057348+00:00
architecture_diriyah_d12__oedr__core,architecture_diriyah_d12,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,قصر المصمك,,0,,,1,3.42,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.092658+00:00
architecture_kingdom_tower_mam_13__mcdr__core,architecture_kingdom_tower_mam_13,mcdr,mcdr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=برج الفيصلية | B=مركز الملك عبدالله المالي (كافد) | C=برج خليفة بدبي | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,3.37,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.102716+00:00
architecture_kingdom_tower_mam_13__mcdr__control,architecture_kingdom_tower_mam_13,mcdr,mcdr-1,1,اذكر اسم المبنى الظاهر في الصورة.,A=برج الفيصلية | B=مركز الملك عبدالله المالي (كافد) | C=برج المملكة | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.39,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.119462+00:00
architecture_kingdom_tower_mam_13__udr__core,architecture_kingdom_tower_mam_13,udr,udr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=برج الفيصلية | B=مركز الملك عبدالله المالي (كافد) | C=برج خليفة بدبي,,B,B,0,,,1,3.39,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.123776+00:00
architecture_ibrahim_palace_screenshot_2023_11_16_093330__mcdr__core,architecture_ibrahim_palace_screenshot_2023_11_16_093330,mcdr,mcdr-1,0,عرّف المبنى الظاهر في الصورة.,A=قلعة زعبل بسكاكا (الجوف) | B=قصر المصمك | C=قصر الحكم بالرياض | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,3.54,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.213084+00:00
architecture_al_masmak_palace_masmak_13__mcdr__control,architecture_al_masmak_palace_masmak_13,mcdr,mcdr-1,1,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قلعة زعبل بسكاكا (الجوف) | C=قصر المصمك | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.63,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.306264+00:00
architecture_nassif_house_museum_naseif_1__udr__core,architecture_nassif_house_museum_naseif_1,udr,udr-1,0,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,A=بيت الشربتلي التاريخي | B=بيت باناجة بجدة | C=دار الحكم العثماني بجدة,,B,B,0,,,1,1.71,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.546651+00:00
architecture_al_masmak_palace_masmak_13__oedr__core,architecture_al_masmak_palace_masmak_13,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,قصر المصمك,,1,,,1,4.0,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.676348+00:00
architecture_hegra_hegra_12__udr__core,architecture_hegra_hegra_12,udr,udr-1,0,ما اسم المبنى الظاهر في الصورة؟,A=البتراء | B=قصر البنت بالعلا | C=آثار جرش بالأردن,,B,B,0,,,1,4.01,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.680660+00:00
attire_82693_ensemble__mcdr__core,attire_82693_ensemble,mcdr,mcdr-1,0,اذكر اسم القطعة الظاهرة في الصورة.,A=ثوب سوري احتفالي | B=ثوب بيت لحمي مطرز | C=عباءة نسائية سوداء | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.25,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.715160+00:00
architecture_al_masmak_palace_masmak_13__udr__core,architecture_al_masmak_palace_masmak_13,udr,udr-1,0,عرّف المبنى الظاهر في الصورة.,A=قصر المربع التاريخي | B=قلعة زعبل بسكاكا (الجوف) | C=قصر إبراهيم بالهفوف,,C,C,0,,,1,4.05,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.727497+00:00
architecture_quba_mosque_quba_13__mcdr__core,architecture_quba_mosque_quba_13,mcdr,mcdr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=مسجد القبلتين | B=المسجد النبوي الشريف | C=مسجد الجمعة بالمدينة | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.75,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:38.812052+00:00
architecture_nassif_house_museum_naseif_1__mcdr__control,architecture_nassif_house_museum_naseif_1,mcdr,mcdr-1,1,ما الاسم الصحيح للمبنى الظاهر في الصورة؟,A=بيت الشربتلي التاريخي | B=بيت باناجة بجدة | C=بيت نصيف | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.98,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.009668+00:00
attire_82693_ensemble__mcdr__control,attire_82693_ensemble,mcdr,mcdr-1,1,اذكر اسم القطعة الظاهرة في الصورة.,A=ثوب سوري احتفالي | B=ثوب بيت لحمي مطرز | C=ثوب فلسطيني بغطاء رأس مطرز | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.39,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.047478+00:00
attire_82693_ensemble__oedr__core,attire_82693_ensemble,oedr,oedr-1,0,اذكر اسم القطعة الظاهرة في الصورة.,,,ثوب,,1,,,1,1.61,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.118790+00:00
attire_82693_ensemble__udr__core,attire_82693_ensemble,udr,udr-1,0,اذكر اسم القطعة الظاهرة في الصورة.,A=ثوب سوري احتفالي | B=ثوب بيت لحمي مطرز | C=عباءة نسائية سوداء,,B,B,0,,,1,1.55,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.147207+00:00
attire_85620_burnus_selham__mcdr__core,attire_85620_burnus_selham,mcdr,mcdr-1,0,عرّف القطعة الظاهرة في الصورة.,A=جلابة مغربية مخططة بغطاء رأس | B=كيب أو بونشو حديث بغطاء رأس مدمج | C=عباءة بدوية مخططة حمراء | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.4,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.163136+00:00
attire_85620_burnus_selham__udr__core,attire_85620_burnus_selham,udr,udr-1,0,عرّف القطعة الظاهرة في الصورة.,A=جلابة مغربية مخططة بغطاء رأس | B=كيب أو بونشو حديث بغطاء رأس مدمج | C=عباءة بدوية مخططة حمراء,,B,B,0,,,1,1.27,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.163368+00:00
architecture_quba_mosque_quba_13__mcdr__control,architecture_quba_mosque_quba_13,mcdr,mcdr-1,1,اذكر اسم المبنى الظاهر في الصورة.,A=مسجد القبلتين | B=المسجد النبوي الشريف | C=مسجد قباء | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.82,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.173242+00:00
attire_85620_burnus_selham__mcdr__control,attire_85620_burnus_selham,mcdr,mcdr-1,1,عرّف القطعة الظاهرة في الصورة.,A=جلابة مغربية مخططة بغطاء رأس | B=كيب أو بونشو حديث بغطاء رأس مدمج | C=برنوس/سلهام | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.3,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.239879+00:00
attire_85658_dress__mcdr__control,attire_85658_dress,mcdr,mcdr-1,1,ما هي القطعة الظاهرة في الصورة؟,A=إنتاري عثماني مطرز | B=مشلح خليجي مطرز بالزري | C=فستان مصري أسود بتطريز ذهبي وأحمر | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.26,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.355888+00:00
architecture_the_clock_towers_watch_13__oedr__core,architecture_the_clock_towers_watch_13,oedr,oedr-1,0,ما هو المبنى الظاهر في الصورة؟,,,أبراج البيت,,1,,,1,1.99,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.366762+00:00
architecture_the_clock_towers_watch_13__mcdr__core,architecture_the_clock_towers_watch_13,mcdr,mcdr-1,0,ما هو المبنى الظاهر في الصورة؟,A=برج خليفة بدبي | B=بيغ بن بلندن | C=المسجد الحرام | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,2.03,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.387320+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__mcdr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,mcdr,mcdr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب أردني بدوي مطرز | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.33,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.432859+00:00
architecture_quba_mosque_quba_13__oedr__core,architecture_quba_mosque_quba_13,oedr,oedr-1,0,اذكر اسم المبنى الظاهر في الصورة.,,,مسجد قباء,,1,,,1,2.19,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.447974+00:00
attire_86273_abaya_cloak__mcdr__core,attire_86273_abaya_cloak,mcdr,mcdr-1,0,كيف تُعرف القطعة الظاهرة في الصورة؟,A=جاكيت كيمونو متعدد الألوان بأكتاف هندسية | B=بشت رجالي أحمر مخطط | C=دراعة خليجية حمراء | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,1.17,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.479314+00:00
attire_85658_dress__udr__core,attire_85658_dress,udr,udr-1,0,ما هي القطعة الظاهرة في الصورة؟,A=إنتاري عثماني مطرز | B=مشلح خليجي مطرز بالزري | C=ثوب حوراني أسود مطرز,,B,B,0,,,1,1.43,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.491930+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__oedr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,oedr,oedr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,,,ثوب,,1,,,1,1.47,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.587711+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__udr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,udr,udr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب أردني بدوي مطرز,,B,B,0,,,1,1.57,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.698048+00:00
attire_85620_burnus_selham__oedr__core,attire_85620_burnus_selham,oedr,oedr-1,0,عرّف القطعة الظاهرة في الصورة.,,,عباءة,,1,,,1,1.96,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.728397+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__mcdr__control,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,mcdr,mcdr-1,1,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب الملك الفلسطيني (نموذج دمية) | D=لا توجد إجابة صحيحة,C,A,A,0,,,1,1.52,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.734594+00:00
attire_85658_dress__mcdr__core,attire_85658_dress,mcdr,mcdr-1,0,ما هي القطعة الظاهرة في الصورة؟,A=إنتاري عثماني مطرز | B=مشلح خليجي مطرز بالزري | C=ثوب حوراني أسود مطرز | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,1.72,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.746721+00:00
architecture_quba_mosque_quba_13__udr__core,architecture_quba_mosque_quba_13,udr,udr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=مسجد القبلتين | B=المسجد النبوي الشريف | C=مسجد الجمعة بالمدينة,,C,C,0,,,1,2.44,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.762714+00:00
attire_86273_abaya_cloak__mcdr__control,attire_86273_abaya_cloak,mcdr,mcdr-1,1,كيف تُعرف القطعة الظاهرة في الصورة؟,A=جاكيت كيمونو متعدد الألوان بأكتاف هندسية | B=بشت رجالي أحمر مخطط | C=عباءة سورية حمراء بخطوط | D=لا توجد إجابة صحيحة,C,A,A,0,,,1,1.2,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.885867+00:00
attire_86273_abaya_cloak__udr__core,attire_86273_abaya_cloak,udr,udr-1,0,كيف تُعرف القطعة الظاهرة في الصورة؟,A=جاكيت كيمونو متعدد الألوان بأكتاف هندسية | B=بشت رجالي أحمر مخطط | C=دراعة خليجية حمراء,,C,C,0,,,1,1.24,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.920762+00:00
cuisine_cuisine_of_egypt_03__mcdr__core,cuisine_cuisine_of_egypt_03,mcdr,mcdr-1,0,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=غموس أفوكادو | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.25,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.967107+00:00
architecture_the_clock_towers_watch_13__udr__core,architecture_the_clock_towers_watch_13,udr,udr-1,0,ما هو المبنى الظاهر في الصورة؟,A=برج خليفة بدبي | B=بيغ بن بلندن | C=المسجد الحرام,,C,C,0,,,1,2.59,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:39.994008+00:00
architecture_the_clock_towers_watch_13__mcdr__control,architecture_the_clock_towers_watch_13,mcdr,mcdr-1,1,ما هو المبنى الظاهر في الصورة؟,A=برج خليفة بدبي | B=بيغ بن بلندن | C=أبراج البيت (برج الساعة) بمكة | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.7,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.122738+00:00
attire_85658_dress__oedr__core,attire_85658_dress,oedr,oedr-1,0,ما هي القطعة الظاهرة في الصورة؟,,,ثوب,,1,,,1,2.12,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.149343+00:00
cuisine_cuisine_of_egypt_03__udr__core,cuisine_cuisine_of_egypt_03,udr,udr-1,0,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=غموس أفوكادو,,B,B,0,,,1,1.34,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.153883+00:00
attire_86273_abaya_cloak__oedr__core,attire_86273_abaya_cloak,oedr,oedr-1,0,كيف تُعرف القطعة الظاهرة في الصورة؟,,,ثوب,,1,,,1,1.84,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.386994+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__udr__core,cuisine_cuisine_of_the_united_arab_emirates_02,udr,udr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=بوريتو مكسيكي باللحم,,B,B,0,,,1,0.91,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.652904+00:00
cuisine_cuisine_of_egypt_03__mcdr__control,cuisine_cuisine_of_egypt_03,mcdr,mcdr-1,1,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=بصارة مصرية | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.82,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.827379+00:00
cuisine_cuisine_of_egypt_05__mcdr__core,cuisine_cuisine_of_egypt_05,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=لقمة القاضي بجوز الهند | B=زلابية مغطاة بالسكر | C=دونات صغيرة بجوز الهند | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.81,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.856356+00:00
cuisine_cuisine_of_egypt_06__mcdr__control,cuisine_cuisine_of_egypt_06,mcdr,mcdr-1,1,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية مصرية بمرق أخضر | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.5,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.860477+00:00
cuisine_cuisine_of_egypt_06__oedr__core,cuisine_cuisine_of_egypt_06,oedr,oedr-1,0,عرّف الطبق الظاهر في الصورة.,,,ملوخية,,1,,,1,1.7,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.869989+00:00
cuisine_cuisine_of_jordan_06__udr__core,cuisine_cuisine_of_jordan_06,udr,udr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار لبناني بالمناقيش,,A,A,0,,,1,1.47,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.903868+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__mcdr__core,cuisine_cuisine_of_the_united_arab_emirates_02,mcdr,mcdr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=بوريتو مكسيكي باللحم | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.19,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.916643+00:00
