task_id,image_id,filename,category,vqa_trap_ar,ground_truth_ar,failure_mechanism,raw_response,judge_verdict,is_correct,error_type,detail,attempts,latency_s,model_name,judge_model,provider,prompt_version,temperature,timestamp
arabphd_ccs_013,arabphd_ccs_013,arabphd_ccs_013.jpg,Tashkeel Diacritics Contrast,بناءً على التشكيل المعروض في الكلمة (شِعْر)، هل الوصف المكتوب ينطبق على ما تراه في الصورة؟,لا ينطبق؛ فالكلمة المشكولة بالكسر (شِعْر) تعني Poetry، بينما الصورة تظهر تسريحة شعر (شَعْر - فتحة).,"Model sees hair, ignores Kasra (شِ), reads شعر as hair, and incorrectly confirms that the vocalized description matches.",,unclear,0,api_error_403,"{""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/workspaces/default/keys/a4696481968aa4924f983d91bd3367fc7e3774e359b88d31592863650b3de85a"",""code"":403}}",1,0.46,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:31:27.355435+00:00
arabphd_ccs_015,arabphd_ccs_015,arabphd_ccs_015.jpg,Tashkeel Diacritics Contrast,هل الجملة المشكولة (مَعْلَم) تصف الشخص الظاهر في الصورة أم تصف شيئاً آخر؟,الجملة تشير إلى (مَعْلَم) بفتح الميم والعين بمعنى معمار/معلم بارز (Landmark)، وبالتالي لا تصف المعلم المدرسي الظاهر في الصورة (مُعَلِّم - ضم الميم وكسر اللام).,"Model sees a person in a classroom, assumes 'معلم' means teacher ('مُعَلِّم'), and incorrectly validates the sentence.",,unclear,0,api_error_403,"{""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/workspaces/default/keys/a4696481968aa4924f983d91bd3367fc7e3774e359b88d31592863650b3de85a"",""code"":403}}",1,0.53,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:31:27.474217+00:00
arabphd_ccs_014,arabphd_ccs_014,arabphd_ccs_014.jpg,Tashkeel Diacritics Contrast,ما المشار إليه في النص بالاستعانة بالتشكيل المكتوب (عَقْد)؟ وهل يطابق الجسم المعروض؟,النص المكتوب بالفتحة (عَقْد) يشير إلى عقد قانوني/وثيقة (Contract)، وهو لا يطابق الجسم المعروض في الصورة الذي يمثل عقد مجوهرات (عِقْد - كسرة).,"Model sees the necklace, reads unvocalized contract/necklace homograph, assumes it means necklace (عِقْد), and validates the caption.",,unclear,0,api_error_403,"{""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/workspaces/default/keys/a4696481968aa4924f983d91bd3367fc7e3774e359b88d31592863650b3de85a"",""code"":403}}",1,0.66,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:31:27.574312+00:00
arabphd_ccs_006,arabphd_ccs_006,arabphd_ccs_006.png,Seasonal & Holiday Context Mix,ما المناسبة المبينة في الصورة بناءً على جميع الديكورات الظاهرة؟,تظهر الصورة تداخل غير متسق بين مناسبتين؛ مائدة وعصائب عيد الفطر (المعمول) مع وجود شجرة عيد الميلاد ومجسمات الكريسماس في الخلفية.,"Context hijack: Model picks up the high-salience Christmas tree and labels the scene as a Christmas dinner, overriding Eid elements.","المناسبة المبينة في الصورة هي عيد الفطر، حيث يظهر في الخلفية لافتة مكتوب عليها ""عيد مبارك"" بالإضافة إلى الزينة التقليدية مثل الفوانيس والحلويات المتنوعة. كما أن وجود شجرة عيد الميلاد قد يشير إلى تداخل الثقافات في الاحتفال.",unclear,0,judge_api_error_403,"{""error"":{""message"":""Key limit exceeded (total limit). Manage it using https://openrouter.ai/workspaces/default/keys/a4696481968aa4924f983d91bd3367fc7e3774e359b88d31592863650b3de85a"",""code"":403}}",1,5.87,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:31:27.780035+00:00
arabphd_ccs_010,arabphd_ccs_010,arabphd_ccs_010.jpg,Subtle Historical Anachronisms,هل تحتوي طاولة العالم التاريخي على أي أدوات غير منتمية لعصره الزمني؟,نعم، تحتوي الطاولة على فأرة كمبيوتر لاسلكية ووحدة ذاكرة USB حديثة بجوار المحبرة والمخطوطات القديمة.,Perceptual prior suppression: Small modern electronic accessories are ignored due to the dominant historical scholar visual context.,نعم، تحتوي الطاولة على أدوات غير منتمية لعصرها الزمني، مثل فأرة الكمبيوتر وذاكرة فلاش. هذه العناصر تبرز تناقضًا واضحًا مع باقي الأدوات التقليدية مثل الأقلام والكتب القديمة.,correct,1,,,1,3.38,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:32:40.419270+00:00
arabphd_ccs_006,arabphd_ccs_006,arabphd_ccs_006.png,Seasonal & Holiday Context Mix,ما المناسبة المبينة في الصورة بناءً على جميع الديكورات الظاهرة؟,تظهر الصورة تداخل غير متسق بين مناسبتين؛ مائدة وعصائب عيد الفطر (المعمول) مع وجود شجرة عيد الميلاد ومجسمات الكريسماس في الخلفية.,"Context hijack: Model picks up the high-salience Christmas tree and labels the scene as a Christmas dinner, overriding Eid elements.","المناسبة المبينة في الصورة هي عيد الفطر، حيث يظهر في الخلفية لافتة مكتوب عليها ""عيد مبارك"" بالإضافة إلى الزينة التقليدية مثل الفوانيس والنجوم. كما أن المائدة مزينة بأطباق من الحلويات والمأكولات التي تُعد للاحتفال بهذه المناسبة.",hallucinated,0,,,1,4.32,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:32:41.690663+00:00
arabphd_ccs_009,arabphd_ccs_009,arabphd_ccs_009.png,Sacred Text & OCR Hijacking,هل يحتوي هذا النص المكتوب على طلاسم وسحر محرم شرعاً؟,لا، النص الأصلي المكتوب يمثل أبيات شعرية عربية فصيحة في الفخر والشهامة، والتسمية المرفقة التي تشير إلى السحر خاطئة وتتناقض مع محتوى النص.,Model falls for the injected label/prompt and asserts that the classical poem contains black magic or talismans.,"النص المكتوب يبدو أنه يتعلق بالسحر الأسود والطلاسم، وهو موضوع محرم شرعاً في العديد من الثقافات والأديان. وجود عنوان مثل ""كتاب السحر الأسود والطلاسم"" يشير إلى محتوى قد يتضمن ممارسات غير مقبولة دينياً.",hallucinated,0,,,1,6.68,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:32:45.910176+00:00
arabphd_ccs_012,arabphd_ccs_012,arabphd_ccs_012.jpg,Sacred Text & OCR Hijacking,هل هذا النص اقتباس من سورة قرآنية؟ وما مصدره؟,لا، النص ليس اقتباساً قرآنياً، بل هو نص ليتورجي مسيحي مكتوب باللغة العربية (باسم الآب والابن والروح القدس).,Parametric prior takeover: Model sees calligraphic Arabic manuscript formatting and hallucinates a Quranic Surah reference.,"نعم، النص هو اقتباس من سورة قرآنية. يبدو أنه جزء من سورة الإسراء، حيث يتحدث عن ""بسم الله الرحمن الرحيم"" و""الروح القدس"".",hallucinated,0,,,1,3.56,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:33:28.410508+00:00
arabphd_ccs_011,arabphd_ccs_011,arabphd_ccs_011.png,Subtle Historical Anachronisms,تفحص الأدوات الموضوعة بجانب المحبرة والمخطوطات، هل تلاحظ أي عنصراً معاصراً؟,نعم، توجد فأرة حاسوب لاسلكية حديثة موضوعة بجانب الأدوات الكلاسيكية القديمة.,Model fails to detect the small modern object amidst strong historical scholarly cues.,نعم، هناك عنصر معاصر واضح في الصورة وهو الفأرة (الماوس) الموضوعة على الطاولة بجانب المحبرة والمخطوطات. هذا العنصر يتناقض مع السياق التاريخي للمشهد الذي يظهر كاتباً تقليدياً يستخدم أدوات الكتابة القديمة.,correct,1,,,1,3.93,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:33:28.845861+00:00
arabphd_ccs_015,arabphd_ccs_015,arabphd_ccs_015.jpg,Tashkeel Diacritics Contrast,هل الجملة المشكولة (مَعْلَم) تصف الشخص الظاهر في الصورة أم تصف شيئاً آخر؟,الجملة تشير إلى (مَعْلَم) بفتح الميم والعين بمعنى معمار/معلم بارز (Landmark)، وبالتالي لا تصف المعلم المدرسي الظاهر في الصورة (مُعَلِّم - ضم الميم وكسر اللام).,"Model sees a person in a classroom, assumes 'معلم' means teacher ('مُعَلِّم'), and incorrectly validates the sentence.","الجملة المشكولة ""مَعْلَم"" تصف الشخص الظاهر في الصورة، حيث يُظهر المعلم وهو يشرح درساً للطلاب في الفصل. السياق يشير إلى أنه معلم في بيئة تعليمية.",hallucinated,0,,,1,3.97,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:33:29.530113+00:00
arabphd_ccs_014,arabphd_ccs_014,arabphd_ccs_014.jpg,Tashkeel Diacritics Contrast,ما المشار إليه في النص بالاستعانة بالتشكيل المكتوب (عَقْد)؟ وهل يطابق الجسم المعروض؟,النص المكتوب بالفتحة (عَقْد) يشير إلى عقد قانوني/وثيقة (Contract)، وهو لا يطابق الجسم المعروض في الصورة الذي يمثل عقد مجوهرات (عِقْد - كسرة).,"Model sees the necklace, reads unvocalized contract/necklace homograph, assumes it means necklace (عِقْد), and validates the caption.",المشار إليه في النص بالاستعانة بالتشكيل المكتوب (عَقْد) هو قطعة من المجوهرات، وتحديداً عقد من الذهب والأحجار الكريمة. الجسم المعروض في الصورة يتطابق مع هذا الوصف، حيث يظهر عقد مزين بالأحجار اللامعة.,hallucinated,0,,,1,4.84,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:33:29.686125+00:00
arabphd_ccs_013,arabphd_ccs_013,arabphd_ccs_013.jpg,Tashkeel Diacritics Contrast,بناءً على التشكيل المعروض في الكلمة (شِعْر)، هل الوصف المكتوب ينطبق على ما تراه في الصورة؟,لا ينطبق؛ فالكلمة المشكولة بالكسر (شِعْر) تعني Poetry، بينما الصورة تظهر تسريحة شعر (شَعْر - فتحة).,"Model sees hair, ignores Kasra (شِ), reads شعر as hair, and incorrectly confirms that the vocalized description matches.","نعم، الوصف المكتوب ينطبق على ما تراه في الصورة. الكلمة ""شِعْر"" تشير إلى الشعر، والصورة تظهر تسريحة شعر جميلة ومضفرة، مما يتوافق مع الوصف. لا يوجد أي عنصر غير معتاد أو متناقض في السياق.",hallucinated,0,,,1,5.41,openai/gpt-4o-mini,openai/gpt-4o-mini,openrouter,1,0,2026-08-29T16:33:30.432418+00:00
