task_id,image_id,filename,category,polarity,gt_ar,h_item_ar,context_ar,question_text,ground_truth,raw_response,parsed_answer,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
attire_86249_festive_dress_from_qalamun__yes,attire_86249_festive_dress_from_qalamun,86249_Festive_Dress_from_Qalamun.jpg,attire,yes,ثوب احتفالي من القلمون (سوريا),ثوب حوراني مطرز,صورة لثوب حوراني طويل بلون بيج فاتح، بلوحة تطريز مثلثة الشكل عند الصدر مزينة بزخ,هل هذه القطعة ثوب احتفالي من القلمون (سوريا)؟,نعم,لا,no,0,,,1,1.83,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.390840+00:00
architecture_al_rahmah_mosque_m13__no,architecture_al_rahmah_mosque_m13,Al_Rahmah_Mosque_m13.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم عند الشفق بألوان سماء زرقاء داكنة في بينانج، مع,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,لا,no,1,,,1,1.92,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.438993+00:00
architecture_al_rahmah_mosque_m1__yes,architecture_al_rahmah_mosque_m1,Al_Rahmah_Mosque_m1.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم في جزيرة بينانج بماليزيا، مبني على ركائز فوق سط,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,لا,no,0,,,1,1.96,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.481779+00:00
architecture_jabal_alfil_elephant_rock_elephant_1__yes,architecture_jabal_alfil_elephant_rock_elephant_1,Jabal_AlFil_Elephant_Rock_elephant (1).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة الرملي الشهير في الأحساء، وهو تكوين صخري طبيعي بلون بني ذهبي يح,هل هذا المبنى جبل الفيل بالعلا؟,نعم,نعم,yes,1,,,1,2.17,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.690751+00:00
architecture_jabal_alfil_elephant_rock_elephant_1__no,architecture_jabal_alfil_elephant_rock_elephant_1,Jabal_AlFil_Elephant_Rock_elephant (1).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة الرملي الشهير في الأحساء، وهو تكوين صخري طبيعي بلون بني ذهبي يح,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,2.18,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.703430+00:00
architecture_al_rahmah_mosque_m10__yes,architecture_al_rahmah_mosque_m10,Al_Rahmah_Mosque_m10.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة ليلية لمسجد تانجونج بونجاه العائم في بينانج بماليزيا، مضاءً بإضاءة زرقاء وخ,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,لا,no,0,,,1,2.2,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.723597+00:00
architecture_al_rahmah_mosque_m12__no,architecture_al_rahmah_mosque_m12,Al_Rahmah_Mosque_m12.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة نهارية واسعة لمسجد تانجونج بونجاه العائم بالكامل من الساحل في بينانج، تُظهر,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,لا,no,1,,,1,2.2,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.725996+00:00
architecture_al_rahmah_mosque_m12__yes,architecture_al_rahmah_mosque_m12,Al_Rahmah_Mosque_m12.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة نهارية واسعة لمسجد تانجونج بونجاه العائم بالكامل من الساحل في بينانج، تُظهر,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,لا,no,0,,,1,2.25,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.768552+00:00
attire_86251_headscarf__yes,attire_86251_headscarf,86251_Headscarf.jpg,attire,yes,غطاء رأس فلسطيني مطرز (منديل),شال حوراني مطرز بالحرير,صورة لشال حوراني كبير مطرز بالحرير بلون كريمي فاتح، مغطى بصفوف متكررة من زخارف ص,هل هذه القطعة غطاء رأس فلسطيني مطرز (منديل)؟,نعم,لا,no,0,,,1,2.31,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.873083+00:00
architecture_jabal_alfil_elephant_rock_elephant_11__yes,architecture_jabal_alfil_elephant_rock_elephant_11,Jabal_AlFil_Elephant_Rock_elephant (11).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة بالأحساء عند الغروب مع أشعة شمس منتشرة من خلال فتحته المقوسة، و,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,2.34,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.883608+00:00
architecture_al_rahmah_mosque_m13__yes,architecture_al_rahmah_mosque_m13,Al_Rahmah_Mosque_m13.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم عند الشفق بألوان سماء زرقاء داكنة في بينانج، مع,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,لا,no,0,,,1,2.47,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:04.990670+00:00
attire_86251_headscarf__no,attire_86251_headscarf,86251_Headscarf.jpg,attire,no,غطاء رأس فلسطيني مطرز (منديل),شال حوراني مطرز بالحرير,صورة لشال حوراني كبير مطرز بالحرير بلون كريمي فاتح، مغطى بصفوف متكررة من زخارف ص,هل هذه القطعة شال حوراني مطرز بالحرير؟,لا,نعم,yes,0,,,1,2.45,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.011562+00:00
architecture_al_rahmah_mosque_m10__no,architecture_al_rahmah_mosque_m10,Al_Rahmah_Mosque_m10.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة ليلية لمسجد تانجونج بونجاه العائم في بينانج بماليزيا، مضاءً بإضاءة زرقاء وخ,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,نعم,yes,0,,,1,2.54,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.059041+00:00
architecture_jabal_alfil_elephant_rock_elephant_11__no,architecture_jabal_alfil_elephant_rock_elephant_11,Jabal_AlFil_Elephant_Rock_elephant (11).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة بالأحساء عند الغروب مع أشعة شمس منتشرة من خلال فتحته المقوسة، و,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,2.56,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.115703+00:00
architecture_jabal_alfil_elephant_rock_elephant_13__no,architecture_jabal_alfil_elephant_rock_elephant_13,Jabal_AlFil_Elephant_Rock_elephant (13).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية واسعة لجبل القارة بالأحساء تحت سماء غائمة جزئياً، تُظهر طبقاته الصخر,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,2.59,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.139553+00:00
architecture_jabal_alfil_elephant_rock_elephant_13__yes,architecture_jabal_alfil_elephant_rock_elephant_13,Jabal_AlFil_Elephant_Rock_elephant (13).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية واسعة لجبل القارة بالأحساء تحت سماء غائمة جزئياً، تُظهر طبقاته الصخر,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,2.74,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.294633+00:00
architecture_jabal_alfil_elephant_rock_elephant_10__yes,architecture_jabal_alfil_elephant_rock_elephant_10,Jabal_AlFil_Elephant_Rock_elephant (10).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية لجبل القارة بالأحساء مع سيارة وأشخاص صغار الحجم أمامه لإظهار مقياسه ,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,2.88,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.407447+00:00
cuisine_cuisine_of_egypt_08__yes,cuisine_cuisine_of_egypt_08,Cuisine_of_Egypt_08.jpg,cuisine,yes,زينة طعام على شكل وردة من شرائح الخضار,وردة مقطعة من عجينة السكر,صورة لطبق معدني داكن اللون عليه قطعتان مزخرفتان على شكل وردتين بيضاويتين اللون، ,هل هذا الطبق زينة طعام على شكل وردة من شرائح الخضار؟,نعم,لا,no,0,,,1,1.06,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.411742+00:00
cuisine_cuisine_of_egypt_07__yes,cuisine_cuisine_of_egypt_07,Cuisine_of_Egypt_07.jpg,cuisine,yes,أرز بلبن مصري,مهلبية بالأرز,صورة ليدين تحملان طبقين بحافة وردية يحتويان على مهلبية بالأرز بقوام كريمي أملس م,هل هذا الطبق أرز بلبن مصري؟,نعم,لا,no,0,,,1,1.12,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.415139+00:00
cuisine_cuisine_of_egypt_07__no,cuisine_cuisine_of_egypt_07,Cuisine_of_Egypt_07.jpg,cuisine,no,أرز بلبن مصري,مهلبية بالأرز,صورة ليدين تحملان طبقين بحافة وردية يحتويان على مهلبية بالأرز بقوام كريمي أملس م,هل هذا الطبق مهلبية بالأرز؟,لا,نعم,yes,0,,,1,1.12,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.427584+00:00
cuisine_cuisine_of_egypt_02__yes,cuisine_cuisine_of_egypt_02,Cuisine_of_Egypt_02.jpg,cuisine,yes,باذنجان مشوي بالطماطم,متبل باذنجان مصري,صورة لطبق معدني دائري عليه متبل باذنجان مصري مهروس مغطى بصلصة طماطم مفرومة، مزين,هل هذا الطبق باذنجان مشوي بالطماطم؟,نعم,نعم,yes,1,,,1,1.23,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.427828+00:00
cuisine_cuisine_of_jordan_02__yes,cuisine_cuisine_of_jordan_02,Cuisine_of_Jordan_02.jpg,cuisine,yes,سمبوسك مقلي كبير الحجم,بيروق لحم تركي,صورة مقربة لبيروق لحم تركي كبير الحجم بلون بني فاتح ذي طبقات عجين ملفوفة حلزونيا,هل هذا الطبق سمبوسك مقلي كبير الحجم؟,نعم,نعم,yes,1,,,1,1.1,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.490621+00:00
cuisine_cuisine_of_egypt_04__yes,cuisine_cuisine_of_egypt_04,Cuisine_of_Egypt_04.jpg,cuisine,yes,قوالب معجنات مقلية مجوفة,قرون غزال مغربية فارغة,صورة لعدة قطع عجين لوز مقلية فارغة من الداخل بلون بني ذهبي، على شكل قرون غزال مغ,هل هذا الطبق قوالب معجنات مقلية مجوفة؟,نعم,نعم,yes,1,,,1,1.27,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.506375+00:00
cuisine_cuisine_of_egypt_08__no,cuisine_cuisine_of_egypt_08,Cuisine_of_Egypt_08.jpg,cuisine,no,زينة طعام على شكل وردة من شرائح الخضار,وردة مقطعة من عجينة السكر,صورة لطبق معدني داكن اللون عليه قطعتان مزخرفتان على شكل وردتين بيضاويتين اللون، ,هل هذا الطبق وردة مقطعة من عجينة السكر؟,لا,لا,no,1,,,1,1.13,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.517479+00:00
architecture_jabal_alfil_elephant_rock_elephant_12__yes,architecture_jabal_alfil_elephant_rock_elephant_12,Jabal_AlFil_Elephant_Rock_elephant (12).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة ليلية لجبل القارة بالأحساء مضاءً بإضاءة برتقالية دافئة من الأسفل، وسط منطقة,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,3.04,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.593936+00:00
cuisine_cuisine_of_jordan_04__yes,cuisine_cuisine_of_jordan_04,Cuisine_of_Jordan_04.JPG,cuisine,yes,باذنجان مشوي على الموقد استعداداً لبابا غنوج,فلفل مشوي على الموقد,صورة لثلاث حبات فلفل أخضر داكنة اللون موضوعة مباشرة فوق شعلات موقد غاز معدني، مع,هل هذا الطبق باذنجان مشوي على الموقد استعداداً لبابا غنوج؟,نعم,نعم,yes,1,,,1,1.24,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.722197+00:00
cuisine_cuisine_of_jordan_02__no,cuisine_cuisine_of_jordan_02,Cuisine_of_Jordan_02.jpg,cuisine,no,سمبوسك مقلي كبير الحجم,بيروق لحم تركي,صورة مقربة لبيروق لحم تركي كبير الحجم بلون بني فاتح ذي طبقات عجين ملفوفة حلزونيا,هل هذا الطبق بيروق لحم تركي؟,لا,لا,no,1,,,1,1.29,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.725283+00:00
cuisine_cuisine_of_jordan_04__no,cuisine_cuisine_of_jordan_04,Cuisine_of_Jordan_04.JPG,cuisine,no,باذنجان مشوي على الموقد استعداداً لبابا غنوج,فلفل مشوي على الموقد,صورة لثلاث حبات فلفل أخضر داكنة اللون موضوعة مباشرة فوق شعلات موقد غاز معدني، مع,هل هذا الطبق فلفل مشوي على الموقد؟,لا,لا,no,1,,,1,1.07,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.765290+00:00
cuisine_cuisine_of_egypt_02__no,cuisine_cuisine_of_egypt_02,Cuisine_of_Egypt_02.jpg,cuisine,no,باذنجان مشوي بالطماطم,متبل باذنجان مصري,صورة لطبق معدني دائري عليه متبل باذنجان مصري مهروس مغطى بصلصة طماطم مفرومة، مزين,هل هذا الطبق متبل باذنجان مصري؟,لا,لا,no,1,,,1,1.58,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.815301+00:00
attire_86275_abaya_cloak__no,attire_86275_abaya_cloak,86275_Abaya_Cloak.jpg,attire,no,عباءة سورية حمراء مخططة (نسخة ثانية),معطف بدوي أحمر مخطط بالساتان,صورة لمعطف بدوي طويل فضفاض بلون أحمر عنابي ذي بريق ساتان خفيف، تتخلله أشرطة رفيع,هل هذه القطعة معطف بدوي أحمر مخطط بالساتان؟,لا,نعم,yes,0,,,1,1.64,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.816631+00:00
cuisine_cuisine_of_saudi_arabia_03__no,cuisine_cuisine_of_saudi_arabia_03,Cuisine_of_Saudi_Arabia_03.JPG,cuisine,no,سندويش عربي محشو باللحم والخضار,شاورما لبنانية بخبز صاج,صورة لخبز صاج لبناني رقيق مطوي على شكل قارب محشو بشرائح لحم الشاورما، وشرائح طما,هل هذا الطبق شاورما لبنانية بخبز صاج؟,لا,نعم,yes,0,,,1,1.09,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.857228+00:00
cuisine_cuisine_of_saudi_arabia_03__yes,cuisine_cuisine_of_saudi_arabia_03,Cuisine_of_Saudi_Arabia_03.JPG,cuisine,yes,سندويش عربي محشو باللحم والخضار,شاورما لبنانية بخبز صاج,صورة لخبز صاج لبناني رقيق مطوي على شكل قارب محشو بشرائح لحم الشاورما، وشرائح طما,هل هذا الطبق سندويش عربي محشو باللحم والخضار؟,نعم,نعم,yes,1,,,1,1.14,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.862591+00:00
architecture_jabal_alfil_elephant_rock_elephant_12__no,architecture_jabal_alfil_elephant_rock_elephant_12,Jabal_AlFil_Elephant_Rock_elephant (12).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة ليلية لجبل القارة بالأحساء مضاءً بإضاءة برتقالية دافئة من الأسفل، وسط منطقة,هل هذا المبنى جبل القارة بالأحساء؟,لا,نعم,yes,0,,,1,3.32,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.875828+00:00
cuisine_cuisine_of_saudi_arabia_04__no,cuisine_cuisine_of_saudi_arabia_04,Cuisine_of_Saudi_Arabia_04.jpg,cuisine,no,عريكة,مصابيب بالتمر,صورة لطبق عليه قطع خبز ممزقة ومحمصة بلون بني فاتح، في منتصفها بركة من العسل، محا,هل هذا الطبق مصابيب بالتمر؟,لا,لا,no,1,,,1,1.01,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.889818+00:00
cuisine_cuisine_of_egypt_04__no,cuisine_cuisine_of_egypt_04,Cuisine_of_Egypt_04.jpg,cuisine,no,قوالب معجنات مقلية مجوفة,قرون غزال مغربية فارغة,صورة لعدة قطع عجين لوز مقلية فارغة من الداخل بلون بني ذهبي، على شكل قرون غزال مغ,هل هذا الطبق قرون غزال مغربية فارغة؟,لا,لا,no,1,,,1,1.62,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.889964+00:00
architecture_jabal_alfil_elephant_rock_elephant_10__no,architecture_jabal_alfil_elephant_rock_elephant_10,Jabal_AlFil_Elephant_Rock_elephant (10).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية لجبل القارة بالأحساء مع سيارة وأشخاص صغار الحجم أمامه لإظهار مقياسه ,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,3.43,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:05.960648+00:00
cuisine_cuisine_of_jordan_05__no,cuisine_cuisine_of_jordan_05,Cuisine_of_Jordan_05.jpg,cuisine,no,دلة قهوة بدوية على نار الحطب,إبريق شاي بدوي,صورة لإبريق شاي بدوي أسود ذي مقبض جانبي وغطاء علوي وفوهة صب طويلة، موضوع فوق كوم,هل هذا الطبق إبريق شاي بدوي؟,لا,نعم,yes,0,,,1,1.3,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.018873+00:00
cuisine_cuisine_of_saudi_arabia_07__yes,cuisine_cuisine_of_saudi_arabia_07,Cuisine_of_Saudi_Arabia_07.JPG,cuisine,yes,دقوس (صلصة طماطم),صلصة شكشوكة,صورة لوعاء أبيض صغير يحتوي على صلصة شكشوكة حمراء سميكة القوام، مزينة بشرائح رقيق,هل هذا الطبق دقوس (صلصة طماطم)؟,نعم,لا,no,0,,,1,1.11,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.099132+00:00
cuisine_cuisine_of_jordan_05__yes,cuisine_cuisine_of_jordan_05,Cuisine_of_Jordan_05.jpg,cuisine,yes,دلة قهوة بدوية على نار الحطب,إبريق شاي بدوي,صورة لإبريق شاي بدوي أسود ذي مقبض جانبي وغطاء علوي وفوهة صب طويلة، موضوع فوق كوم,هل هذا الطبق دلة قهوة بدوية على نار الحطب؟,نعم,لا,no,0,,,1,1.4,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.105054+00:00
cuisine_cuisine_of_saudi_arabia_11__yes,cuisine_cuisine_of_saudi_arabia_11,Cuisine_of_Saudi_Arabia_11.jpg,cuisine,yes,أقراص فول مقلية بقالب الوافل,فلافل مقلية بقالب الوافل,صورة لعدة أقراص فلافل بنية اللون مقلية بقالب الوافل ذات نقشة شبكية متقاطعة، مكدس,هل هذا الطبق أقراص فول مقلية بقالب الوافل؟,نعم,نعم,yes,1,,,1,1.17,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.309998+00:00
cuisine_cuisine_of_saudi_arabia_07__no,cuisine_cuisine_of_saudi_arabia_07,Cuisine_of_Saudi_Arabia_07.JPG,cuisine,no,دقوس (صلصة طماطم),صلصة شكشوكة,صورة لوعاء أبيض صغير يحتوي على صلصة شكشوكة حمراء سميكة القوام، مزينة بشرائح رقيق,هل هذا الطبق صلصة شكشوكة؟,لا,نعم,yes,0,,,1,1.31,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.322392+00:00
cuisine_cuisine_of_saudi_arabia_10__no,cuisine_cuisine_of_saudi_arabia_10,Cuisine_of_Saudi_Arabia_10.JPG,cuisine,no,سندويش فلافل,سندويش كفتة مشوية,صورة مقربة لسندويش خبز ملفوف محشو بقطع كفتة مشوية وبطاطس مقلية وطماطم وخس وبقدون,هل هذا الطبق سندويش كفتة مشوية؟,لا,لا,no,1,,,1,1.41,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.530269+00:00
cuisine_cuisine_of_the_united_arab_emirates_05__no,cuisine_cuisine_of_the_united_arab_emirates_05,Cuisine_of_the_United_Arab_Emirates_05.jpg,cuisine,no,هريس إماراتي,مفركة يمنية,صورة مقربة لوعاء بحافة برتقالية يحتوي على مفركة يمنية بقوام سميك مضروب يميل للتم,هل هذا الطبق مفركة يمنية؟,لا,نعم,yes,0,,,1,1.04,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.533683+00:00
cuisine_levantine_cuisine_01__yes,cuisine_levantine_cuisine_01,Levantine_cuisine_01.jpg,cuisine,yes,حمص بالطحينة,حمص بالفول,صورة مقربة لطبق أسود يحتوي على معجون حمص بالفول كريمي القوام يميل للون البني الف,هل هذا الطبق حمص بالطحينة؟,نعم,نعم,yes,1,,,1,1.13,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.719370+00:00
cuisine_cuisine_of_saudi_arabia_10__yes,cuisine_cuisine_of_saudi_arabia_10,Cuisine_of_Saudi_Arabia_10.JPG,cuisine,yes,سندويش فلافل,سندويش كفتة مشوية,صورة مقربة لسندويش خبز ملفوف محشو بقطع كفتة مشوية وبطاطس مقلية وطماطم وخس وبقدون,هل هذا الطبق سندويش فلافل؟,نعم,نعم,yes,1,,,1,1.72,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.781346+00:00
cuisine_cuisine_of_saudi_arabia_11__no,cuisine_cuisine_of_saudi_arabia_11,Cuisine_of_Saudi_Arabia_11.jpg,cuisine,no,أقراص فول مقلية بقالب الوافل,فلافل مقلية بقالب الوافل,صورة لعدة أقراص فلافل بنية اللون مقلية بقالب الوافل ذات نقشة شبكية متقاطعة، مكدس,هل هذا الطبق فلافل مقلية بقالب الوافل؟,لا,نعم,yes,0,,,1,1.55,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:06.847155+00:00
