task_id,image_id,filename,category,polarity,gt_ar,h_item_ar,context_ar,question_text,ground_truth,raw_response,parsed_answer,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
cuisine_cuisine_of_egypt_04__yes,cuisine_cuisine_of_egypt_04,Cuisine_of_Egypt_04.jpg,cuisine,yes,قوالب معجنات مقلية مجوفة,قرون غزال مغربية فارغة,صورة لعدة قطع عجين لوز مقلية فارغة من الداخل بلون بني ذهبي، على شكل قرون غزال مغ,هل هذا الطبق قوالب معجنات مقلية مجوفة؟,نعم,نعم,yes,1,,,1,1.3,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:39.466442+00:00
architecture_jabal_alfil_elephant_rock_elephant_13__yes,architecture_jabal_alfil_elephant_rock_elephant_13,Jabal_AlFil_Elephant_Rock_elephant (13).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية واسعة لجبل القارة بالأحساء تحت سماء غائمة جزئياً، تُظهر طبقاته الصخر,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,5.62,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:39.486248+00:00
attire_85605_burnus__no,attire_85605_burnus,85605_Burnus.jpg,attire,no,برنوس,جلابة مغربية صوفية,صورة لجلابة مغربية صوفية تقليدية بلون بيج فاتح، فضفاضة تصل حتى القدمين، مزودة بق,هل هذه القطعة جلابة مغربية صوفية؟,لا,نعم,yes,0,,,1,3.1,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:39.654379+00:00
cuisine_cuisine_of_egypt_08__yes,cuisine_cuisine_of_egypt_08,Cuisine_of_Egypt_08.jpg,cuisine,yes,زينة طعام على شكل وردة من شرائح الخضار,وردة مقطعة من عجينة السكر,صورة لطبق معدني داكن اللون عليه قطعتان مزخرفتان على شكل وردتين بيضاويتين اللون، ,هل هذا الطبق زينة طعام على شكل وردة من شرائح الخضار؟,نعم,لا,no,0,,,1,1.21,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:39.684288+00:00
cuisine_cuisine_of_jordan_02__yes,cuisine_cuisine_of_jordan_02,Cuisine_of_Jordan_02.jpg,cuisine,yes,سمبوسك مقلي كبير الحجم,بيروق لحم تركي,صورة مقربة لبيروق لحم تركي كبير الحجم بلون بني فاتح ذي طبقات عجين ملفوفة حلزونيا,هل هذا الطبق سمبوسك مقلي كبير الحجم؟,نعم,لا,no,0,,,1,1.19,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:39.830317+00:00
attire_86251_headscarf__no,attire_86251_headscarf,86251_Headscarf.jpg,attire,no,غطاء رأس فلسطيني مطرز (منديل),شال حوراني مطرز بالحرير,صورة لشال حوراني كبير مطرز بالحرير بلون كريمي فاتح، مغطى بصفوف متكررة من زخارف ص,هل هذه القطعة شال حوراني مطرز بالحرير؟,لا,نعم,yes,0,,,1,2.83,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:39.877194+00:00
attire_86251_headscarf__yes,attire_86251_headscarf,86251_Headscarf.jpg,attire,yes,غطاء رأس فلسطيني مطرز (منديل),شال حوراني مطرز بالحرير,صورة لشال حوراني كبير مطرز بالحرير بلون كريمي فاتح، مغطى بصفوف متكررة من زخارف ص,هل هذه القطعة غطاء رأس فلسطيني مطرز (منديل)؟,نعم,نعم,yes,1,,,1,3.13,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:39.931040+00:00
cuisine_cuisine_of_egypt_04__no,cuisine_cuisine_of_egypt_04,Cuisine_of_Egypt_04.jpg,cuisine,no,قوالب معجنات مقلية مجوفة,قرون غزال مغربية فارغة,صورة لعدة قطع عجين لوز مقلية فارغة من الداخل بلون بني ذهبي، على شكل قرون غزال مغ,هل هذا الطبق قرون غزال مغربية فارغة؟,لا,نعم,yes,0,,,1,1.66,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:39.944745+00:00
attire_86267_abaya_cloak__no,attire_86267_abaya_cloak,86267_Abaya_Cloak.jpg,attire,no,عباءة,روب إيكات أوزبكي,صورة لروب إيكات أوزبكي تقليدي (تشابان) بلون أزرق داكن، مزين بنقوش متداخلة متدرجة,هل هذه القطعة روب إيكات أوزبكي؟,لا,نعم,yes,0,,,1,2.6,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:40.103324+00:00
cuisine_cuisine_of_jordan_04__no,cuisine_cuisine_of_jordan_04,Cuisine_of_Jordan_04.JPG,cuisine,no,باذنجان مشوي على الموقد استعداداً لبابا غنوج,فلفل مشوي على الموقد,صورة لثلاث حبات فلفل أخضر داكنة اللون موضوعة مباشرة فوق شعلات موقد غاز معدني، مع,هل هذا الطبق فلفل مشوي على الموقد؟,لا,لا,no,1,,,1,1.25,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:40.190411+00:00
architecture_jabal_alfil_elephant_rock_elephant_12__no,architecture_jabal_alfil_elephant_rock_elephant_12,Jabal_AlFil_Elephant_Rock_elephant (12).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة ليلية لجبل القارة بالأحساء مضاءً بإضاءة برتقالية دافئة من الأسفل، وسط منطقة,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,6.47,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:40.339171+00:00
cuisine_cuisine_of_saudi_arabia_03__no,cuisine_cuisine_of_saudi_arabia_03,Cuisine_of_Saudi_Arabia_03.JPG,cuisine,no,سندويش عربي محشو باللحم والخضار,شاورما لبنانية بخبز صاج,صورة لخبز صاج لبناني رقيق مطوي على شكل قارب محشو بشرائح لحم الشاورما، وشرائح طما,هل هذا الطبق شاورما لبنانية بخبز صاج؟,لا,نعم,yes,0,,,1,1.13,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:40.504422+00:00
cuisine_cuisine_of_jordan_05__yes,cuisine_cuisine_of_jordan_05,Cuisine_of_Jordan_05.jpg,cuisine,yes,دلة قهوة بدوية على نار الحطب,إبريق شاي بدوي,صورة لإبريق شاي بدوي أسود ذي مقبض جانبي وغطاء علوي وفوهة صب طويلة، موضوع فوق كوم,هل هذا الطبق دلة قهوة بدوية على نار الحطب؟,نعم,لا,no,0,,,1,1.69,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:40.759962+00:00
cuisine_cuisine_of_saudi_arabia_07__no,cuisine_cuisine_of_saudi_arabia_07,Cuisine_of_Saudi_Arabia_07.JPG,cuisine,no,دقوس (صلصة طماطم),صلصة شكشوكة,صورة لوعاء أبيض صغير يحتوي على صلصة شكشوكة حمراء سميكة القوام، مزينة بشرائح رقيق,هل هذا الطبق صلصة شكشوكة؟,لا,نعم,yes,0,,,1,1.23,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:40.917110+00:00
cuisine_cuisine_of_jordan_05__no,cuisine_cuisine_of_jordan_05,Cuisine_of_Jordan_05.jpg,cuisine,no,دلة قهوة بدوية على نار الحطب,إبريق شاي بدوي,صورة لإبريق شاي بدوي أسود ذي مقبض جانبي وغطاء علوي وفوهة صب طويلة، موضوع فوق كوم,هل هذا الطبق إبريق شاي بدوي؟,لا,نعم,yes,0,,,1,1.71,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:40.943227+00:00
attire_86275_abaya_cloak__yes,attire_86275_abaya_cloak,86275_Abaya_Cloak.jpg,attire,yes,عباءة سورية حمراء مخططة (نسخة ثانية),معطف بدوي أحمر مخطط بالساتان,صورة لمعطف بدوي طويل فضفاض بلون أحمر عنابي ذي بريق ساتان خفيف، تتخلله أشرطة رفيع,هل هذه القطعة عباءة سورية حمراء مخططة (نسخة ثانية)؟,نعم,لا,no,0,,,1,3.43,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:40.966687+00:00
cuisine_cuisine_of_saudi_arabia_10__yes,cuisine_cuisine_of_saudi_arabia_10,Cuisine_of_Saudi_Arabia_10.JPG,cuisine,yes,سندويش فلافل,سندويش كفتة مشوية,صورة مقربة لسندويش خبز ملفوف محشو بقطع كفتة مشوية وبطاطس مقلية وطماطم وخس وبقدون,هل هذا الطبق سندويش فلافل؟,نعم,نعم,yes,1,,,1,1.22,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:41.045519+00:00
cuisine_cuisine_of_egypt_07__no,cuisine_cuisine_of_egypt_07,Cuisine_of_Egypt_07.jpg,cuisine,no,أرز بلبن مصري,مهلبية بالأرز,صورة ليدين تحملان طبقين بحافة وردية يحتويان على مهلبية بالأرز بقوام كريمي أملس م,هل هذا الطبق مهلبية بالأرز؟,لا,نعم,yes,0,,,1,2.91,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:41.369412+00:00
cuisine_cuisine_of_saudi_arabia_10__no,cuisine_cuisine_of_saudi_arabia_10,Cuisine_of_Saudi_Arabia_10.JPG,cuisine,no,سندويش فلافل,سندويش كفتة مشوية,صورة مقربة لسندويش خبز ملفوف محشو بقطع كفتة مشوية وبطاطس مقلية وطماطم وخس وبقدون,هل هذا الطبق سندويش كفتة مشوية؟,لا,لا,no,1,,,1,1.69,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:41.572055+00:00
cuisine_cuisine_of_jordan_02__no,cuisine_cuisine_of_jordan_02,Cuisine_of_Jordan_02.jpg,cuisine,no,سمبوسك مقلي كبير الحجم,بيروق لحم تركي,صورة مقربة لبيروق لحم تركي كبير الحجم بلون بني فاتح ذي طبقات عجين ملفوفة حلزونيا,هل هذا الطبق بيروق لحم تركي؟,لا,لا,no,1,,,1,3.01,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:41.698160+00:00
cuisine_cuisine_of_saudi_arabia_11__yes,cuisine_cuisine_of_saudi_arabia_11,Cuisine_of_Saudi_Arabia_11.jpg,cuisine,yes,أقراص فول مقلية بقالب الوافل,فلافل مقلية بقالب الوافل,صورة لعدة أقراص فلافل بنية اللون مقلية بقالب الوافل ذات نقشة شبكية متقاطعة، مكدس,هل هذا الطبق أقراص فول مقلية بقالب الوافل؟,نعم,نعم,yes,1,,,1,1.77,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:41.700412+00:00
cuisine_cuisine_of_saudi_arabia_14__no,cuisine_cuisine_of_saudi_arabia_14,Cuisine_of_Saudi_Arabia_14.JPG,cuisine,no,مشروب حليب بالتمر,لبن بالتمر يمني,صورة لكوب زجاجي مملوء بمشروب اللبن بالتمر اليمني، ذي القوام السميك المائل للبياض,هل هذا الطبق لبن بالتمر يمني؟,لا,نعم,yes,0,,,1,1.62,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:41.814153+00:00
cuisine_cuisine_of_the_united_arab_emirates_05__yes,cuisine_cuisine_of_the_united_arab_emirates_05,Cuisine_of_the_United_Arab_Emirates_05.jpg,cuisine,yes,هريس إماراتي,مفركة يمنية,صورة مقربة لوعاء بحافة برتقالية يحتوي على مفركة يمنية بقوام سميك مضروب يميل للتم,هل هذا الطبق هريس إماراتي؟,نعم,لا,no,0,,,1,1.06,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:41.818579+00:00
cuisine_cuisine_of_saudi_arabia_03__yes,cuisine_cuisine_of_saudi_arabia_03,Cuisine_of_Saudi_Arabia_03.JPG,cuisine,yes,سندويش عربي محشو باللحم والخضار,شاورما لبنانية بخبز صاج,صورة لخبز صاج لبناني رقيق مطوي على شكل قارب محشو بشرائح لحم الشاورما، وشرائح طما,هل هذا الطبق سندويش عربي محشو باللحم والخضار؟,نعم,نعم,yes,1,,,1,2.58,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:41.862630+00:00
cuisine_cuisine_of_egypt_08__no,cuisine_cuisine_of_egypt_08,Cuisine_of_Egypt_08.jpg,cuisine,no,زينة طعام على شكل وردة من شرائح الخضار,وردة مقطعة من عجينة السكر,صورة لطبق معدني داكن اللون عليه قطعتان مزخرفتان على شكل وردتين بيضاويتين اللون، ,هل هذا الطبق وردة مقطعة من عجينة السكر؟,لا,لا,no,1,,,1,3.68,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:42.312581+00:00
cuisine_cuisine_of_yemen_03__yes,cuisine_cuisine_of_yemen_03,Cuisine_of_Yemen_03.png,cuisine,yes,بنت الصحن,كنافة بالعسل,صورة مقربة لقطعة مثلثة من كنافة بعروق الشعرية المقرمشة، مغطاة بشراب عسل لامع، عل,هل هذا الطبق بنت الصحن؟,نعم,لا,no,0,,,1,1.39,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:42.335579+00:00
cuisine_levantine_cuisine_01__no,cuisine_levantine_cuisine_01,Levantine_cuisine_01.jpg,cuisine,no,حمص بالطحينة,حمص بالفول,صورة مقربة لطبق أسود يحتوي على معجون حمص بالفول كريمي القوام يميل للون البني الف,هل هذا الطبق حمص بالفول؟,لا,لا,no,1,,,1,1.08,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:42.450496+00:00
cuisine_cuisine_of_jordan_04__yes,cuisine_cuisine_of_jordan_04,Cuisine_of_Jordan_04.JPG,cuisine,yes,باذنجان مشوي على الموقد استعداداً لبابا غنوج,فلفل مشوي على الموقد,صورة لثلاث حبات فلفل أخضر داكنة اللون موضوعة مباشرة فوق شعلات موقد غاز معدني، مع,هل هذا الطبق باذنجان مشوي على الموقد استعداداً لبابا غنوج؟,نعم,نعم,yes,1,,,1,3.54,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:09:42.473790+00:00
