task_id,image_id,filename,category,polarity,gt_ar,h_item_ar,context_ar,question_text,ground_truth,raw_response,parsed_answer,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
architecture_jabal_alfil_elephant_rock_elephant_11__yes,architecture_jabal_alfil_elephant_rock_elephant_11,Jabal_AlFil_Elephant_Rock_elephant (11).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة بالأحساء عند الغروب مع أشعة شمس منتشرة من خلال فتحته المقوسة، و,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,3.26,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:21.901410+00:00
attire_86251_headscarf__yes,attire_86251_headscarf,86251_Headscarf.jpg,attire,yes,غطاء رأس فلسطيني مطرز (منديل),شال حوراني مطرز بالحرير,صورة لشال حوراني كبير مطرز بالحرير بلون كريمي فاتح، مغطى بصفوف متكررة من زخارف ص,هل هذه القطعة غطاء رأس فلسطيني مطرز (منديل)؟,نعم,لا,no,0,,,1,4.44,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.123826+00:00
architecture_al_rahmah_mosque_m11__no,architecture_al_rahmah_mosque_m11,Al_Rahmah_Mosque_m11.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة قريبة لممر مسجد تانجونج بونجاه العائم في بينانج المقنطر الأبيض الممتد فوق ا,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,لا,no,1,,,1,4.49,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.129342+00:00
architecture_al_rahmah_mosque_m1__yes,architecture_al_rahmah_mosque_m1,Al_Rahmah_Mosque_m1.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم في جزيرة بينانج بماليزيا، مبني على ركائز فوق سط,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,لا,no,0,,,1,4.5,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.130900+00:00
attire_86251_headscarf__no,attire_86251_headscarf,86251_Headscarf.jpg,attire,no,غطاء رأس فلسطيني مطرز (منديل),شال حوراني مطرز بالحرير,صورة لشال حوراني كبير مطرز بالحرير بلون كريمي فاتح، مغطى بصفوف متكررة من زخارف ص,هل هذه القطعة شال حوراني مطرز بالحرير؟,لا,نعم,yes,0,,,1,4.45,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.132636+00:00
architecture_al_rahmah_mosque_m1__no,architecture_al_rahmah_mosque_m1,Al_Rahmah_Mosque_m1.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم في جزيرة بينانج بماليزيا، مبني على ركائز فوق سط,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,نعم,yes,0,,,1,4.5,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.133575+00:00
architecture_al_rahmah_mosque_m13__no,architecture_al_rahmah_mosque_m13,Al_Rahmah_Mosque_m13.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم عند الشفق بألوان سماء زرقاء داكنة في بينانج، مع,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,نعم,yes,0,,,1,4.71,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.346753+00:00
architecture_al_rahmah_mosque_m10__yes,architecture_al_rahmah_mosque_m10,Al_Rahmah_Mosque_m10.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة ليلية لمسجد تانجونج بونجاه العائم في بينانج بماليزيا، مضاءً بإضاءة زرقاء وخ,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,لا,no,0,,,1,4.71,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.348536+00:00
architecture_al_rahmah_mosque_m10__no,architecture_al_rahmah_mosque_m10,Al_Rahmah_Mosque_m10.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة ليلية لمسجد تانجونج بونجاه العائم في بينانج بماليزيا، مضاءً بإضاءة زرقاء وخ,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,لا,no,1,,,1,4.71,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.349607+00:00
architecture_al_rahmah_mosque_m13__yes,architecture_al_rahmah_mosque_m13,Al_Rahmah_Mosque_m13.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم عند الشفق بألوان سماء زرقاء داكنة في بينانج، مع,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,نعم,yes,1,,,1,4.71,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.350320+00:00
architecture_al_rahmah_mosque_m12__no,architecture_al_rahmah_mosque_m12,Al_Rahmah_Mosque_m12.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة نهارية واسعة لمسجد تانجونج بونجاه العائم بالكامل من الساحل في بينانج، تُظهر,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,لا,no,1,,,1,4.72,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.353794+00:00
architecture_al_rahmah_mosque_m12__yes,architecture_al_rahmah_mosque_m12,Al_Rahmah_Mosque_m12.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة نهارية واسعة لمسجد تانجونج بونجاه العائم بالكامل من الساحل في بينانج، تُظهر,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,لا,no,0,,,1,4.78,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.411370+00:00
architecture_jabal_alfil_elephant_rock_elephant_1__no,architecture_jabal_alfil_elephant_rock_elephant_1,Jabal_AlFil_Elephant_Rock_elephant (1).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة الرملي الشهير في الأحساء، وهو تكوين صخري طبيعي بلون بني ذهبي يح,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,5.16,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:23.801388+00:00
cuisine_cuisine_of_egypt_08__yes,cuisine_cuisine_of_egypt_08,Cuisine_of_Egypt_08.jpg,cuisine,yes,زينة طعام على شكل وردة من شرائح الخضار,وردة مقطعة من عجينة السكر,صورة لطبق معدني داكن اللون عليه قطعتان مزخرفتان على شكل وردتين بيضاويتين اللون، ,هل هذا الطبق زينة طعام على شكل وردة من شرائح الخضار؟,نعم,لا,no,0,,,1,2.61,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:24.167658+00:00
cuisine_cuisine_of_egypt_04__no,cuisine_cuisine_of_egypt_04,Cuisine_of_Egypt_04.jpg,cuisine,no,قوالب معجنات مقلية مجوفة,قرون غزال مغربية فارغة,صورة لعدة قطع عجين لوز مقلية فارغة من الداخل بلون بني ذهبي، على شكل قرون غزال مغ,هل هذا الطبق قرون غزال مغربية فارغة؟,لا,نعم,yes,0,,,1,3.96,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:24.395444+00:00
cuisine_cuisine_of_egypt_04__yes,cuisine_cuisine_of_egypt_04,Cuisine_of_Egypt_04.jpg,cuisine,yes,قوالب معجنات مقلية مجوفة,قرون غزال مغربية فارغة,صورة لعدة قطع عجين لوز مقلية فارغة من الداخل بلون بني ذهبي، على شكل قرون غزال مغ,هل هذا الطبق قوالب معجنات مقلية مجوفة؟,نعم,نعم,yes,1,,,1,3.97,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:24.399620+00:00
attire_86275_abaya_cloak__yes,attire_86275_abaya_cloak,86275_Abaya_Cloak.jpg,attire,yes,عباءة سورية حمراء مخططة (نسخة ثانية),معطف بدوي أحمر مخطط بالساتان,صورة لمعطف بدوي طويل فضفاض بلون أحمر عنابي ذي بريق ساتان خفيف، تتخلله أشرطة رفيع,هل هذه القطعة عباءة سورية حمراء مخططة (نسخة ثانية)؟,نعم,لا,no,0,,,1,4.4,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:24.402463+00:00
architecture_jabal_alfil_elephant_rock_elephant_1__yes,architecture_jabal_alfil_elephant_rock_elephant_1,Jabal_AlFil_Elephant_Rock_elephant (1).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة الرملي الشهير في الأحساء، وهو تكوين صخري طبيعي بلون بني ذهبي يح,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,5.77,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:24.403334+00:00
cuisine_cuisine_of_egypt_02__no,cuisine_cuisine_of_egypt_02,Cuisine_of_Egypt_02.jpg,cuisine,no,باذنجان مشوي بالطماطم,متبل باذنجان مصري,صورة لطبق معدني دائري عليه متبل باذنجان مصري مهروس مغطى بصلصة طماطم مفرومة، مزين,هل هذا الطبق متبل باذنجان مصري؟,لا,لا,no,1,,,1,4.17,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:24.406704+00:00
cuisine_cuisine_of_egypt_07__no,cuisine_cuisine_of_egypt_07,Cuisine_of_Egypt_07.jpg,cuisine,no,أرز بلبن مصري,مهلبية بالأرز,صورة ليدين تحملان طبقين بحافة وردية يحتويان على مهلبية بالأرز بقوام كريمي أملس م,هل هذا الطبق مهلبية بالأرز؟,لا,نعم,yes,0,,,1,3.9,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:24.406962+00:00
architecture_jabal_alfil_elephant_rock_elephant_13__yes,architecture_jabal_alfil_elephant_rock_elephant_13,Jabal_AlFil_Elephant_Rock_elephant (13).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية واسعة لجبل القارة بالأحساء تحت سماء غائمة جزئياً، تُظهر طبقاته الصخر,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,5.78,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:24.415253+00:00
cuisine_cuisine_of_egypt_02__yes,cuisine_cuisine_of_egypt_02,Cuisine_of_Egypt_02.jpg,cuisine,yes,باذنجان مشوي بالطماطم,متبل باذنجان مصري,صورة لطبق معدني دائري عليه متبل باذنجان مصري مهروس مغطى بصلصة طماطم مفرومة، مزين,هل هذا الطبق باذنجان مشوي بالطماطم؟,نعم,نعم,yes,1,,,1,4.21,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:24.430437+00:00
architecture_jabal_alfil_elephant_rock_elephant_10__no,architecture_jabal_alfil_elephant_rock_elephant_10,Jabal_AlFil_Elephant_Rock_elephant (10).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية لجبل القارة بالأحساء مع سيارة وأشخاص صغار الحجم أمامه لإظهار مقياسه ,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,6.36,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:25.001268+00:00
architecture_jabal_alfil_elephant_rock_elephant_13__no,architecture_jabal_alfil_elephant_rock_elephant_13,Jabal_AlFil_Elephant_Rock_elephant (13).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية واسعة لجبل القارة بالأحساء تحت سماء غائمة جزئياً، تُظهر طبقاته الصخر,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,6.37,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:25.012317+00:00
attire_86275_abaya_cloak__no,attire_86275_abaya_cloak,86275_Abaya_Cloak.jpg,attire,no,عباءة سورية حمراء مخططة (نسخة ثانية),معطف بدوي أحمر مخطط بالساتان,صورة لمعطف بدوي طويل فضفاض بلون أحمر عنابي ذي بريق ساتان خفيف، تتخلله أشرطة رفيع,هل هذه القطعة معطف بدوي أحمر مخطط بالساتان؟,لا,لا,no,1,,,1,4.81,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:25.012933+00:00
architecture_jabal_alfil_elephant_rock_elephant_12__no,architecture_jabal_alfil_elephant_rock_elephant_12,Jabal_AlFil_Elephant_Rock_elephant (12).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة ليلية لجبل القارة بالأحساء مضاءً بإضاءة برتقالية دافئة من الأسفل، وسط منطقة,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,6.38,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:25.022690+00:00
cuisine_cuisine_of_saudi_arabia_07__no,cuisine_cuisine_of_saudi_arabia_07,Cuisine_of_Saudi_Arabia_07.JPG,cuisine,no,دقوس (صلصة طماطم),صلصة شكشوكة,صورة لوعاء أبيض صغير يحتوي على صلصة شكشوكة حمراء سميكة القوام، مزينة بشرائح رقيق,هل هذا الطبق صلصة شكشوكة؟,لا,نعم,yes,0,,,1,2.41,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:25.819608+00:00
architecture_jabal_alfil_elephant_rock_elephant_12__yes,architecture_jabal_alfil_elephant_rock_elephant_12,Jabal_AlFil_Elephant_Rock_elephant (12).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة ليلية لجبل القارة بالأحساء مضاءً بإضاءة برتقالية دافئة من الأسفل، وسط منطقة,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,7.54,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:26.182669+00:00
cuisine_cuisine_of_egypt_07__yes,cuisine_cuisine_of_egypt_07,Cuisine_of_Egypt_07.jpg,cuisine,yes,أرز بلبن مصري,مهلبية بالأرز,صورة ليدين تحملان طبقين بحافة وردية يحتويان على مهلبية بالأرز بقوام كريمي أملس م,هل هذا الطبق أرز بلبن مصري؟,نعم,لا,no,0,,,1,5.74,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:26.182981+00:00
cuisine_cuisine_of_egypt_08__no,cuisine_cuisine_of_egypt_08,Cuisine_of_Egypt_08.jpg,cuisine,no,زينة طعام على شكل وردة من شرائح الخضار,وردة مقطعة من عجينة السكر,صورة لطبق معدني داكن اللون عليه قطعتان مزخرفتان على شكل وردتين بيضاويتين اللون، ,هل هذا الطبق وردة مقطعة من عجينة السكر؟,لا,لا,no,1,,,1,4.29,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:26.183121+00:00
architecture_jabal_alfil_elephant_rock_elephant_10__yes,architecture_jabal_alfil_elephant_rock_elephant_10,Jabal_AlFil_Elephant_Rock_elephant (10).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية لجبل القارة بالأحساء مع سيارة وأشخاص صغار الحجم أمامه لإظهار مقياسه ,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,7.55,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:26.190138+00:00
cuisine_cuisine_of_jordan_04__no,cuisine_cuisine_of_jordan_04,Cuisine_of_Jordan_04.JPG,cuisine,no,باذنجان مشوي على الموقد استعداداً لبابا غنوج,فلفل مشوي على الموقد,صورة لثلاث حبات فلفل أخضر داكنة اللون موضوعة مباشرة فوق شعلات موقد غاز معدني، مع,هل هذا الطبق فلفل مشوي على الموقد؟,لا,لا,no,1,,,1,4.21,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:27.338734+00:00
cuisine_cuisine_of_jordan_02__yes,cuisine_cuisine_of_jordan_02,Cuisine_of_Jordan_02.jpg,cuisine,yes,سمبوسك مقلي كبير الحجم,بيروق لحم تركي,صورة مقربة لبيروق لحم تركي كبير الحجم بلون بني فاتح ذي طبقات عجين ملفوفة حلزونيا,هل هذا الطبق سمبوسك مقلي كبير الحجم؟,نعم,لا,no,0,,,1,5.44,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:27.342985+00:00
cuisine_cuisine_of_jordan_02__no,cuisine_cuisine_of_jordan_02,Cuisine_of_Jordan_02.jpg,cuisine,no,سمبوسك مقلي كبير الحجم,بيروق لحم تركي,صورة مقربة لبيروق لحم تركي كبير الحجم بلون بني فاتح ذي طبقات عجين ملفوفة حلزونيا,هل هذا الطبق بيروق لحم تركي؟,لا,لا,no,1,,,1,4.22,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:27.347821+00:00
cuisine_cuisine_of_saudi_arabia_03__no,cuisine_cuisine_of_saudi_arabia_03,Cuisine_of_Saudi_Arabia_03.JPG,cuisine,no,سندويش عربي محشو باللحم والخضار,شاورما لبنانية بخبز صاج,صورة لخبز صاج لبناني رقيق مطوي على شكل قارب محشو بشرائح لحم الشاورما، وشرائح طما,هل هذا الطبق شاورما لبنانية بخبز صاج؟,لا,نعم,yes,0,,,1,4.0,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:27.353720+00:00
cuisine_cuisine_of_saudi_arabia_03__yes,cuisine_cuisine_of_saudi_arabia_03,Cuisine_of_Saudi_Arabia_03.JPG,cuisine,yes,سندويش عربي محشو باللحم والخضار,شاورما لبنانية بخبز صاج,صورة لخبز صاج لبناني رقيق مطوي على شكل قارب محشو بشرائح لحم الشاورما، وشرائح طما,هل هذا الطبق سندويش عربي محشو باللحم والخضار؟,نعم,نعم,yes,1,,,1,4.05,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:27.400495+00:00
cuisine_cuisine_of_jordan_04__yes,cuisine_cuisine_of_jordan_04,Cuisine_of_Jordan_04.JPG,cuisine,yes,باذنجان مشوي على الموقد استعداداً لبابا غنوج,فلفل مشوي على الموقد,صورة لثلاث حبات فلفل أخضر داكنة اللون موضوعة مباشرة فوق شعلات موقد غاز معدني، مع,هل هذا الطبق باذنجان مشوي على الموقد استعداداً لبابا غنوج؟,نعم,لا,no,0,,,1,4.4,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:27.530166+00:00
cuisine_cuisine_of_saudi_arabia_10__yes,cuisine_cuisine_of_saudi_arabia_10,Cuisine_of_Saudi_Arabia_10.JPG,cuisine,yes,سندويش فلافل,سندويش كفتة مشوية,صورة مقربة لسندويش خبز ملفوف محشو بقطع كفتة مشوية وبطاطس مقلية وطماطم وخس وبقدون,هل هذا الطبق سندويش فلافل؟,نعم,لا,no,0,,,1,4.61,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:28.410990+00:00
cuisine_cuisine_of_saudi_arabia_04__yes,cuisine_cuisine_of_saudi_arabia_04,Cuisine_of_Saudi_Arabia_04.jpg,cuisine,yes,عريكة,مصابيب بالتمر,صورة لطبق عليه قطع خبز ممزقة ومحمصة بلون بني فاتح، في منتصفها بركة من العسل، محا,هل هذا الطبق عريكة؟,نعم,لا,no,0,,,1,5.06,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:28.411352+00:00
cuisine_cuisine_of_saudi_arabia_10__no,cuisine_cuisine_of_saudi_arabia_10,Cuisine_of_Saudi_Arabia_10.JPG,cuisine,no,سندويش فلافل,سندويش كفتة مشوية,صورة مقربة لسندويش خبز ملفوف محشو بقطع كفتة مشوية وبطاطس مقلية وطماطم وخس وبقدون,هل هذا الطبق سندويش كفتة مشوية؟,لا,لا,no,1,,,1,4.24,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:28.411542+00:00
cuisine_cuisine_of_saudi_arabia_04__no,cuisine_cuisine_of_saudi_arabia_04,Cuisine_of_Saudi_Arabia_04.jpg,cuisine,no,عريكة,مصابيب بالتمر,صورة لطبق عليه قطع خبز ممزقة ومحمصة بلون بني فاتح، في منتصفها بركة من العسل، محا,هل هذا الطبق مصابيب بالتمر؟,لا,نعم,yes,0,,,1,5.06,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:28.411801+00:00
cuisine_cuisine_of_jordan_05__yes,cuisine_cuisine_of_jordan_05,Cuisine_of_Jordan_05.jpg,cuisine,yes,دلة قهوة بدوية على نار الحطب,إبريق شاي بدوي,صورة لإبريق شاي بدوي أسود ذي مقبض جانبي وغطاء علوي وفوهة صب طويلة، موضوع فوق كوم,هل هذا الطبق دلة قهوة بدوية على نار الحطب؟,نعم,لا,no,0,,,1,5.28,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:28.413469+00:00
cuisine_cuisine_of_saudi_arabia_07__yes,cuisine_cuisine_of_saudi_arabia_07,Cuisine_of_Saudi_Arabia_07.JPG,cuisine,yes,دقوس (صلصة طماطم),صلصة شكشوكة,صورة لوعاء أبيض صغير يحتوي على صلصة شكشوكة حمراء سميكة القوام، مزينة بشرائح رقيق,هل هذا الطبق دقوس (صلصة طماطم)؟,نعم,لا,no,0,,,1,5.06,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:28.413694+00:00
cuisine_cuisine_of_saudi_arabia_11__no,cuisine_cuisine_of_saudi_arabia_11,Cuisine_of_Saudi_Arabia_11.jpg,cuisine,no,أقراص فول مقلية بقالب الوافل,فلافل مقلية بقالب الوافل,صورة لعدة أقراص فلافل بنية اللون مقلية بقالب الوافل ذات نقشة شبكية متقاطعة، مكدس,هل هذا الطبق فلافل مقلية بقالب الوافل؟,لا,نعم,yes,0,,,1,4.64,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T09:00:29.038126+00:00
