task_id,image_id,filename,category,polarity,gt_ar,h_item_ar,context_ar,question_text,ground_truth,raw_response,parsed_answer,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
architecture_al_rahmah_mosque_m13__yes,architecture_al_rahmah_mosque_m13,Al_Rahmah_Mosque_m13.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم عند الشفق بألوان سماء زرقاء داكنة في بينانج، مع,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,لا,no,0,,,1,2.56,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:52.697757+00:00
architecture_al_rahmah_mosque_m12__no,architecture_al_rahmah_mosque_m12,Al_Rahmah_Mosque_m12.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة نهارية واسعة لمسجد تانجونج بونجاه العائم بالكامل من الساحل في بينانج، تُظهر,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,لا,no,1,,,1,2.56,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:52.702049+00:00
architecture_al_rahmah_mosque_m10__yes,architecture_al_rahmah_mosque_m10,Al_Rahmah_Mosque_m10.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة ليلية لمسجد تانجونج بونجاه العائم في بينانج بماليزيا، مضاءً بإضاءة زرقاء وخ,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,نعم,yes,1,,,1,2.8,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:52.936359+00:00
attire_86267_abaya_cloak__no,attire_86267_abaya_cloak,86267_Abaya_Cloak.jpg,attire,no,عباءة,روب إيكات أوزبكي,صورة لروب إيكات أوزبكي تقليدي (تشابان) بلون أزرق داكن، مزين بنقوش متداخلة متدرجة,هل هذه القطعة روب إيكات أوزبكي؟,لا,نعم,yes,0,,,1,2.77,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:52.968606+00:00
architecture_jabal_alfil_elephant_rock_elephant_11__no,architecture_jabal_alfil_elephant_rock_elephant_11,Jabal_AlFil_Elephant_Rock_elephant (11).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة بالأحساء عند الغروب مع أشعة شمس منتشرة من خلال فتحته المقوسة، و,هل هذا المبنى جبل القارة بالأحساء؟,لا,نعم,yes,0,,,1,2.9,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.035100+00:00
architecture_jabal_alfil_elephant_rock_elephant_13__yes,architecture_jabal_alfil_elephant_rock_elephant_13,Jabal_AlFil_Elephant_Rock_elephant (13).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية واسعة لجبل القارة بالأحساء تحت سماء غائمة جزئياً، تُظهر طبقاته الصخر,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,2.92,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.099421+00:00
architecture_jabal_alfil_elephant_rock_elephant_10__no,architecture_jabal_alfil_elephant_rock_elephant_10,Jabal_AlFil_Elephant_Rock_elephant (10).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية لجبل القارة بالأحساء مع سيارة وأشخاص صغار الحجم أمامه لإظهار مقياسه ,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,3.01,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.149246+00:00
architecture_al_rahmah_mosque_m13__no,architecture_al_rahmah_mosque_m13,Al_Rahmah_Mosque_m13.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم عند الشفق بألوان سماء زرقاء داكنة في بينانج، مع,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,نعم,yes,0,,,1,3.03,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.166398+00:00
attire_86275_abaya_cloak__no,attire_86275_abaya_cloak,86275_Abaya_Cloak.jpg,attire,no,عباءة سورية حمراء مخططة (نسخة ثانية),معطف بدوي أحمر مخطط بالساتان,صورة لمعطف بدوي طويل فضفاض بلون أحمر عنابي ذي بريق ساتان خفيف، تتخلله أشرطة رفيع,هل هذه القطعة معطف بدوي أحمر مخطط بالساتان؟,لا,نعم,yes,0,,,1,1.32,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.184517+00:00
architecture_jabal_alfil_elephant_rock_elephant_12__no,architecture_jabal_alfil_elephant_rock_elephant_12,Jabal_AlFil_Elephant_Rock_elephant (12).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة ليلية لجبل القارة بالأحساء مضاءً بإضاءة برتقالية دافئة من الأسفل، وسط منطقة,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,3.14,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.288169+00:00
cuisine_cuisine_of_egypt_07__no,cuisine_cuisine_of_egypt_07,Cuisine_of_Egypt_07.jpg,cuisine,no,أرز بلبن مصري,مهلبية بالأرز,صورة ليدين تحملان طبقين بحافة وردية يحتويان على مهلبية بالأرز بقوام كريمي أملس م,هل هذا الطبق مهلبية بالأرز؟,لا,نعم,yes,0,,,1,1.05,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.288799+00:00
architecture_jabal_alfil_elephant_rock_elephant_10__yes,architecture_jabal_alfil_elephant_rock_elephant_10,Jabal_AlFil_Elephant_Rock_elephant (10).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية لجبل القارة بالأحساء مع سيارة وأشخاص صغار الحجم أمامه لإظهار مقياسه ,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,3.16,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.302180+00:00
attire_86251_headscarf__no,attire_86251_headscarf,86251_Headscarf.jpg,attire,no,غطاء رأس فلسطيني مطرز (منديل),شال حوراني مطرز بالحرير,صورة لشال حوراني كبير مطرز بالحرير بلون كريمي فاتح، مغطى بصفوف متكررة من زخارف ص,هل هذه القطعة شال حوراني مطرز بالحرير؟,لا,نعم,yes,0,,,1,3.14,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.335188+00:00
architecture_jabal_alfil_elephant_rock_elephant_1__yes,architecture_jabal_alfil_elephant_rock_elephant_1,Jabal_AlFil_Elephant_Rock_elephant (1).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة الرملي الشهير في الأحساء، وهو تكوين صخري طبيعي بلون بني ذهبي يح,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,3.2,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.338834+00:00
cuisine_cuisine_of_egypt_04__no,cuisine_cuisine_of_egypt_04,Cuisine_of_Egypt_04.jpg,cuisine,no,قوالب معجنات مقلية مجوفة,قرون غزال مغربية فارغة,صورة لعدة قطع عجين لوز مقلية فارغة من الداخل بلون بني ذهبي، على شكل قرون غزال مغ,هل هذا الطبق قرون غزال مغربية فارغة؟,لا,نعم,yes,0,,,1,1.42,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.349904+00:00
cuisine_cuisine_of_egypt_04__yes,cuisine_cuisine_of_egypt_04,Cuisine_of_Egypt_04.jpg,cuisine,yes,قوالب معجنات مقلية مجوفة,قرون غزال مغربية فارغة,صورة لعدة قطع عجين لوز مقلية فارغة من الداخل بلون بني ذهبي، على شكل قرون غزال مغ,هل هذا الطبق قوالب معجنات مقلية مجوفة؟,نعم,نعم,yes,1,,,1,1.44,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.363236+00:00
architecture_al_rahmah_mosque_m1__yes,architecture_al_rahmah_mosque_m1,Al_Rahmah_Mosque_m1.png,architecture,yes,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة لمسجد تانجونج بونجاه العائم في جزيرة بينانج بماليزيا، مبني على ركائز فوق سط,هل هذا المبنى مسجد الرحمة (المسجد العائم)؟,نعم,لا,no,0,,,1,3.23,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.363492+00:00
cuisine_cuisine_of_egypt_08__yes,cuisine_cuisine_of_egypt_08,Cuisine_of_Egypt_08.jpg,cuisine,yes,زينة طعام على شكل وردة من شرائح الخضار,وردة مقطعة من عجينة السكر,صورة لطبق معدني داكن اللون عليه قطعتان مزخرفتان على شكل وردتين بيضاويتين اللون، ,هل هذا الطبق زينة طعام على شكل وردة من شرائح الخضار؟,نعم,لا,no,0,,,1,1.12,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.384133+00:00
architecture_al_rahmah_mosque_m10__no,architecture_al_rahmah_mosque_m10,Al_Rahmah_Mosque_m10.png,architecture,no,مسجد الرحمة (المسجد العائم),مسجد تانجونج بونجاه العائم، بينانج، ماليزيا,صورة ليلية لمسجد تانجونج بونجاه العائم في بينانج بماليزيا، مضاءً بإضاءة زرقاء وخ,هل هذا المبنى مسجد تانجونج بونجاه العائم، بينانج، ماليزيا؟,لا,نعم,yes,0,,,1,3.27,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.409636+00:00
architecture_jabal_alfil_elephant_rock_elephant_1__no,architecture_jabal_alfil_elephant_rock_elephant_1,Jabal_AlFil_Elephant_Rock_elephant (1).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة الرملي الشهير في الأحساء، وهو تكوين صخري طبيعي بلون بني ذهبي يح,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,3.49,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.634968+00:00
cuisine_cuisine_of_egypt_02__yes,cuisine_cuisine_of_egypt_02,Cuisine_of_Egypt_02.jpg,cuisine,yes,باذنجان مشوي بالطماطم,متبل باذنجان مصري,صورة لطبق معدني دائري عليه متبل باذنجان مصري مهروس مغطى بصلصة طماطم مفرومة، مزين,هل هذا الطبق باذنجان مشوي بالطماطم؟,نعم,نعم,yes,1,,,1,1.77,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.657669+00:00
architecture_jabal_alfil_elephant_rock_elephant_13__no,architecture_jabal_alfil_elephant_rock_elephant_13,Jabal_AlFil_Elephant_Rock_elephant (13).png,architecture,no,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة نهارية واسعة لجبل القارة بالأحساء تحت سماء غائمة جزئياً، تُظهر طبقاته الصخر,هل هذا المبنى جبل القارة بالأحساء؟,لا,لا,no,1,,,1,3.54,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.714183+00:00
attire_86275_abaya_cloak__yes,attire_86275_abaya_cloak,86275_Abaya_Cloak.jpg,attire,yes,عباءة سورية حمراء مخططة (نسخة ثانية),معطف بدوي أحمر مخطط بالساتان,صورة لمعطف بدوي طويل فضفاض بلون أحمر عنابي ذي بريق ساتان خفيف، تتخلله أشرطة رفيع,هل هذه القطعة عباءة سورية حمراء مخططة (نسخة ثانية)؟,نعم,لا,no,0,,,1,2.08,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.714893+00:00
cuisine_cuisine_of_egypt_07__yes,cuisine_cuisine_of_egypt_07,Cuisine_of_Egypt_07.jpg,cuisine,yes,أرز بلبن مصري,مهلبية بالأرز,صورة ليدين تحملان طبقين بحافة وردية يحتويان على مهلبية بالأرز بقوام كريمي أملس م,هل هذا الطبق أرز بلبن مصري؟,نعم,لا,no,0,,,1,1.55,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.747651+00:00
cuisine_cuisine_of_jordan_04__no,cuisine_cuisine_of_jordan_04,Cuisine_of_Jordan_04.JPG,cuisine,no,باذنجان مشوي على الموقد استعداداً لبابا غنوج,فلفل مشوي على الموقد,صورة لثلاث حبات فلفل أخضر داكنة اللون موضوعة مباشرة فوق شعلات موقد غاز معدني، مع,هل هذا الطبق فلفل مشوي على الموقد؟,لا,لا,no,1,,,1,1.15,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.853194+00:00
cuisine_cuisine_of_jordan_02__yes,cuisine_cuisine_of_jordan_02,Cuisine_of_Jordan_02.jpg,cuisine,yes,سمبوسك مقلي كبير الحجم,بيروق لحم تركي,صورة مقربة لبيروق لحم تركي كبير الحجم بلون بني فاتح ذي طبقات عجين ملفوفة حلزونيا,هل هذا الطبق سمبوسك مقلي كبير الحجم؟,نعم,لا,no,0,,,1,1.51,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:53.955057+00:00
architecture_jabal_alfil_elephant_rock_elephant_11__yes,architecture_jabal_alfil_elephant_rock_elephant_11,Jabal_AlFil_Elephant_Rock_elephant (11).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة لجبل القارة بالأحساء عند الغروب مع أشعة شمس منتشرة من خلال فتحته المقوسة، و,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,3.87,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.005148+00:00
cuisine_cuisine_of_jordan_05__yes,cuisine_cuisine_of_jordan_05,Cuisine_of_Jordan_05.jpg,cuisine,yes,دلة قهوة بدوية على نار الحطب,إبريق شاي بدوي,صورة لإبريق شاي بدوي أسود ذي مقبض جانبي وغطاء علوي وفوهة صب طويلة، موضوع فوق كوم,هل هذا الطبق دلة قهوة بدوية على نار الحطب؟,نعم,نعم,yes,1,,,1,1.12,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.055083+00:00
cuisine_cuisine_of_egypt_08__no,cuisine_cuisine_of_egypt_08,Cuisine_of_Egypt_08.jpg,cuisine,no,زينة طعام على شكل وردة من شرائح الخضار,وردة مقطعة من عجينة السكر,صورة لطبق معدني داكن اللون عليه قطعتان مزخرفتان على شكل وردتين بيضاويتين اللون، ,هل هذا الطبق وردة مقطعة من عجينة السكر؟,لا,لا,no,1,,,1,1.84,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.141781+00:00
cuisine_cuisine_of_saudi_arabia_03__yes,cuisine_cuisine_of_saudi_arabia_03,Cuisine_of_Saudi_Arabia_03.JPG,cuisine,yes,سندويش عربي محشو باللحم والخضار,شاورما لبنانية بخبز صاج,صورة لخبز صاج لبناني رقيق مطوي على شكل قارب محشو بشرائح لحم الشاورما، وشرائح طما,هل هذا الطبق سندويش عربي محشو باللحم والخضار؟,نعم,نعم,yes,1,,,1,1.16,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.198898+00:00
cuisine_cuisine_of_egypt_02__no,cuisine_cuisine_of_egypt_02,Cuisine_of_Egypt_02.jpg,cuisine,no,باذنجان مشوي بالطماطم,متبل باذنجان مصري,صورة لطبق معدني دائري عليه متبل باذنجان مصري مهروس مغطى بصلصة طماطم مفرومة، مزين,هل هذا الطبق متبل باذنجان مصري؟,لا,نعم,yes,0,,,1,2.45,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.356960+00:00
cuisine_cuisine_of_saudi_arabia_04__yes,cuisine_cuisine_of_saudi_arabia_04,Cuisine_of_Saudi_Arabia_04.jpg,cuisine,yes,عريكة,مصابيب بالتمر,صورة لطبق عليه قطع خبز ممزقة ومحمصة بلون بني فاتح، في منتصفها بركة من العسل، محا,هل هذا الطبق عريكة؟,نعم,لا,no,0,,,1,1.21,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.363268+00:00
cuisine_cuisine_of_jordan_05__no,cuisine_cuisine_of_jordan_05,Cuisine_of_Jordan_05.jpg,cuisine,no,دلة قهوة بدوية على نار الحطب,إبريق شاي بدوي,صورة لإبريق شاي بدوي أسود ذي مقبض جانبي وغطاء علوي وفوهة صب طويلة، موضوع فوق كوم,هل هذا الطبق إبريق شاي بدوي؟,لا,نعم,yes,0,,,1,1.43,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.394829+00:00
cuisine_cuisine_of_saudi_arabia_07__yes,cuisine_cuisine_of_saudi_arabia_07,Cuisine_of_Saudi_Arabia_07.JPG,cuisine,yes,دقوس (صلصة طماطم),صلصة شكشوكة,صورة لوعاء أبيض صغير يحتوي على صلصة شكشوكة حمراء سميكة القوام، مزينة بشرائح رقيق,هل هذا الطبق دقوس (صلصة طماطم)؟,نعم,نعم,yes,1,,,1,1.25,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.439522+00:00
cuisine_cuisine_of_the_united_arab_emirates_05__yes,cuisine_cuisine_of_the_united_arab_emirates_05,Cuisine_of_the_United_Arab_Emirates_05.jpg,cuisine,yes,هريس إماراتي,مفركة يمنية,صورة مقربة لوعاء بحافة برتقالية يحتوي على مفركة يمنية بقوام سميك مضروب يميل للتم,هل هذا الطبق هريس إماراتي؟,نعم,لا,no,0,,,1,1.05,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.463451+00:00
cuisine_cuisine_of_jordan_04__yes,cuisine_cuisine_of_jordan_04,Cuisine_of_Jordan_04.JPG,cuisine,yes,باذنجان مشوي على الموقد استعداداً لبابا غنوج,فلفل مشوي على الموقد,صورة لثلاث حبات فلفل أخضر داكنة اللون موضوعة مباشرة فوق شعلات موقد غاز معدني، مع,هل هذا الطبق باذنجان مشوي على الموقد استعداداً لبابا غنوج؟,نعم,لا,no,0,,,1,1.8,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.493377+00:00
architecture_jabal_alfil_elephant_rock_elephant_12__yes,architecture_jabal_alfil_elephant_rock_elephant_12,Jabal_AlFil_Elephant_Rock_elephant (12).png,architecture,yes,جبل الفيل بالعلا,جبل القارة بالأحساء,صورة ليلية لجبل القارة بالأحساء مضاءً بإضاءة برتقالية دافئة من الأسفل، وسط منطقة,هل هذا المبنى جبل الفيل بالعلا؟,نعم,لا,no,0,,,1,4.42,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.559624+00:00
cuisine_cuisine_of_saudi_arabia_04__no,cuisine_cuisine_of_saudi_arabia_04,Cuisine_of_Saudi_Arabia_04.jpg,cuisine,no,عريكة,مصابيب بالتمر,صورة لطبق عليه قطع خبز ممزقة ومحمصة بلون بني فاتح، في منتصفها بركة من العسل، محا,هل هذا الطبق مصابيب بالتمر؟,لا,نعم,yes,0,,,1,1.44,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.604575+00:00
cuisine_cuisine_of_saudi_arabia_03__no,cuisine_cuisine_of_saudi_arabia_03,Cuisine_of_Saudi_Arabia_03.JPG,cuisine,no,سندويش عربي محشو باللحم والخضار,شاورما لبنانية بخبز صاج,صورة لخبز صاج لبناني رقيق مطوي على شكل قارب محشو بشرائح لحم الشاورما، وشرائح طما,هل هذا الطبق شاورما لبنانية بخبز صاج؟,لا,نعم,yes,0,,,1,1.53,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.631277+00:00
cuisine_cuisine_of_the_united_arab_emirates_01__yes,cuisine_cuisine_of_the_united_arab_emirates_01,Cuisine_of_the_United_Arab_Emirates_01.JPG,cuisine,yes,هريس إماراتي,جريش سعودي,صورة من الأعلى لطبق دائري بحافة زرقاء مزخرفة، يحتوي على جريش سعودي خشن القوام مط,هل هذا الطبق هريس إماراتي؟,نعم,لا,no,0,,,1,1.4,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.769696+00:00
cuisine_cuisine_of_the_united_arab_emirates_01__no,cuisine_cuisine_of_the_united_arab_emirates_01,Cuisine_of_the_United_Arab_Emirates_01.JPG,cuisine,no,هريس إماراتي,جريش سعودي,صورة من الأعلى لطبق دائري بحافة زرقاء مزخرفة، يحتوي على جريش سعودي خشن القوام مط,هل هذا الطبق جريش سعودي؟,لا,نعم,yes,0,,,1,1.61,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.989967+00:00
cuisine_levantine_cuisine_01__yes,cuisine_levantine_cuisine_01,Levantine_cuisine_01.jpg,cuisine,yes,حمص بالطحينة,حمص بالفول,صورة مقربة لطبق أسود يحتوي على معجون حمص بالفول كريمي القوام يميل للون البني الف,هل هذا الطبق حمص بالطحينة؟,نعم,نعم,yes,1,,,1,1.28,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:54.997428+00:00
cuisine_levantine_cuisine_01__no,cuisine_levantine_cuisine_01,Levantine_cuisine_01.jpg,cuisine,no,حمص بالطحينة,حمص بالفول,صورة مقربة لطبق أسود يحتوي على معجون حمص بالفول كريمي القوام يميل للون البني الف,هل هذا الطبق حمص بالفول؟,لا,نعم,yes,0,,,1,1.31,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:51:55.059103+00:00
