image_id,filename,local_path,sha256,category,ground_truth_subject,subject,country,,source,source_dataset,matched_by,hitem,hitem_clip_score,gt_status,source_folder,caption_base
image_117A;image_117B,food_008.png,"Mahyoub(200""CAMAL, wikimedia"")/food_008.png",324a592ec3b69e27ef0a1a73d297f502f50ceeec3af71b7f90b1abaa570e7b6e,cuisine,dolma,,Iraq,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,ai_suggested,mixed200,لفافات ورق عنب داكنة اللون مرتبة بشكل شعاعي حول مركز الطبق، تتخللها في أربع نقاط متقابلة حبات طماطم محشوة مقطوعة من الأعلى تكشف حشوة أرز بيضاء وقطعة طماطم حمراء بداخلها. يستقر الطبق الأبيض المذهّب الحواف فوق سطح رمادي مرقّط.
image_118A;image_118B,food_009(1).png,"Mahyoub(200""CAMAL, wikimedia"")/food_009(1).png",305d565ffde9b0ff20e244b69fd2cea4867466ef2addddf92d355a5cd6af57ec,cuisine,masoub,,Saudi_Arabia,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,ai_suggested,mixed200,وعاء معدني دائري يحمل مصوبًا مهروسًا شاحب اللون، تعلوه طبقة سخية من الجبن الأصفر المبروش وخيوط من شراب داكن يتخللها. يغرس فيه ملعقتان بلاستيكيتان بيضاوان بشكل مستقيم، ويحمل الوعاء شخص يرتدي قميصًا جينز أزرق.
image_119A;image_119B,food_009.png,"Mahyoub(200""CAMAL, wikimedia"")/food_009.png",6cc7a0d330b311f20d7a335116b6c8b7b57756fd106a4a986b00564736db9499,cuisine,kibbeh,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,قطع كبة مقلية بشكل مستطيل الأطراف مدببة، تشبه كرة القدم الأمريكية، مصفوفة في صف واحد فوق طبق بيضاوي أبيض. تحيط بها أوراق خس مموّجة وشرائح ليمون أخضر عند الطرفين.
image_120A;image_120B,food_010(1).png,"Mahyoub(200""CAMAL, wikimedia"")/food_010(1).png",3bb953e6bf78df44a08657a2da8f9ffedff65ddd85b876e09240e0c386cc5e8f,cuisine,Agashe,,Sudan,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,manual_done,mixed200,يدان تعجنان قطعة لحم نيئة محاطة بتوابل صفراء مطحونة داخل وعاء معدني، بينما تستقر قطعة لحم أخرى مغطاة بالكامل بالتوابل إلى اليمين. تظهر بقايا عظم وأنسجة ضامة بيضاء على سطح اللحم غير المغطى.
image_121A;image_121B,food_010.png,"Mahyoub(200""CAMAL, wikimedia"")/food_010.png",4fe0aa15264db48fc66283c55c07aa1ef69b452dbd55f000e2cefac8aa7514b0,cuisine,kebab,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,أربعة أسياخ كباب مشوي بلون بني محمّر داكن، مرصوصة فوق لوح خشبي دائري ومرشوشة بالبقدونس الأخضر المفروم. تحيط بها شرائح ليمون وفلفل أخضر حاد، وتظهر خلفها قماش أحمر وأبيض مربّع النقش.
image_122A;image_122B,food_011.jpg,"Mahyoub(200""CAMAL, wikimedia"")/food_011.jpg",ebd0b3994c1d9ac9c5611aaa50468b1c26d9cf113d1f8e59453d55babc33e281,cuisine,manakish,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,قرصا مناقيش مسطحان يعلوهما خليط داكن اللون من الزعتر وحبات السمسم يغطي السطح بالكامل حتى حافة العجين الذهبية. يستقران على لوح خشبي دائري، وبجانبهما وعاء أبيض صغير يحوي مادة بيضاء كريمية، وعلبة زرقاء في الخلفية.
image_123A;image_123B,food_011.png,"Mahyoub(200""CAMAL, wikimedia"")/food_011.png",f2674638d57d9d00f67c06870b343e3bb870f55e5168bd77a8b0d16205f00544,cuisine,easiduh,,Saudi_Arabia,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,manual_done,mixed200,عصيدة بنية اللون، مستديرة الشكل، بحفرة صغيرة في المنتصف يتجمع فيها زيت ذهبي لامع. تستقر فوق طبق أبيض مثمّن الأضلاع منقوش بأزهار ملونة، وتتناثر حبات تمر بنية وذهبية إلى يمينها فوق سطح أبيض رخامي.
image_124A;image_124B,food_012(1).png,"Mahyoub(200""CAMAL, wikimedia"")/food_012(1).png",5f5aeb4ab2605d8204af432a02a120320d708f579fa1abb718302caa371938cf,cuisine,falafel,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,كرات فلافل مستديرة بقشرة بنية محمّصة، إحداها مقطوعة من المنتصف تكشف عن قوام أخضر بداخلها. تحيط بها قطع متناثرة فوق سطح رخامي أبيض، وبجانبها وعاء صغير يحوي صلصة بيضاء كريمية.
image_125A;image_125B,food_012.png,"Mahyoub(200""CAMAL, wikimedia"")/food_012.png",e8e0dfc5d032a93facaa34039d7595aef3bd28bb8930deb5bb5128e3a1db884a,cuisine,Bazeen,,Tunisia,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,manual_done,mixed200,عجينة بازين بنية فاتحة اللون، جزء منها لا يزال متكتلًا غير ممزوج بالكامل داخل قدر أسود، يظهر في الزاوية العلوية اليمنى طرف ملعقة. تلتصق بقايا العجين بجدران القدر الداخلية.
image_126A;image_126B,food_013(1).png,"Mahyoub(200""CAMAL, wikimedia"")/food_013(1).png",b7c226e691b1cfcf25fce967efdb5f738708623fdf59dfc37d7cfbd5f3518d47,cuisine,hummus,,Jordan,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,manual_done,mixed200,حمص في صينية بيضاوية معدنية، تعلوه حبات حمص كاملة صفراء اللون موزعة بكثافة، وتتوسطه دائرة من البابريكا الحمراء المرشوشة وزيت الزيتون اللامع. يظهر قماش أحمر وكوب زجاجي في الزاوية العلوية اليسرى.
image_127A;image_127B,food_013.png,"Mahyoub(200""CAMAL, wikimedia"")/food_013.png",83c372532d85477751c9e60d62b88c72f0018444e189ffbe180d838eb4bc8f14,cuisine,kousa_mahshi,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,لفافات كوسا محشي بلون أخضر فاتح مرصوصة أفقيًا فوق طبق أبيض، تكشف أطرافها المقطوعة حشوة من الأرز واللحم المفروم. تظهر خلفها حبة فلفل أحمر كاملة ووعاء أبيض صغير في الخلفية.
image_128A;image_128B,food_014(1).png,"Mahyoub(200""CAMAL, wikimedia"")/food_014(1).png",7fbfd5ae59f96e4284d82e207dbf209908d2e9c9d8758922982192a2c3eec725,cuisine,aqit,,Saudi_Arabia,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,manual_done,mixed200,كرات أقط بيضاء مستديرة مغطاة بطبقة بودرة ناعمة، مكدّسة بكثافة داخل صندوق ضيق. تتفاوت أحجامها قليلًا، ويظهر لون أصفر شاحب تحت الطبقة البيضاء في بعض الفجوات بين الكرات.
image_129A;image_129B,food_014.png,"Mahyoub(200""CAMAL, wikimedia"")/food_014.png",e85d38c6630dca49a9ee0f809b4d812c6adb7c9d692afd4e8166247b3016d61f,cuisine,shawarma,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,أربع مخاريط شاورما رأسية مركّبة على أسياخ دوّارة معدنية، بقشرة خارجية بنية ذهبية متعددة الطبقات المتراصة. تستقر المخاريط على قواعد معدنية فضية اللون مثبّتة بمسافات متساوية جنبًا إلى جنب.
image_130A;image_130B,food_015.jpg,"Mahyoub(200""CAMAL, wikimedia"")/food_015.jpg",f127ac00778a87b6048e7ac79cccce8f19f8262dc746bdf326a67cc955ed577a,cuisine,manakish,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,قرص مناقيش دائري مغطى بجبن أبيض ذائب بالكامل حتى حوافه المحمّصة، يتقدم صفًا من أقراص أخرى بتغطية داكنة اللون وأخرى حمراء تظهر خلفه. تستقر الأقراص فوق سطح أخضر مربعات.
image_131A;image_131B,food_015.png,"Mahyoub(200""CAMAL, wikimedia"")/food_015.png",3c8d944a3b0c4ea7a82001caa090e77acaeb268e16c08177f5585bc1fa42137a,cuisine,fattoush,,Jordan,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,manual_done,mixed200,يجمع المشهد ثلاثة أطباق: وعاءان بحساء أبيض كريمي، أحدهما مزين بأعشاب خضراء فقط والآخر بأعشاب وقطع طماطم وخيار حمراء، وصحن دائري يحوي فتوشًا من الخضار المفرومة وقطع خبز محمّص مقرمشة. يستقر المشهد فوق مفرش دانتيل أبيض مطرز بالورود، وتظهر شوكات وملاعق أسفل الصحون وباقة أزهار صناعية في الأعلى.
image_132A;image_132B,food_016(1).png,"Mahyoub(200""CAMAL, wikimedia"")/food_016(1).png",5a68a163612e4aafe0db5281975fe6e37f64a97b355b1260c9d537c27737c340,cuisine,lahm_bi_ajin,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,عدة أقراص لحم بعجين بيضاوية الشكل متراكبة جزئيًا فوق بعضها، مغطاة بطبقة كثيفة من اللحم المفروم المتبل بلون بني محمّر، فوق طبق أبيض دائري.
image_133A;image_133B,food_016.png,"Mahyoub(200""CAMAL, wikimedia"")/food_016.png",257f56c2d636e7b44a3090d40b7f1e0e6ccafe16bb154202444c665618d92025,cuisine,Stuffed Grape Leaves,,Jordan,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,manual_done,mixed200,يجمع الطبق الأخضر أربعة عناصر متجاورة: عدة لفافات من ورق العنب الداكن على الجانب الأيسر، وقطع من اللحم المشوي البني المحمّر في الأعلى، إلى جانب قطعة خبز مربعة بقشرة ذهبية ومعجّنة محشوة مطوية في الأسفل. يستقر الطبق فوق مفرش وردي منقوش بالزهور.
image_134A;image_134B,food_017.jpg,"Mahyoub(200""CAMAL, wikimedia"")/food_017.jpg",8de4efef59d0a93c6c75e48a010683dc871646f517203be00111614c500d1cef,cuisine,balaleet,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,وعاء بلاليط أحمر مزخرف بنقش أبيض يحمل شعيرية ذهبية وعجة صفراء مطوية فوقها. تظهر خلفه أدوات تقديم قهوة عربية مذهّبة الحواف على قماش أحمر، فوق طاولة خشبية.
image_135A;image_135B,food_017.png,"Mahyoub(200""CAMAL, wikimedia"")/food_017.png",c773e1ecf995dbf2347782afcdcbb1cb1a4866219571a96c047ed8f3bece902a,cuisine,zarb,,Jordan,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,ai_suggested,mixed200,رف معدني من ثلاث طبقات دائرية يحمل زربًا: طبقتان علويتان عليهما قطع لحم نيء وطماطم حمراء وبصل وبطاطا كاملة، والطبقة السفلية شبكة شواء فارغة. يقف الرف فوق صخور صحراوية، ويظهر رجل بقميص فيروزي وصينية معدنية إلى جانبه.
image_136A;image_136B,food_018(1).png,"Mahyoub(200""CAMAL, wikimedia"")/food_018(1).png",3f806fa62d1300856a4e0cf80ba61b418917d43ccdd312d9e9bb27ea011b439b,cuisine,kibbeh,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,قطع كبة مرتبة على شكل نجمة داخل وعاء خشبي دائري مبطّن بأوراق خس مقطّعة، مع حبة طماطم كرزية حمراء في المركز وأخرى خارج الوعاء. يظهر فلفل أحمر حاد في الزاوية السفلية اليسرى.
image_137A;image_137B,food_018.png,"Mahyoub(200""CAMAL, wikimedia"")/food_018.png",d4187b965a7f54eb402cf3b8e75c2573d714fdb82158c33bee22477ceeb3f009,cuisine,machboos,,Bahrain,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,ai_suggested,mixed200,طبق مجبوس كبير مكدّس بالأرز تعلوه عدة قطع دجاج مطهوة، مغطاة بكثافة بزبيب داكن وذهبي اللون وحبات صنوبر وكاجو متناثرة. يستقر الطبق فوق مفرش مزهّر، وتظهر أطباق وأوعية أخرى في الخلفية.
image_138A;image_138B,food_019.jpg,"Mahyoub(200""CAMAL, wikimedia"")/food_019.jpg",6758edee4bc418b401a90087eb9b7ce219164807db3db6774edbac806c072184,cuisine,lahm_bi_ajin,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,عشرات أقراص لحم بعجين بيضاوية الشكل تُخبز مباشرة على أرضية فرن حجري مقوّس، تظهر ألسنة لهب صفراء زرقاء عند حافته اليسرى. تضفي الإضاءة البرتقالية الدافئة طابعًا على المشهد بأكمله.
image_139A;image_139B,food_019.png,"Mahyoub(200""CAMAL, wikimedia"")/food_019.png",48527c6a46d740bba01da47aeceec3bd92a27397b7f133177db98e6fe288ba27,cuisine,machboos,,Bahrain,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,ai_suggested,mixed200,صينية مجبوس معدنية كبيرة من الأرز المصفر تعلوها قطع لحم وشرائح لوز مقطّعة، تُرى من زاوية علوية مائلة. تصطف على حافتها اليمنى أكواب صغيرة مغطاة بأغطية بيضاء بشكل متتابع.
image_140A;image_140B,food_020(1).png,"Mahyoub(200""CAMAL, wikimedia"")/food_020(1).png",3385f7f70f2049f613e63258c6ff80ab1f7d6d8588fae182fc83049a111f8956,cuisine,machboos,,Bahrain,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,ai_suggested,mixed200,وعاء مجبوس أبيض بحافة منقطة ذهبية يحمل أرزًا بنيًا محمرًا داكن اللون، تعلوه قطعتا دجاج محمّصتان حتى اسمرار حوافهما. يظهر غلاف بلاستيكي شفاف عند حافة الوعاء، وقطعة خبز في الزاوية العلوية اليمنى.
image_141A;image_141B,food_020.png,"Mahyoub(200""CAMAL, wikimedia"")/food_020.png",1b7c8c53a1b8555e2441921289330fc143ef88891a44c9e2c3c0dc0a9371047c,cuisine,kibbeh,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,قطع كبة مقلية مستطيلة مدببة الأطراف، إحداها مقطوعة تكشف حشوة داخلية من اللحم المفروم وقطع الجوز. تحيط بها أوراق خس وشريحة طماطم ونصف حبة جوز وأعشاب بقدونس فوق طبق أبيض.
image_142A;image_142B,food_021(1).png,"Mahyoub(200""CAMAL, wikimedia"")/food_021(1).png",a9af844820a5fceb32393d2bc3fa26c088f23a7c9906fb87e49b178aabf49c5a,cuisine,shish_barak,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,مرحلتان من تحضير شيش برك معروضتان جنبًا إلى جنب: في الجزء الأيسر أقراص عجين مسطحة عليها كومة من حشوة اللحم المفروم قبل الطي، وفي الجزء الأيمن عجينات مغلقة الأطراف مرصوصة في صفوف. تظهر منشفة وردية وشوبك خشبي في الخلفية، فوق سطح خشبي.
image_143A;image_143B,food_021.png,"Mahyoub(200""CAMAL, wikimedia"")/food_021.png",9b1c3dae87cbce1829f77a275a0130da96cfd161f9e6f40679f1a30f037056e2,cuisine,molokhia,,Sudan,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,ai_suggested,mixed200,أوراق ملوخية خضراء زاهية اللون، خماسية التفرع من ساق مركزي واحد، تظهر عروقها البارزة بوضوح. تحيط بها أوراق أصغر جزئية الظهور، وخلفية عشبية خضراء داكنة، مع قضيب معدني رفيع يمر خلف الأوراق.
image_144A;image_144B,food_022.jpg,"Mahyoub(200""CAMAL, wikimedia"")/food_022.jpg",b9b329bcfa95b74e13db265307af54b3e3bd721b94be31a7c58f55837b7f8628,cuisine,couscous,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,ai_suggested,mixed200,قرص كسكسي أصفر مضغوط أسطوانيًا، تعلوه خضار سوتيه من باذنجان أرجواني داكن وزيتون أسود وحمص أصفر وفلفل ملون، مرشوش بمكسرات مجروشة وأعشاب نعناع وكزبرة. يحيط بالقرص مكعبات جبن أبيض وأنصاف طماطم كرزية، فوق طبق فخاري بحافة فيروزية.
image_145A;image_145B,food_022.png,"Mahyoub(200""CAMAL, wikimedia"")/food_022.png",b6312b2f35c22c14863a30427600ce8e0d182dd334a8da83f09459bd9f1ea611,cuisine,omani_halwa,,Oman,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,ai_suggested,mixed200,سطح حلوى عمانية داكن اللون لامع القوام يشبه الهلام، مرشوش بشرائح فستق أخضر متناثرة بشكل غير منتظم. تظهر حافة صينية معدنية دائرية عند أطراف الإطار.
image_146A;image_146B,food_023.jpg,"Mahyoub(200""CAMAL, wikimedia"")/food_023.jpg",d71a06e25dc82c2029eebfd27ac3a37b8b383cf6489f7b95105e0cc9f0f46e49,cuisine,lahoh,,,,https://huggingface.co/datasets/ahmedheakl/arabic_foodvqa,CAMAL_arabic_foodvqa,sha256,,,manual_done,mixed200,قرص لحوح دائري بنسيج مليء بثقوب فقاعية متجانسة، يُخبز فوق مقلاة سوداء مسطحة، بلون بني ذهبي في المنتصف يتدرج إلى أغمق عند الحواف. تظهر عبوات مطبخ صغيرة خلف المقلاة.
image_147A;image_147B,food_023.png,"Mahyoub(200""CAMAL, wikimedia"")/food_023.png",c464df9aba2f01d4ba86540e988b1bc37a38056b42fa10e58f30f298c4cd749f,cuisine,Atkilt Wot,,Sudan,,https://huggingface.co/datasets/UBC-NLP/PEARL,PEARL,sha256,,,EXCLUDE,mixed200,طبق بيضاوي أبيض تحمله يد تبدو عليها أساور حمراء وزرقاء، إلى جانب كتابة سوداء جزئية على قماش أبيض في الخلفية. يضم الطبق خبزًا إسفنجيًا رماديًا مائلًا للبيج، بعضه ملفوف وبعضه ممزّق، بجانب يخنة من شرائح لحم رفيعة غارقة في صلصة حمراء برتقالية تحتوي قطع طماطم وفلفل، مع رشة أعشاب خضراء وكومة صغيرة من بهار أحمر.
